datetime,SHA_storage,SHA_out,SHA_target,SHA_out_to_delta,SHA_tocs,SHA_sodd,SHA_spill,SHA_forecast,FOL_storage,FOL_out,FOL_target,FOL_out_to_delta,FOL_tocs,FOL_sodd,FOL_spill,FOL_forecast,ORO_storage,ORO_out,ORO_target,ORO_out_to_delta,ORO_tocs,ORO_sodd,ORO_spill,ORO_forecast,DEL_in,DEL_out,DEL_TRP_pump,DEL_HRO_pump,DEL_X2,DEL_SODD_CVP,DEL_SODD_SWP,Total_DEL_SODD,Total_SODD_from_RES,Total_RES_Outflow,Total_pumped_from_DEL,Total_Shortage,Reliability,Cumulative_Reliability,Rolling_Reliability_10yr,Rolling_Reliability_20yr,Rolling_Reliability_30yr,Rolling_Reliability_40yr,Rolling_Reliability_50yr
1951-10-01,3328.9123654720465,5022.790197201099,4964.299696930591,3437.492664871307,4161.3836105704595,1272.7401822159088,58.490500270506345,643.6001858399675,700.6087980192697,1640.59428811773,1640.59428811773,1267.2942881177294,795.2868852459017,360.1883306626574,0.0,289.70251197401615,2712.8608724085775,3382.8393363212012,3280.7675861933653,3382.8393363212012,3308.6851092896177,2546.984015923621,102.07175012783546,340.6629971778868,12298.732475852821,8278.077916747598,1787.078894597153,2233.575664508082,77.42163387239898,2163.434413211855,2696.1473643823733,4859.581777594229,4179.912528802187,10046.22382164003,4020.654559105235,159.25796969695193,0.9618992099476805,0.9618992099476805,,,,,
1952-10-01,2694.5292373145703,3602.6602519598423,3602.6602519598423,2031.330117816061,4188.545874482319,720.3723729952032,0.0,729.0024225657891,656.891830035442,1308.8634028815484,1308.8634028815484,936.4517899783228,795.7691993533566,301.37034529001994,0.0,243.55766676753836,1678.1586139645476,2072.710360454818,2072.710360454818,2072.710360454818,3321.281834094368,1588.9324066593815,0.0,522.726156871912,8323.686935279167,5489.887450130323,1296.106353929081,1537.6931312197528,82.07917504136816,2554.3567957130513,3177.864813318763,5732.221609031814,2610.6751249446047,6984.234015296208,2833.799485148834,0.0,1.0,0.9809496049738402,,,,,
1953-10-01,3352.5806527778896,8719.887213774995,8768.830611633135,7022.077213774985,3998.8186653977705,1170.1940291908425,0.0,783.0574170276399,753.6579453315935,3677.505492919936,3409.0601201371164,3304.2054929199317,775.7170058317062,178.5119994879176,268.445372782821,363.16182354371256,2520.5258151371518,5950.761602960724,5528.186484399739,5950.761602960724,3221.7069606315295,2108.942488613925,422.5751185609829,403.8053534324299,36478.28711679817,31252.62454204806,2270.162608538502,2955.499966211556,66.85606418761697,1621.3686154992017,2297.022461557002,3918.3910770562034,3457.648517292685,18348.154309655656,5225.662574750058,0.0,1.0,0.9872997366492268,,,,,
1954-10-01,3713.686361149709,9033.075082533964,8669.202234310515,7335.26508253396,4097.740022147844,1089.6823295530148,363.8728482234483,936.385727491029,784.1265114861894,3246.526474920128,2773.770461053065,2873.2264749201213,789.5273190102841,155.05558018563462,472.7560138670643,659.1091494132884,2810.6001000519914,5046.889687108986,3436.947087709153,5046.889687108986,3257.6408358960025,1751.2599968159618,1609.9425993998316,481.0893495342904,32422.719914057598,26892.885857783167,2585.2956455852386,2944.538410689229,67.43813328825699,1476.6365931878001,1901.848651870699,3378.4852450584995,2995.9979065546113,17326.491244563076,5529.834056274467,0.0,1.0,0.9904748024869201,,,,,
1955-10-01,3466.4155768168957,7588.619754503152,6512.134876097983,5886.762657728953,4042.293913041572,947.8102036357186,1076.4848784051692,951.8515330397701,789.1466529275083,4316.43540916897,3809.3933111840615,3942.2470220721893,774.4851895342038,154.71228542327015,507.04209798490956,8514.127451398108,2787.8543335429813,5824.460683159084,4847.414201501701,5824.460683159084,3252.5493448960706,1666.6011616547928,977.0464816573849,518.3878122464993,36260.082555353445,30705.4086263687,2599.5424807287886,2955.131448255992,67.4726765598064,1388.4085859606598,1825.8032537163351,3214.2118396769947,2769.123650713782,17729.515846831204,5554.673928984781,0.0,1.0,0.9923798419895361,,,,,
1956-10-01,2349.2480998734154,3551.9889137287482,3551.9889137287482,2354.583076754067,4203.290219815229,952.3533365215259,0.0,638.3781982551812,577.0817572689358,1539.6900720446426,1539.6900720446426,1167.2784591414188,796.3698630136986,343.38684866561306,0.0,800.3346871271738,1956.9005245804506,2342.2725958980436,2342.2725958980436,2342.2725958980436,3329.7053881278543,1950.5176144310583,0.0,260.3066903451668,6729.710098082813,4233.587081063172,1087.586336684764,1408.536680334869,84.3684075322294,2777.4195446306103,3454.743643617166,6232.163188247776,3246.257799618197,7433.951581671435,2496.123017019633,750.134782598564,0.7689232251712141,0.9551370725198157,,,,,
1957-10-01,2839.5341109205983,5126.845768978815,5126.845768978815,3541.4141761905353,4082.48646065626,1174.7338769834123,0.0,658.3293909655329,626.7513406788127,2645.9106373843615,2645.9106373843615,2272.6106373843686,783.1563195251312,338.4926732306335,0.0,290.77348431289244,2192.8108213880537,3628.7245944314554,3555.4461411816956,3628.7245944314554,3276.0544596651443,2474.4006571780315,73.27845324975942,284.3490361656541,22930.387436574212,19218.583477324486,1679.4656503805647,2032.3383088691155,72.91151036744138,2066.9478282022737,2678.0466861124723,4744.994514314746,3987.6272073920773,11401.481000794633,3711.8039592496802,275.823248142397,0.9308302321663648,0.951664666755037,,,,,
1958-10-01,3230.975891943679,4450.735774503476,4105.2459881703335,2796.14673303502,4160.785189718483,908.3582337779189,345.48978633314255,779.1324169308684,730.102754100271,1760.975766990701,1697.9232999085175,1387.6757669907036,797.2222411299242,200.28789027529368,63.052467082183625,255.70680337822583,2099.1828560176014,2633.1821986509344,2633.1821986509344,2633.1821986509344,3306.1289726027394,2192.2572118429443,0.0,346.2544688384841,14070.276606147974,10072.63308427038,1755.7961471938306,2241.8473746837276,76.8218038700517,1978.8978160089875,2620.3093689189727,4599.20718492796,3300.903335896157,8844.893740145111,3997.643521877558,0.0,1.0,0.9577065834106574,,,,,
1959-10-01,3552.433830027968,7441.300728844664,7224.578995083472,5739.443632070478,4035.7014426609294,1004.1005378289265,378.05173538934287,1088.9906852779457,777.027734303036,3459.887699608533,3096.3821546133904,3085.6993125117547,777.3618699532408,165.08057591212142,363.50554499514203,5910.540468767393,2573.13265340224,4255.469700620767,3313.691853543112,4255.469700620767,3263.1827337583495,1743.7308249033993,941.7778470776543,9529.440253369552,33478.098313627524,28045.731494361647,2585.188447197199,2847.1783720686735,68.44608075369796,1477.6817828497196,1944.2997135723024,3421.9814964220222,2912.911938644447,15156.658129073963,5432.366819265872,0.0,1.0,0.9624058519205845,,,,,
1960-10-01,3293.549993160518,9889.680649719794,9719.268616425312,8195.917746493995,4010.0917617807854,1283.7441609954838,170.41203329448126,769.5597558965001,740.3413522173702,3214.6991115600995,3196.278566408999,2842.287498656872,786.2822549008487,170.65453933306486,18.420545151101123,934.806018783515,2639.498865663395,5878.5533514401895,5555.125067592419,5878.5533514401895,3269.0846740356455,2203.0488441940124,323.4282838477684,339.30310563818216,32901.4855429566,27503.24956738109,2369.7176733822475,3028.5183021932653,68.71277202542205,1695.0747554227237,2352.82822775053,4047.9029831732537,3657.4475445225607,18982.933112720082,5398.235975575513,0.0,1.0,0.966165266728526,0.966165266728526,,,,
