datetime,SHA_storage,SHA_out,SHA_target,SHA_out_to_delta,SHA_tocs,SHA_sodd,SHA_spill,SHA_forecast,FOL_storage,FOL_out,FOL_target,FOL_out_to_delta,FOL_tocs,FOL_sodd,FOL_spill,FOL_forecast,ORO_storage,ORO_out,ORO_target,ORO_out_to_delta,ORO_tocs,ORO_sodd,ORO_spill,ORO_forecast,DEL_in,DEL_out,DEL_TRP_pump,DEL_HRO_pump,DEL_X2,DEL_SODD_CVP,DEL_SODD_SWP,Total_DEL_SODD,Total_SODD_from_RES,Total_RES_Outflow,Total_pumped_from_DEL,Total_Shortage,Reliability,Cumulative_Reliability,Rolling_Reliability_10yr,Rolling_Reliability_20yr,Rolling_Reliability_30yr,Rolling_Reliability_40yr,Rolling_Reliability_50yr
1951-10-01,3219.4557655617114,5415.119754804295,5415.119754804295,3717.309754804296,4117.846525938929,1155.0593688122383,0.0,566.7999500354076,768.58572779477,3045.5839059965515,2924.221010589184,2672.2839059965468,784.3008036685587,246.61633796452116,121.36289540736664,367.6477341954892,2862.293889036591,4760.900216907817,4504.225276460988,4760.900216907817,3284.4811027085293,2044.5725684085705,256.6749404468296,1563.332803630219,18524.735383803058,14343.986324112637,2102.5052283417704,2078.2438313486623,75.72184084553537,1877.2998177986792,2251.318274680858,4128.618092479537,3446.24827518533,13221.603877708661,4180.749059690433,0.0,1.0,1.0,,,,,
1952-10-01,3444.1661950778057,5883.529976103062,5259.794538688711,4189.767072877264,4127.459499337704,1287.233122309415,623.7354374143515,739.5714530598666,764.8514321093382,3581.933257622928,3362.0558970596294,3209.5216447196963,763.7607262642263,157.87675248255647,219.87736056330004,489.0598098359684,2804.5887766785,4587.295856730222,4114.201482642977,4587.295856730222,3261.4604642313548,2071.3964917425333,473.09437408724534,318.7930715441048,30422.12291326716,24757.068817403764,2512.543206900148,3152.510888963255,67.84031010592832,1696.0394282206814,2222.6517875114455,3918.6912157321267,3516.5063665345047,14052.759090456213,5665.054095863403,0.0,1.0,1.0,,,,,
1953-10-01,3726.6195228789634,9302.842071357632,9043.39426868044,7605.03207135763,4029.0951382091357,1119.4704524820836,259.44780267719034,877.1891155515117,774.8652225165697,3854.3309084891544,3327.3569491688772,3481.0309084891514,767.8173717048476,132.758062765107,526.9739593202771,574.0184957005366,2847.504134493103,5429.995648907353,3924.2685553927267,5429.995648907353,3239.7053064330757,1814.4391169300843,1505.7270935146266,4650.327590191131,32869.11229331395,27068.486786367503,2617.324774704816,3183.3007322416643,67.96725331742367,1466.275224069634,1961.9592398971004,3428.2344639667344,3066.6676321772748,18587.168628754138,5800.6255069464805,0.0,1.0,1.0,,,,,
1954-10-01,3292.1335390278437,3708.751732418734,3708.751732418734,2010.9417324187364,4206.006849315068,820.5278031475273,0.0,631.9179927825971,767.5738064851006,2377.3287913926715,2132.250691393896,2004.028791392678,787.342159471104,227.43161543405344,245.07809999877793,324.9682090723867,2708.766101809862,2633.412784053309,2408.8288031970164,2633.412784053309,3308.409596651447,1687.8054012128587,224.58398085629142,303.44435277496376,14007.81668304025,9936.83094265956,2014.3570141406005,2056.6287262401047,76.59633862389816,1592.7448306984168,1922.2705240545006,3515.015354752917,2735.764819794439,8719.493307864715,4070.9857403807055,0.0,1.0,1.0,,,,,
1955-10-01,3456.2052118409165,6018.436565983564,5593.076968459945,4316.579469209371,4086.612478346074,881.3784037891887,425.3595975236185,801.1806125084032,766.9364371715716,3459.8244045839783,3020.5545939477047,3085.636017487199,769.0000857759227,142.73544992656386,439.26981063627306,448.6781547293133,2864.6322904884296,4792.32827813807,3844.4124955644866,4792.32827813807,3256.3845253584136,1654.8983718587865,947.9157825735851,415.3603578411488,29885.57490771432,24583.44885459348,2516.3694962761424,2785.756556844682,70.31635280955716,1489.2794387529677,1882.3312856597397,3371.6107244127074,2679.012225574539,14270.589248705612,5302.1260531208245,0.0,1.0,1.0,,,,,
1956-10-01,3690.3589086381953,6864.53002354384,5595.269210415991,5170.767120318039,4159.979452054795,898.5703628562819,1269.2608131278512,832.4078363067274,761.2772993004024,2466.6491381941155,2333.481558907964,2094.2375252908887,794.5351389878831,115.49584769845096,133.16757928614948,386.236248255169,2822.3243325519766,3997.531256780986,3074.1715881506307,3997.531256780986,3291.575570776256,1493.8649769788074,923.3596686303526,1442.7419043527425,20819.619457312387,15769.075566725645,2546.159098356755,2504.3847922299647,72.43275430952131,1404.6351410922603,1671.968450726098,3076.603591818358,2507.93118753354,13328.710418518942,5050.5438905867195,0.0,1.0,1.0,,,,,
1957-10-01,3545.477873117139,14649.076900482572,15625.701859556459,12951.266900482582,3907.686509723793,1195.509011153261,555.7697503929039,1052.1351318606546,752.5477836881595,5048.875550715161,4288.08519478985,4675.5755507151525,738.9807131378445,157.68603046437366,760.7903559253073,601.9583524075773,2884.545099616596,8531.497822559171,6692.285458672432,8531.497822559171,3191.8421746709014,1936.6664382407284,1839.2123638867365,610.287431957914,56039.63768375445,50550.24351121519,2506.353435319151,2983.040737220121,64.1253168090493,1646.5955484977314,2131.4433093930643,3778.038857890796,3289.861479858363,28229.450273756906,5489.394172539272,0.0,1.0,1.0,,,,,
1958-10-01,3273.958785786562,4717.547978940507,4607.162895604423,3088.656376992589,4124.363022082124,978.5012052188914,110.38508333608388,440.0532403640579,750.893148786266,1803.281386199314,1787.0550323155446,1429.9813861993166,794.5875148788675,209.63244550764517,16.22635388376932,242.66644007862624,2573.8100866453115,2939.5879788794955,2939.5879788794955,2939.5879788794955,3294.696070574349,2274.7902490288757,0.0,217.32334974428173,12169.135241871347,8646.101044135603,1563.5981304838215,1959.4360672519165,79.26025530564917,2153.9785609169776,2760.1922626209207,4914.170823537898,3462.923899755412,9460.417344019317,3523.034197735738,0.0,1.0,1.0,,,,,
1959-10-01,3426.4807870572795,6673.815043901085,5886.894798350494,4971.957947126893,4098.6657418125615,858.6423896244028,805.0047541981985,716.4247925083447,743.4780235076965,2839.8502017903884,2604.377541443747,2465.661814693617,772.2047609540216,142.22453295701507,235.47266034664426,371.421299207885,2556.1972948319035,3601.51795883417,2510.077714554696,3601.51795883417,3273.8754432057394,1468.9292260934749,1091.4402442794735,679.0610302597332,23178.494478725446,18517.481636439225,2343.9413075984903,2317.071534687729,72.95728550194121,1450.0952622771072,1700.3208616432078,3150.416123920315,2469.7961486748927,13115.183204525645,4661.01284228622,0.0,1.0,1.0,,,,,
1960-10-01,3486.8080649627877,5893.938001940303,5438.3224393847695,4200.175098714496,4137.771348568937,1131.797374122579,455.61556255553387,598.1214647751826,782.8051087176356,2861.634551123887,2675.4869358626383,2489.222938220658,787.5572424744715,163.25265453092533,186.14761526125005,305.00387876014486,2695.285228861114,4008.5445192366237,3659.2551030818236,4008.5445192366237,3293.0824657228713,1937.5710629393338,349.28941615480016,220.09095305687063,20123.472273550593,15063.95151429153,2415.3525018732294,2644.1682573858243,72.87165577704403,1726.312567285199,2136.5757134569963,3862.888280742195,3232.621091592838,12764.117072300814,5059.520759259054,0.0,1.0,1.0,1.0,,,,
