datetime,TLG_fnf,FOL_fnf,MRC_fnf,MIL_fnf,NML_fnf,ORO_fnf,MKM_fnf,BND_fnf,NHG_fnf,SHA_fnf,YRS_fnf,MED_swe,SDF_swe,SLT_swe,BKL_swe,HMB_swe,FOR_swe,RTL_swe,GRZ_swe,GOL_swe,CSL_swe,HYS_swe,SCN_swe,RBB_swe,RBP_swe,CAP_swe,BND_swe,ORO_swe,YRS_swe,FOL_swe,SHA_pr,ORO_pr,FOL_pr,SHA_tas,ORO_tas,FOL_tas,SHA_tasmax,ORO_tasmax,FOL_tasmax,SHA_tasmin,ORO_tasmin,FOL_tasmin,SHA_storage,FOL_storage,ORO_storage,DEL_in,DEL_out,Total_DEL_SODD,Total_SODD_from_RES,Total_pumped_from_DEL,Total_Shortage,DEL_X2
2041-10-01,456136.53439434216,827391.5214946172,259557.17301702726,403761.0404686264,262004.50610418824,1036900.5432667064,203042.1920193515,2398779.942860144,166890.22919392568,1916027.245054617,630296.1330850627,9.882438313273742,300.3851125453621,42.882181405507794,49.89935545757669,37.356915025198965,23.380051170073546,23.514527636729593,37.69506041056236,54.63157367362367,85.16975831618304,97.8997675307393,67.55340139458134,37.64439527069914,37.64439527069914,78.03561003968711,12.954508453283571,23.128359948497593,57.35833345935781,30.339015790013942,10.712566443339682,12.786470515822245,16.581046338819384,0.8703401565495485,0.7711308347885114,0.7304341767821101,1.0414523718164215,0.968903099002091,0.9130784363482743,0.748924680774205,0.6314832659963576,0.6055402566114146,804.514796464735,103.00123179851823,465.8216193639851,14677.694289998686,13462.110533815172,728.4882615519329,660.2973696928927,1373.435505794999,612.0636194243787,7.583695946893934
2042-10-01,469983.9632557624,847188.6933058474,266492.2399831127,417331.119208339,269185.08394046733,1050229.346952754,209032.1427139375,2401514.79469157,170573.7363686393,1915808.2995857727,644722.9916776211,10.148166124717271,296.0862104069178,43.40374400911849,50.378681814980986,37.76518973024669,21.34975452074697,23.04492221447072,37.89397099851823,55.6961538588056,87.62508224939948,99.22408707547565,70.13711272999166,38.13569003899411,38.13569003899411,79.90536842307823,13.213079316589377,23.213512053570767,57.56951076442234,31.240171431686935,10.865741728766915,13.090548688762215,17.01653771530297,0.6802388195172036,0.6332100952891898,0.6002392219624262,0.8613458006184515,0.8492676677334672,0.79989968123233,0.5688568182640371,0.4964254708681569,0.48327384242522636,817.3397202921717,105.59209003155617,482.3755784115959,14613.970457381301,13407.197995580715,716.8168715531018,662.8063971273518,1365.2909945646086,603.9340238806805,7.540246666788743
2043-10-01,490627.51629044244,866082.329593885,280678.0681944251,440697.3573581688,279095.1210638915,1064118.885995785,215727.25972577388,2389485.957028063,177511.14953363498,1903769.082071828,654772.9850599831,10.115249768075309,293.81698472009055,43.458693404515955,50.701921633982316,37.61377369389802,21.485070599984915,22.967527615250276,37.94446327615308,55.727651748489244,88.09141398383663,99.4260187104391,70.34100704562464,37.87729470411105,37.87729470411105,79.91095116303174,13.21120808108252,23.144797315425173,57.39909822168814,31.147358571928635,10.702793565077084,13.189997847844547,17.225255088780568,0.708647995725826,0.664185458411687,0.6301919563528395,0.8732657093104196,0.8636499300988255,0.8119543813621415,0.6226773730317419,0.5490111348996136,0.5378333473391075,816.9606029463959,108.92525555015263,481.94693707707654,14606.356036258187,13401.879235317805,716.1289245046837,633.2577673013818,1362.9474030331028,602.8967523898732,7.515646703261971
2044-10-01,487311.6069446053,856740.7554666222,278180.9195191612,441097.51111136813,276993.68323262717,1054879.091091803,214254.78423282428,2388571.607376641,175889.97219341234,1904209.8401710684,646658.4671328355,10.2598190822056,294.27972136219466,43.948932723403175,51.35799968860939,37.96601411397715,21.3780984449784,22.997138928011886,37.26908175460431,54.68117252809165,87.94600292642102,94.79217317916911,70.44968388421235,37.25932146145406,37.25932146145406,79.72130285489179,13.366245755703346,23.230366387089543,57.611309533652985,30.92935263812383,10.672565354448707,13.050408022264977,17.07415249828071,0.6907419455301954,0.650502728441571,0.6109784928139755,0.8501862106979712,0.8423245364704836,0.7878126493573517,0.6115625299435149,0.5464591853691788,0.5277813371796786,817.1222500933636,108.9106554460001,482.4464161278191,14569.96996990213,13373.294527215141,711.8314198605725,644.1160400474637,1355.164374621511,605.7800887764814,7.520898732965178
2045-10-01,531686.6977253528,927080.1362624784,305125.32796502294,474477.3333148477,301461.06057340547,1118687.4489681753,234657.18395600308,2447905.5269763893,191194.64300735915,1952537.8942275979,690946.1575748386,8.244310992468817,302.77421628158964,41.68972192864586,51.72743513079971,36.64074599035919,19.866096728611115,20.06699457833765,37.02920363236201,55.855412036034636,92.75751534044974,109.24921114748011,76.75250349823338,38.27934138578649,38.27934138578649,89.34794895306321,12.788843599535065,22.2405298182192,55.15651519431166,33.54903940291189,11.143341442735016,13.835599803640232,18.41374754660495,0.6318147280871259,0.6089661095792619,0.5779485580469564,0.8020349697088536,0.8091194653927856,0.7670018303896685,0.5522534359467336,0.5050560767741874,0.4926148214170341,815.6964769708205,106.96018704142213,484.2936916997809,14995.823901685817,13723.591405009605,744.0011119712466,649.9088101616757,1418.5880829127725,613.8579560155962,7.796751422461122
2046-10-01,522655.59323628084,906441.2390241292,302447.9921730685,473302.72367329925,296086.2358674151,1100407.8037249143,230409.30054196354,2425010.1111227274,188315.6598661749,1932797.1194808283,677725.0628910257,8.079739879758167,299.8070712978755,41.75016403528389,49.98996736407722,36.131996297644584,19.914359560748192,20.10112061170618,34.382658263725894,53.54886614448864,90.56527529578415,107.8204443162606,73.79630575962591,38.24960458679713,38.24960458679713,86.59537327027435,12.777661629046746,22.097046387461205,54.80067629317808,32.81524682884721,11.11137240112788,13.739569758679968,18.11584535467522,0.628962556189396,0.6060889341830163,0.5751706852141717,0.7922775667598474,0.7981205533530632,0.7540968891110355,0.5537687890953079,0.5048548800630231,0.4919922024696405,809.5983159812839,105.8615272851628,478.80613827125416,14623.27951459459,13374.702949753346,742.6796566240884,655.9825862422747,1418.4757658314008,613.8579560155962,7.682379754583405
2047-10-01,520749.2161956751,899052.899971923,301793.12216691463,473036.8883230848,294366.71798897424,1085138.945000716,228840.1812058834,2357019.7074544076,186929.89544197402,1879167.387753401,671518.4521825683,8.049905536175062,289.04615881148607,41.915081862021914,51.385794720362505,36.867577061963765,19.980660124533788,20.522642301835,35.420678142197396,55.11300599286033,90.71639199114401,107.04596048406168,75.21072749701335,38.938065553762286,38.938065553762286,87.18554685386185,12.708370923264537,22.52460670190699,55.86102585643278,33.38589809229866,10.748976587737715,13.5773882540475,18.0390152201304,0.6354700171497119,0.6157475613039344,0.5908840605683373,0.799973373161484,0.8143941487329446,0.7755418545424323,0.5579791736290313,0.5071784658027706,0.49936154180761927,769.2183263864656,107.23838847460488,471.726312908128,14358.137697366328,13145.329052081865,738.9515174889603,672.3440220989519,1385.6424602510936,664.3017554352941,7.609605238205933
2048-10-01,548590.2971592399,940695.4337356171,315534.1140838588,499192.4846127772,308342.7891976889,1106739.871633235,239509.5913155032,2371885.8003345686,196468.45083980635,1891525.512155567,688296.4351984633,7.902008121493302,288.65020701106886,41.276144018282466,50.51705181605691,36.1421659035541,19.80968635657467,20.076526097982196,34.85054988195878,54.545514594542816,90.78210892927225,109.529757248473,75.14627805509906,38.5584692312588,38.5584692312588,87.08917186692965,12.421621379438639,22.069412326032303,54.732143786985866,33.47545102272776,10.96089180142536,13.882675766829827,18.788492849372833,0.6762880967935992,0.6455138688823542,0.6162159851724871,0.8303908701655413,0.8360293494163201,0.7910481185077418,0.607147263196854,0.5444239159849551,0.5355922086672229,766.949578269954,108.89180295458932,470.5818654550708,14973.088387673208,13802.359776142886,745.4932627602252,639.80326100284,1376.973293192006,657.4107338260525,7.718062647918858
2049-10-01,547759.0436929122,939639.9903771888,314355.9907786287,497233.0776205982,308414.3803977339,1112967.933490297,239357.69376515644,2407350.337788147,195947.7980999387,1921669.4648080622,689796.4555363148,7.793370865595835,290.97020993347184,41.50066252514011,50.642409344222884,36.22450384554319,19.88738554382162,20.061285501605177,34.988896062620945,54.647117594448346,93.66708493129805,109.93035519611634,76.27049495394958,38.540872212723485,38.540872212723485,88.13918051934388,12.450252954701169,22.150944467631124,54.93434349531594,33.47375529488939,11.09214276999591,13.903958194481309,18.74087092565985,0.6991844429510684,0.6652011815638644,0.6385140638682559,0.8775761568838789,0.8786789898586292,0.839289500028873,0.6111836219063977,0.5445982867946577,0.5372673387265415,765.2967456230432,109.04578392883734,471.43360681375344,15075.114946567557,13861.522882630612,768.4131406163442,646.2560661898564,1436.5623374651161,660.7437705991563,7.919451305387798
2050-10-01,573306.1189131993,994527.4094596675,326938.2453279831,509986.12757105246,323270.9804836392,1166975.867439096,251757.50297640843,2524625.273297912,203600.27960748549,2018814.4305805927,734175.3893192622,7.1453393643811385,316.49331604235874,40.365111891709894,52.798708639394455,36.79008203298788,20.013031445463145,20.127153086411052,36.23618181491179,57.67197965514468,100.07451860330669,117.09221046985034,80.68330358245089,39.357060375019074,39.357060375019074,94.14317112737018,12.276469426210708,22.580008588477117,55.998422378938656,35.50470480198593,11.727034478943585,14.799932266516299,19.95950639703705,0.6640024568202731,0.6622886405044149,0.6441134195609723,0.8733439068221869,0.9245336925822418,0.893460922839274,0.5705289778306907,0.5152667955746624,0.5126334921097581,824.689410681314,122.50559670334916,520.9434819354724,15601.414194111718,14243.397295596073,836.1935032602479,599.6246487852849,1597.5702440220678,796.1344590768281,9.089464367486178
2051-10-01,574799.5205204855,994134.6075114681,328229.2127265959,513881.93700871215,323475.28084264044,1161310.0854773568,251636.57298899154,2516908.561478364,203602.96555267466,2013287.5110857873,733271.9992677462,6.215499662615229,319.3080501554981,37.02032786276377,50.053372667282915,33.37755490222502,14.57852677800623,18.632662890152417,33.81092544947173,53.907070623878724,99.79137307429363,114.627749621791,80.7133593004312,36.17184747114384,36.17184747114384,94.1508323042518,11.389147214556212,20.144285040772996,49.95782738729875,34.48546307226578,11.655042876956161,14.690707235506327,19.865161347832238,0.666733747731222,0.6619019670281239,0.6410469411043436,0.8783884976805567,0.9247514612780392,0.892955786672115,0.5653825598159541,0.5129615309111416,0.5048178736702917,781.4934030657676,118.3137531224545,515.5446090185732,15558.14545035142,14193.419329471937,837.5951183664287,608.1774157808534,1598.1327926984823,791.9538984749363,9.082004606938845
2052-10-01,635766.5646058671,1018500.492603832,373450.864311613,608555.7244738395,348717.3268321481,1123397.6152605403,264992.93360143685,2128244.065273907,218458.2510656352,1685345.2213428884,729924.7178629024,5.860949974337261,254.07647481096495,34.892834434715226,49.845816415463226,32.28131798213005,14.640418559828133,18.592510214387634,36.14375037410534,54.48212066438011,99.60297021654192,117.75774796873398,79.79986704896994,37.752549402736086,37.752549402736086,93.71572222782139,10.000120614059348,20.089320013922677,49.82151413908679,35.01824471098521,10.193640188338748,14.142482349504341,20.05766320035009,0.6357099284355784,0.6233304423306499,0.6126745390374518,0.8357576578510981,0.8777345747827434,0.8581289185870594,0.5519417185369826,0.49429440538230535,0.49047197039874874,789.7359371046898,119.7118402783586,525.6120819697816,14033.7128964778,12650.47770556326,867.0021137649409,612.5699380838531,1600.0510456058776,791.9538984749363,8.971522539279658
2053-10-01,634475.2046596573,1018898.9819763062,370766.8287403441,604590.2016065654,348237.41492865846,1127795.6723533082,264739.02466481907,2137685.0298870187,218109.8248795154,1692201.6060969138,731918.2133329296,4.849536345254233,241.37547103502393,21.517504329350608,45.108898110203405,26.326428481861363,9.085687379302316,15.14404751426503,31.93690576837526,47.7107551108923,96.43347275548389,112.3614252607833,76.15540872089649,34.93727560775673,34.93727560775673,91.5956958072463,8.127053205403655,16.334771555299103,40.51023362802611,32.47813615951724,10.27295543262654,14.21274828606844,20.08058491838376,0.6122308531472133,0.5956003931262271,0.5858266567870066,0.8264097185744694,0.868801856899334,0.8535385165267808,0.5112054218564922,0.45184475433958643,0.4496104332120219,795.9225412345993,115.19900415043341,534.2275015747858,14043.474791981962,12657.930129479864,831.838274900341,623.5691778419794,1579.8206210584676,777.4983684170821,8.913027372600425
2054-10-01,584528.746223565,915113.8200847679,342936.2916313858,567516.8037985691,316993.96515243774,1003625.8776170326,238036.612118326,1863834.47771188,196000.29459907676,1486012.9271131195,656921.8569704245,4.96954343205485,222.95347776280298,22.062424018744228,41.5154880668301,25.258183383074677,9.216716201134622,14.109214206314286,32.471749355075104,46.30884318853831,78.52338066891313,105.6880830503537,63.03741307235553,30.816955700439557,30.816955700439557,75.89707397140431,8.02054294749049,16.2050095948445,40.18842409803073,28.424530174918594,9.441181283113995,12.6974538508299,17.913757883577894,0.5794094461795489,0.5527392287387752,0.5371934605887977,0.7774515565793833,0.806813578380999,0.7857643852747375,0.4989734654955979,0.43557838596221427,0.4312768103621417,763.0713744721401,109.52373616678204,507.53169750885394,12232.92621825277,10921.234131023557,789.4092719279616,675.7701061732248,1503.256840624231,782.6287682229569,8.680496741061317
