datetime,TLG_fnf,FOL_fnf,MRC_fnf,MIL_fnf,NML_fnf,ORO_fnf,MKM_fnf,BND_fnf,NHG_fnf,SHA_fnf,YRS_fnf,MED_swe,SDF_swe,SLT_swe,BKL_swe,HMB_swe,FOR_swe,RTL_swe,GRZ_swe,GOL_swe,CSL_swe,HYS_swe,SCN_swe,RBB_swe,RBP_swe,CAP_swe,BND_swe,ORO_swe,YRS_swe,FOL_swe,SHA_pr,ORO_pr,FOL_pr,SHA_tas,ORO_tas,FOL_tas,SHA_tasmax,ORO_tasmax,FOL_tasmax,SHA_tasmin,ORO_tasmin,FOL_tasmin,SHA_storage,FOL_storage,ORO_storage,DEL_in,DEL_out,Total_DEL_SODD,Total_SODD_from_RES,Total_pumped_from_DEL,Total_Shortage,DEL_X2
2024-10-01,591464.7061301324,1018851.1544988606,337927.83498824784,538347.6519830663,332096.6162048458,1224521.4847293885,254087.50805482958,2346358.4544674284,211401.98886929092,1876704.6460928938,746843.578001387,21.415154306883153,324.5484672315624,70.96421565635914,79.2324853668636,62.37926788768934,31.207803615648334,44.42977801300015,66.90768695245896,92.4850954612989,155.41007411280677,182.98447799883948,127.54001903613828,70.73828949403836,70.73828949403836,133.09860238954047,21.70341109433766,39.819870763762495,98.7532804561869,54.76995518881915,10.254501994406798,13.88063616445569,18.80279394705221,0.702200189484729,0.6373602172356203,0.6133225004413677,0.8544773916485687,0.7752528926189506,0.7291406344435566,0.6052854964868062,0.5621003170525503,0.5542701306190491,568.0106392846424,77.16901715518819,471.62020348346664,15631.4861022825,14565.997196154953,823.0753339820099,573.692763829418,1260.9444370447552,411.11928187874196,7.161247683462233
2025-10-01,592720.9855292813,1015678.6788779882,338297.80896225106,540934.7065916295,332613.16689681844,1216404.6451052693,253925.43747610875,2312786.991593147,211384.02078113856,1849349.64200959,742226.6937031717,21.322250050191347,319.671567641,70.92414432975485,79.22150524511484,62.46376682602606,31.325996370325896,44.61490931353561,66.42522120206787,92.56888450316887,154.69307317490626,183.12776541136773,127.31468921849309,70.8430151179913,70.8430151179913,133.0337983848334,21.605654626510983,39.87383710638932,98.88711700396972,54.839284039610256,10.217458290649951,13.911979059722796,18.842096065166306,0.7073755978474204,0.6453086274615187,0.6190818726418925,0.8675675263172666,0.7980677294899621,0.7496379712217738,0.6023576630088413,0.5554879286523287,0.5472431717349151,548.8997960797127,76.00187040311283,465.2159076933898,15465.24540458502,14447.130902122906,777.4395422122514,591.3985041852144,1211.4473918948145,381.54733502077653,6.97249641812491
2026-10-01,581753.5175017487,996785.155288237,330403.9580010868,527181.9484622866,325431.40605271066,1196031.634833443,247443.2079845414,2270942.4124542,206076.8691977022,1818419.072912562,729011.8175833747,19.333202481611693,314.96688647032,64.75563311879053,73.85632348118452,56.970513193045406,30.230092317347157,38.8084415852234,62.75099565775932,88.05662262413172,154.83326827036146,175.9452021325294,127.01222314755259,64.34554031710107,64.34554031710107,131.84630036480354,20.589569076399812,36.335547403190276,90.11215834074369,52.83393368618544,10.072065361677922,13.632837141427906,18.459710328297092,0.649100650904049,0.5853103455557506,0.559513015626185,0.7902594363118411,0.7180511149456058,0.6692962329674685,0.5666491117151556,0.5200842283424679,0.5123461151856255,550.2809609353759,76.07588578196997,479.11746764676394,15637.533914474743,14611.668689940649,748.8688512240692,614.4120943289851,1216.4505285398086,381.54733502077653,7.0084300263353265
2027-10-01,589609.1367932606,1003154.7570017983,336174.31299267313,538156.1482492241,328789.3902336413,1199408.990468752,249631.69828447996,2273915.870731769,208071.7548781231,1819807.8107452947,732454.2129648911,19.4576646962926,313.50625102575725,63.0636541514573,73.22657133816861,56.16843594927336,26.334403654848394,38.589095052635045,62.74814344808276,88.16470914455292,155.60706197367355,175.9179163308867,127.53121552123618,64.28945630892058,64.28945630892058,132.10572999568222,20.367751721674157,35.91514312512412,89.06955567592973,52.816505440456304,10.211336243163501,13.778124149251076,18.70445280530068,0.657807704027721,0.5920106325509795,0.5643384619965189,0.79245275262865,0.7187342954527844,0.6687935976350083,0.5873146978326316,0.5402124893781486,0.5296321658059427,534.0678462271376,75.1963432528062,466.97208157569696,15682.857858571706,14645.718666439254,748.9792541235273,617.7996871069789,1218.776514552818,381.54733502077653,7.043618733207003
2028-10-01,605308.29045849,1027588.5308924237,344980.84753777314,552506.8819505716,336882.1789001737,1216948.0836436688,255967.735430247,2282721.856025237,213146.34677849335,1825712.770979313,746687.3538468122,19.395662012592076,314.55894339739154,62.775031124496316,73.15191367635781,56.603915718077445,26.330414715352884,38.84467457676869,63.09483447924374,88.1779165065359,155.84807238150864,177.09372433308175,127.27081005239104,64.32043965879966,64.32043965879966,131.94192776251222,20.318549393994743,36.05734396653811,89.42221373793689,52.83225913352006,10.255312711200567,14.0094476452829,19.18721999545522,0.6480680799126156,0.5867257365491146,0.5596125508895777,0.7884673660558494,0.7173777709033008,0.6686232211320162,0.5716180398597757,0.5310318103483419,0.5228972684999444,532.0751297291629,74.00002221531687,465.12809296686004,15874.526567519497,14830.06874478692,748.2613135745286,624.0970962242416,1219.5016953822542,381.54733502077653,7.0908494792615855
2029-10-01,608405.1139969684,1027875.9137051478,347391.6276194802,556830.8501843237,337992.2828337486,1215915.0608314783,256536.00148026156,2281538.846620705,213716.40421509897,1824383.1881380775,745378.175619388,19.8732165657478,314.51906543457915,62.371444894377966,72.78899603761053,56.28532761673073,24.75176621107977,38.66045746897248,63.14586979290283,88.05223936101042,155.77382616615594,177.8171442896875,127.19074025492695,65.71282516596696,65.71282516596696,131.74847588289992,20.2761955897235,35.852606895307225,88.9144657615622,53.10762395675974,10.262375148419071,13.99126305821292,19.176545781098618,0.6385316300566821,0.5740678744684101,0.5464878164184436,0.7756424525212898,0.7004422851343477,0.6539756900463221,0.566173314957281,0.5240076080582627,0.5129384600592158,532.8076085336198,73.80168479733337,462.69335633375545,15848.909826972174,14811.425771266944,750.9070959382829,619.4077677728333,1214.4349967090895,381.54733502077653,7.069507037810285
2030-10-01,614353.1075728602,1037453.4148273164,350428.55075690016,561906.5233791671,341026.4599093069,1230013.932323522,258671.53346481186,2308580.6215473055,215410.47696509905,1845155.1781885922,753604.3534665311,19.97986897805714,318.08075879187834,62.61339482327115,73.0942913563622,56.66367510272343,24.688663190923037,38.89546756264825,63.49672344059272,88.64599971681153,157.00089680883747,178.55013142697163,128.4837386585929,65.95107613565627,65.95107613565627,133.39479584871165,20.4368484707198,36.108313383571755,89.54861782797197,53.50413705046073,10.409511202504413,14.156263705655384,19.32519388825511,0.632165222213703,0.5652158341350103,0.5376645829803494,0.7684739029522666,0.695550140166725,0.6513885579919144,0.5626224643053676,0.5173921129609627,0.5046270504446356,535.6256205852364,73.94473421184723,470.00056719809896,16028.144377942484,14976.092174817068,752.6455913766677,619.776936785612,1225.3709402440695,386.78479740104774,7.173361275857724
2031-10-01,625687.3007158057,1061512.9643960947,355742.0668314151,569381.7979970606,347830.7474669197,1254268.6427571047,264679.0207762696,2350923.1147046266,219392.95179713462,1879178.1670758058,772642.8463487086,17.8151219460552,325.13855362176884,60.873087723861744,74.14388918242555,56.122579338393955,21.21444320856903,36.803782621829555,63.76796957682422,89.67980443105044,161.831736481909,182.89437769298198,132.0484843603529,65.65059837832042,65.65059837832042,137.41742701845115,19.831660241280197,35.2005115169422,87.29726938083927,54.57511296902847,10.612900444026646,14.454510969528261,19.74451907653616,0.6121718181844783,0.5582104314597988,0.5388348441191445,0.7679884898841647,0.707231663502204,0.6721248292959485,0.5206154118955739,0.48650665683661154,0.4777515582161216,568.8624354311311,79.50699796223937,503.7233362569921,16228.849314858984,15119.93862114419,781.236229724338,628.3078230382637,1280.19745677883,409.52278260213666,7.572452326723407
2032-10-01,619929.176744849,1048355.55517631,353000.22985548864,566700.6468442515,344060.2115283546,1241293.7391106843,261272.8584065748,2324557.6608608305,216448.00876980228,1857600.0975483612,764046.5458304303,17.7190972373118,320.5639454267732,60.54988564089025,73.35626466612082,55.423474013997364,21.17240568088441,36.37579807171382,63.018022755538354,88.7078504217194,160.66821894137016,180.95492064731644,131.19573175195944,64.7174112404207,64.7174112404207,136.34857835964146,19.617796064844722,34.772751844002016,86.23642535679612,53.902225361882934,10.550949624878179,14.3762627471319,19.593632912816386,0.6024474300028683,0.5603781741454169,0.5408884479524577,0.7523455383385287,0.707343109965114,0.6723975295778085,0.517037806242263,0.4902943356884066,0.4813712671303591,572.8716239142469,81.31593147077109,497.2282659791525,16030.11376935465,14939.563238418588,774.4262580293527,611.4002621319495,1263.9308155490319,409.52278260213666,7.447294409830085
2033-10-01,629440.8583871039,1068332.8392180083,359234.4477748114,576839.149095687,349709.39085731184,1275427.6867563971,265060.74341649463,2404801.1740265423,219172.26869200057,1920127.9877362696,784159.1245375759,18.713861168790803,325.2202750032237,61.62507851075025,75.851844918775,56.19262452145526,21.2192211218411,36.81541896891876,64.15605954621672,90.05339883831503,162.76277706386674,180.12484425289801,135.8730736186563,65.3884153116964,65.3884153116964,138.89028174038984,19.948340017090672,35.297581362263685,87.538002807147,54.4678010566147,11.050883315681704,14.969277567167248,20.19043062135091,0.5985407394379435,0.5650370961433067,0.5478168870906586,0.7596460010343762,0.7252747608455743,0.6943518902970832,0.5063757244466236,0.48516745439058645,0.47593877147962743,579.3357942769362,81.80872243058319,503.96369938594927,16193.023193130328,15084.6388775899,784.1974996265154,608.7582956990261,1279.281663616912,410.36109906915834,7.574224746900651
