datetime,TLG_fnf,FOL_fnf,MRC_fnf,MIL_fnf,NML_fnf,ORO_fnf,MKM_fnf,BND_fnf,NHG_fnf,SHA_fnf,YRS_fnf,MED_swe,SDF_swe,SLT_swe,BKL_swe,HMB_swe,FOR_swe,RTL_swe,GRZ_swe,GOL_swe,CSL_swe,HYS_swe,SCN_swe,RBB_swe,RBP_swe,CAP_swe,BND_swe,ORO_swe,YRS_swe,FOL_swe,SHA_pr,ORO_pr,FOL_pr,SHA_tas,ORO_tas,FOL_tas,SHA_tasmax,ORO_tasmax,FOL_tasmax,SHA_tasmin,ORO_tasmin,FOL_tasmin,SHA_storage,FOL_storage,ORO_storage,DEL_in,DEL_out,Total_DEL_SODD,Total_SODD_from_RES,Total_pumped_from_DEL,Total_Shortage,DEL_X2
2005-10-01,550610.7592540145,863784.7022979296,323400.5221897654,512062.10295188986,301927.1922599369,949525.8028538586,224156.95907781608,1591857.1503470324,187885.49762718574,1260691.5523654115,608269.614485719,20.64154769125199,244.32322176214743,68.78835973271933,95.53713756913953,71.94056524932964,39.48029883234928,53.38725902613088,75.66243446111264,110.03302244193698,139.5169611620823,209.93780673002087,133.7701096419671,85.84845806415886,85.84845806415886,135.14252923430854,21.850905878461383,49.182645055325196,121.97295946940856,65.25566248795802,7.152542779770129,10.62365510321442,15.882413163282342,0.6150734056341918,0.618778536300226,0.6161877769938425,0.796079099269598,0.7918467593033396,0.7472005208250411,0.49503173994495453,0.513233881282547,0.537827320067541,458.5656681855101,48.76235372146347,408.3148976544874,11258.75319070116,10465.640234743054,968.6195201684881,723.0395831333855,909.9489387472004,111.13075142516942,4.971687216554537
2006-10-01,527783.7588528638,833340.3509912866,308051.8271797519,486403.02673432004,290534.90035870584,932069.7004375171,216028.52935229742,1596115.9611800788,180618.8020061292,1265588.725999936,589170.0900573716,20.67217974957309,244.7274202252866,68.44387985636416,91.52865028400252,69.69276442395673,38.765710662015124,52.151950497873734,73.49457090821426,105.0407903615147,131.71632308581542,205.38315796634245,125.22820813119327,83.41472903471737,83.41472903471737,129.39406315358477,21.765610567173205,47.68801535758833,118.26627759790888,62.99907828636291,7.277570142454718,10.585197493274567,15.526985549311036,0.6197657844899552,0.6189645452228998,0.6163299857598327,0.7963961462269867,0.7891764431154861,0.7456118229262234,0.5082337330004689,0.5213586099130305,0.5432385527899323,455.475905505896,48.273629599558554,399.1042596539658,11167.435796395788,10401.676890487186,938.2824327017498,717.5740431638638,886.1173652324188,111.13075142516942,4.909729526878764
2007-10-01,517341.96852518065,817059.2143419705,302668.6969243683,478168.72734417004,284942.23647365544,910785.7403148988,211945.42421932114,1562558.1521065556,177528.91592517064,1239859.906230631,575704.2628853974,20.681268672200996,242.52978996212298,68.97833908299768,91.14680433061807,69.52773971784427,38.83276506275812,52.09485594864432,73.06283692727821,104.52831543727181,130.8223549962107,205.21304373180993,124.6927641112939,83.25216505550416,83.25216505550416,128.62948289954338,21.889193316729152,47.60971617442013,118.07209561166512,62.788972566139286,7.147621684462006,10.337192178307522,15.249006537743295,0.6248440683189624,0.6326436155322164,0.6304651044446523,0.8062779806132778,0.8055412787100185,0.7612781201618917,0.5057408784472016,0.5236154408095576,0.5489725519171572,460.7574245735024,43.71907116175831,400.80062482584674,11002.362662101023,10259.439176938495,913.6612372652614,728.2493822418181,863.5488126973033,137.98812743050007,4.73628133096803
2008-10-01,515721.9658127153,814661.6820842014,301564.77203126106,475475.98340984335,284219.4379192715,910673.6596486956,211238.60764716347,1560928.0041470553,176788.40581303768,1238501.1606421382,575410.8445689918,20.595063155959117,242.37910068917571,68.80575317531844,90.07824940957472,69.29492554260352,39.73986414024932,51.97780296850324,72.2733102003925,103.95636405769616,130.47022479200206,203.0736281980199,124.6686006261855,82.58023222821787,82.58023222821787,128.5578911819273,21.7568982156977,47.52248043317289,117.85575115817458,62.59357281470939,7.158925432455951,10.366866582431332,15.225989943699302,0.6307567150829623,0.6432083429261715,0.6393596367755544,0.8155380338353598,0.8180265866511037,0.7694920251107783,0.5081271456535781,0.5311307367810265,0.5580785162860573,461.9985783111159,41.54552001794811,396.35116272025954,10907.005375158178,10177.729136312097,934.2470362019225,727.5843948720743,852.7361765850771,137.98812743050007,4.676303955429206
2009-10-01,516066.4406638659,818332.5232801673,301615.6389697295,475462.4832015632,284642.3737668613,910313.0818650885,211913.25892583182,1554954.8775030107,177508.40415899132,1232736.3409485787,576667.5157587094,20.558810008130923,242.23978194766735,68.74473929103328,89.57077718552641,69.61485866896953,39.72589404341502,51.977403824390514,73.11021541990354,104.51264413869414,132.20184331149957,203.31097275378235,125.58324011455572,82.41353626369579,82.41353626369579,128.90795572996407,21.720785133666453,47.582910021389985,118.00561658882293,62.77940058585135,7.086905126354341,10.344792413714847,15.259817747078126,0.6257353197538343,0.6455573241813185,0.6434778818444523,0.8137909527323468,0.8257912196059424,0.7789777604441599,0.49710905726080307,0.5257107613482064,0.5550986886744679,465.22512541224876,41.52178190645552,403.1260090339657,10893.942569031015,10160.10741774589,951.7826106288232,732.0112211999843,862.713228947637,137.98812743050007,4.705583316351492
2010-10-01,517980.59335466585,830178.6370539308,302133.2230483749,475413.9308276364,286808.3012329786,939482.5320480614,214271.67829433773,1655318.3652987329,179057.87454787857,1320405.8515717315,588603.9595740138,20.999791152701306,260.61265315694965,69.7374124598527,91.62589171796603,70.81311890707794,38.47362024809725,51.61643064765434,75.34247065160342,106.48213955894718,133.65558050212542,208.79538076256694,125.61156583992701,82.55834446420059,82.55834446420059,129.26335688090109,22.742784487098486,48.01650300037767,119.08092710062625,63.30553913528805,7.488856998935231,10.68267084443866,15.47427067612587,0.6048396071843891,0.6255457949512049,0.6277002808633023,0.795700817907143,0.8132713130297692,0.7709637956504056,0.4834102984113737,0.504570213248604,0.5330057971562095,468.2585777310664,41.39219423870685,407.00791449252483,11565.057064990366,10812.88272581055,952.897547898043,731.1551043517482,881.1476541275312,137.98812743050007,4.826142998793072
2011-10-01,524211.694191074,838108.3069115253,305940.2807027221,481882.9616273742,290205.0306581028,949195.3433402422,216514.299885647,1662254.1695654974,181171.75450265675,1325009.0037917155,594620.580787031,21.170582121522585,262.10510566316617,70.7256569286815,93.33313401821577,71.84521889146357,38.7079307958125,52.23900552910075,76.48231954655091,107.99459760547991,136.2851051996339,211.0933179132357,127.80565021545192,83.72868991738667,83.72868991738667,130.70355964698425,22.99703471681604,48.67146975945478,120.70524466885627,64.36698131806342,7.49965422455339,10.766035754583047,15.58210068891445,0.6144284032650559,0.6296663368298447,0.6338745010026268,0.7970887278841352,0.8083705473006151,0.7710784096015615,0.5000537508095312,0.5178916160592529,0.5453282509250196,465.67290834467843,41.915516632348236,406.1674489498793,11681.188128669228,10924.98360473866,951.913201271093,720.2174141856966,880.7521145303774,137.98812743050007,4.89560387273584
2012-10-01,523183.58412339503,836480.9118547086,305160.8605915853,481762.0894097774,289406.0217446843,948975.257012142,215889.21672716847,1661264.5050598157,180541.25687201982,1324222.5507118178,593964.7246590389,21.01061073268894,261.3261873240494,68.29479786233075,93.21902038633584,71.08270261597454,38.13073911174503,51.61172501693575,76.4624843571039,108.10516377705879,136.21145840424424,211.23691172743085,127.74345445111074,83.71614744055142,83.71614744055142,130.4889779971705,22.610013015883368,48.303502109836096,119.79268482671525,64.39154924915,7.499870308034252,10.772800885403512,15.559369717601491,0.6148740064130737,0.6323751177408179,0.6367106952336098,0.7978301707281154,0.8133373937585834,0.7767169640356035,0.5002024055730648,0.518586889943757,0.5459772324153169,464.9383752532268,41.97836155489227,402.7225914521961,11641.72727964297,10887.4258264659,949.0906531657288,722.5211855855167,882.4081055952739,137.98812743050007,4.897103355888733
2013-10-01,522849.3523501033,835411.6250825082,305518.2058458176,483205.0561509051,288903.0087959458,946946.6473618833,215321.51542219397,1642006.7532902262,180055.75274390375,1306200.320183822,594903.0212787528,21.180575624359307,262.4495540640006,69.43227672436697,95.37776944044745,72.23063391192383,38.383389854132965,52.3660694602264,77.64452094317666,109.69174330976018,138.85449909511803,214.30744819628882,130.24877880732106,84.53311800636395,84.53311800636395,132.63327517013437,22.918682405874478,49.03080382065556,121.59639305288204,65.16599623777886,7.295892615525979,10.714384188196998,15.523117472161637,0.632751464930252,0.6578832758961775,0.664053631443094,0.8176084298665278,0.8393838883961445,0.8025277869667494,0.5124788153268632,0.5411040941779586,0.5734247211381147,463.28885734326394,41.98550884813314,401.9557354436306,11624.438004074267,10866.4470836157,969.2636593959578,733.7840091259656,884.3763557483828,140.8644522256404,4.922261455575396
2014-10-01,568080.948127958,884366.2374466658,332656.81838094175,529120.951013446,310114.53776776034,1001968.1923368085,230097.97179503425,1708261.5332608859,192393.96247815312,1353025.2097042168,627125.0610418377,21.255213761748124,260.47474571463397,69.34780368413072,95.44175832757232,72.2164874730221,38.11604234906314,52.36548365443377,77.79088019577202,110.47296187610968,144.6969137170216,215.1347399727235,134.42098477765632,84.90293787945656,84.90293787945656,139.5121525592526,22.92178661959733,49.03701923668647,121.61180726846622,65.89894746403974,7.492523893374827,11.294603261005868,16.434008177786332,0.6530773574741748,0.6674333609209033,0.6692882500114363,0.8304894908208408,0.8401717133472367,0.7995110539626668,0.5419258162364469,0.5646834800774476,0.5910055995164508,461.78730595380586,41.84009646459794,403.5118553845019,12528.306481819647,11759.596265182896,970.7645544389609,734.0129585826699,901.7997827367357,140.8644522256404,5.040722271345178
