datetime,TLG_fnf,FOL_fnf,MRC_fnf,MIL_fnf,NML_fnf,ORO_fnf,MKM_fnf,BND_fnf,NHG_fnf,SHA_fnf,YRS_fnf,MED_swe,SDF_swe,SLT_swe,BKL_swe,HMB_swe,FOR_swe,RTL_swe,GRZ_swe,GOL_swe,CSL_swe,HYS_swe,SCN_swe,RBB_swe,RBP_swe,CAP_swe,BND_swe,ORO_swe,YRS_swe,FOL_swe,SHA_pr,ORO_pr,FOL_pr,SHA_tas,ORO_tas,FOL_tas,SHA_tasmax,ORO_tasmax,FOL_tasmax,SHA_tasmin,ORO_tasmin,FOL_tasmin,SHA_storage,FOL_storage,ORO_storage,DEL_in,DEL_out,Total_DEL_SODD,Total_SODD_from_RES,Total_pumped_from_DEL,Total_Shortage,DEL_X2
2062-10-01,884603.7950000005,1627126.0984999987,493378.2744999998,767490.4114999997,500544.37700000004,1796526.6530000016,390274.48849999974,3804378.110499999,294072.1519999999,3109527.587000004,1257048.372000001,8.535220369926915,599.2806156661038,41.110625149240825,64.88863116375084,39.02097887028357,4.949877741168162,24.428684140936156,45.17104288148931,76.8652104306235,156.50998233993178,160.4964916348708,101.66084480267253,31.576170247207322,31.576170247207322,137.97131496333367,18.01250883043667,25.307060462366895,62.76150932680753,45.817797718684815,32.603081503779755,38.4347173464203,51.502391079541965,15.899870773834365,17.18278083256022,17.698248890946658,22.63992106335566,24.457374211103932,24.936982833307848,9.159820465116244,9.908187473109916,10.45951492421376,2259.0637231042483,580.7341433237517,1871.6948386544536,22373.43027425809,18765.866353517384,5023.782345724632,3708.5582350371087,3607.5639207407003,483.06395699563575,76.02896536040076
2063-10-01,905622.3565000005,1640308.9319999986,506928.53949999984,793329.1194999998,510865.73449999996,1798406.1800000016,396728.7054999998,3824370.7804999985,299767.7594999999,3125195.340500004,1261803.5535000009,8.5322026104328,597.9627053187216,40.84059233233638,63.567644831124554,38.31351301468137,4.97241872477472,24.217290702551942,44.796993698829695,75.2863210712363,154.30429253014694,155.30861194194895,100.54592685003598,31.069338274252864,31.069338274252864,138.56742697958418,17.91936044331688,24.93688566904393,61.84347584433933,44.94656412447488,32.57419712917117,38.332206309338176,51.637690577749574,15.899278560046696,17.177734386972926,17.692968836028253,22.633844558308287,24.45157366373865,24.927062071162396,9.164712540757447,9.903895122095332,10.458875578608467,2283.329219301237,578.1037918437335,1867.604215235879,22529.464629409973,18916.450300042015,5022.122899908657,3736.976630568134,3613.014329367954,506.03194389940717,75.93346185569763
2064-10-01,910820.9105000005,1640215.1924999985,508572.55199999985,788793.6454999998,514002.7585,1784875.9140000013,398545.4219999998,3748698.532999999,300835.9404999999,3061138.604500004,1256925.427000001,8.151256049938912,583.9373768424559,35.64523764145802,59.82353112168785,35.10917036148522,4.578110517720773,22.630440069608426,42.336481400402484,72.1122144179444,152.93638284733743,146.98333677163578,98.70374993921754,28.564080695834186,28.564080695834186,136.12594573838413,16.951432312338085,23.084400978260156,57.24931405364832,43.325456367099626,32.277429079413594,38.23862411720122,51.56818863466119,15.874105271242485,17.144546717016407,17.66835924664749,22.618910311735554,24.42078872909382,24.906223718736936,9.12930021181634,9.868304710195082,10.430494757545983,2285.995227035611,577.4550446922544,1865.875791142494,22165.251481461022,18570.7358196214,5037.505110312519,3744.577570746014,3594.5156618396186,506.03194389940717,76.04773862627427
2065-10-01,932463.5875000001,1673467.5169999986,524391.7019999998,807265.7899999997,526331.291,1831657.8280000011,406929.8089999998,3884316.996999999,307425.95199999993,3173808.7640000046,1282167.820000001,9.00284236610865,608.4823574696072,37.70722531273041,63.34055027263082,37.024590865740976,4.94727079291674,23.553214032399364,44.32407728971769,75.1921417976931,156.3207375082077,155.12389695000056,101.11342392245179,30.241288920091563,30.241288920091563,138.3214840650656,18.181325617084912,24.204188404003766,60.026386903193995,45.07430006740288,33.18949519711509,38.985633030741816,52.42252391562257,15.777026504785056,17.054050825265733,17.577014724915948,22.473511683105507,24.290792835641557,24.776996323352655,9.080541307595572,9.817308821584572,10.377033114726974,2321.8839576691457,583.8055173269958,1878.1535632046648,22676.417936191683,19003.908820468216,5004.428421675185,3753.266558371921,3672.5091157234665,451.60655943229466,75.7216740529482
2066-10-01,920182.5840000001,1638584.6514999985,518340.81449999986,799897.0514999997,517590.998,1784902.452000001,400484.4119999998,3796337.636999999,302418.56999999995,3093149.5965000046,1254082.463500001,8.135686202585191,592.7479939739895,35.34725135911101,60.57865168617474,35.1286565956039,4.647884499934965,22.224452412139097,42.41280875104017,72.2711390266552,150.78772802612443,145.0782023398752,102.29219522329122,28.20803001429092,28.20803001429092,136.85152123071717,17.082749067564173,22.995060600714037,57.027749939630574,43.48265084568929,32.888799926729575,38.57402494775412,51.88229764667621,15.774719657171904,17.040337809245624,17.56375445189702,22.45866784681758,24.267609266843856,24.755005915043135,9.09077144393807,9.813066355919084,10.372502979019222,2344.845615895067,584.4598016214493,1876.2643989750154,21999.24348331791,18384.599944385664,5023.140882111444,3765.138338624053,3614.643538932244,486.3891252057294,75.8740810509882
2067-10-01,859632.53,1554998.0009999988,482832.4974999999,742417.9574999997,483566.9370000001,1725894.1210000012,375820.0414999997,3707514.4819999994,281542.5729999999,3028837.338500005,1202711.322000001,8.076716255438074,585.7627230190458,35.28199316311473,59.965663997278725,35.114849215203954,4.5468476128442505,22.201138207416616,42.30519809112818,71.9109969333324,151.00217597965607,142.29025004465058,101.0874193552037,27.855692582102343,27.855692582102343,134.89440093802233,17.011258884815852,22.908944513838765,56.814182045683665,42.71478647184568,32.45339088016942,37.80901667760514,50.30588820962324,15.831606269916065,17.095344640845013,17.611313195147194,22.546382325907665,24.355812818150607,24.833768210152463,9.116830184236909,9.834876464973377,10.388858170286579,2388.077396208283,580.0909580102978,1876.8015190197261,21520.011054811555,17935.121617291145,5035.785549652876,3738.237616237756,3584.889437520411,489.24250423126523,76.10357095175151
2068-10-01,823458.4975000002,1491147.1344999988,462515.6919999998,710167.6019999997,463476.96900000016,1650671.894500001,359707.63449999975,3537313.031999999,267544.5134999999,2891402.9280000054,1158692.4955000011,6.919572456191898,556.740151461084,33.87140676843893,57.14362579460104,32.37550268316614,4.415976389681952,20.076846388327535,38.84136118383285,68.67818047858871,136.87339365323209,138.27118320530178,90.44320425369384,26.546877470772234,26.546877470772234,123.12351876720143,15.759111075502087,21.073921019575955,52.26332391156459,40.08037202653112,31.7242025904269,37.03426973723536,49.281750337270374,15.885919966388883,17.152999438075696,17.664716618779856,22.618733013447407,24.422222407121158,24.896155879271582,9.15310689779889,9.883776464493263,10.433277350077013,2411.5137718044816,584.2313160681057,1866.4960640343081,20170.40139551169,16684.391061246355,5076.323908421067,3655.1249507194225,3486.0103342653324,490.10692092767596,76.66202270411883
2069-10-01,856628.4120000001,1550471.6789999988,482751.85349999985,741930.4354999997,480326.34050000005,1725839.2780000013,371876.8789999997,3612853.8674999997,277374.1709999999,2954617.976000005,1204568.952000001,8.492908061904684,570.6887670501942,34.55721496182861,62.290061428221215,35.17275466735741,3.9996448971664926,21.769872415557906,42.578691262976335,73.82145306739696,150.0475044889421,148.825708045108,100.06601090348978,29.497869290036373,29.497869290036373,133.76031493622116,16.58899490192866,22.7102348416797,56.321382232139584,43.563672898063786,32.04932255076885,37.814284657902995,50.30084948606266,15.87562681524867,17.14310217597276,17.654178950558236,22.607642599674513,24.403027889462972,24.874727114458018,9.14361100547447,9.883176464285963,10.433630774693478,2448.5422692966217,591.4111575945819,1910.1839215152147,21002.990225555495,17474.106723512552,5079.920906072162,3666.432294145263,3528.883502042942,490.10692092767596,76.44780195087482
2070-10-01,901416.6025,1609184.256499999,510829.1334999997,802261.4639999997,503850.03150000004,1753733.7015000011,389361.2409999998,3667261.587,293658.72349999996,2998420.540000005,1233078.276500001,8.78235190286276,573.7337752082901,36.043583478332565,64.9452339823941,36.34970262670862,4.420314744631524,22.671750481490193,44.592547395578364,77.14381468402803,156.30353290278,158.51236987495844,103.25739718782806,32.46560497394876,32.46560497394876,138.34347668926162,17.0589455512577,23.743710992556558,58.88440310537264,46.00054450604919,32.34989760548246,38.15204377176546,51.404185643049026,15.884340513533754,17.165704913747348,17.682621416457977,22.61097000042419,24.427311448981293,24.903784648525612,9.157711005831905,9.904098382943918,10.46145817150986,2462.0353937465907,596.3441235019063,1932.9057777207934,21738.007802947708,18161.76804835626,5069.75283976446,3665.7488509257937,3576.239754591445,490.10692092767596,76.26997574552009
2071-10-01,926886.5415,1660770.826499999,525268.6944999998,824594.0409999997,519338.154,1826554.6645000007,401072.1254999998,3880027.1994999996,302188.47049999994,3178160.6875000047,1271335.8635000011,9.25997211945488,613.0925800219688,37.09999058733321,67.01909734149102,38.83493761555178,4.314251901901834,24.573552424194347,47.507175817740944,79.93613847972185,163.3861231894987,165.3586771495111,109.47971010001422,33.44409132414376,33.44409132414376,144.22893702963577,18.209218766721897,25.219127950188348,62.543437214781385,47.763614555746,33.53363570148058,39.187517484653306,52.63955856875752,15.853778356044518,17.146544392944918,17.671768272240918,22.55540442518671,24.39357101084309,24.882481367744735,9.152152263643774,9.89951778216817,10.461055164843922,2510.9053738713264,602.8574360781271,1971.764189608096,22827.218907030907,19122.388004204207,4994.495636171882,3724.0474027490172,3704.830902826703,448.07981425569835,75.60939269686824
