datetime,TLG_fnf,FOL_fnf,MRC_fnf,MIL_fnf,NML_fnf,ORO_fnf,MKM_fnf,BND_fnf,NHG_fnf,SHA_fnf,YRS_fnf,MED_swe,SDF_swe,SLT_swe,BKL_swe,HMB_swe,FOR_swe,RTL_swe,GRZ_swe,GOL_swe,CSL_swe,HYS_swe,SCN_swe,RBB_swe,RBP_swe,CAP_swe,BND_swe,ORO_swe,YRS_swe,FOL_swe,SHA_pr,ORO_pr,FOL_pr,SHA_tas,ORO_tas,FOL_tas,SHA_tasmax,ORO_tasmax,FOL_tasmax,SHA_tasmin,ORO_tasmin,FOL_tasmin,SHA_storage,FOL_storage,ORO_storage,DEL_in,DEL_out,Total_DEL_SODD,Total_SODD_from_RES,Total_pumped_from_DEL,Total_Shortage,DEL_X2
2068-10-01,1083553.5313333326,1862737.6343333325,614948.3626666663,973347.8370000009,593871.7000000001,1997445.4096666658,454833.3806666668,3837030.660666667,346837.3636666668,3134001.3936666655,1409502.1866666665,4.842936158902939,529.238401869439,24.026186303286533,57.554602124491296,29.577265171905694,7.472685219857411,19.465611002392425,43.189776679409306,82.14637603335422,180.76214947702388,175.62395488975923,140.10943070988063,41.98872242906246,41.98872242906246,176.40644301089202,13.458732058057354,22.053766272890922,54.69334038189023,54.85462348728088,33.38269258222709,41.69912105637211,57.19949328814983,17.059421449909472,18.32230497003409,18.801697319726483,23.65564002049699,25.44051695064528,25.883768307094087,10.463202874015609,11.204093019428266,11.719626333938232,2330.9614749526463,566.92418773176,1998.355535501552,24862.62038928129,21259.20174506143,4976.064096646207,3446.0027930409096,3603.418644219874,490.76350653607443,75.57603086889253
2069-10-01,1116221.578666666,1903914.830666666,635709.0686666663,1009362.1960000008,610262.7433333335,2044231.1239999991,466489.5810000001,3932040.646333334,357577.10000000015,3209764.1736666653,1433915.6296666665,5.504396738111713,543.3833246171945,25.456163753221315,60.56354428644798,31.470232201438748,6.827374116388601,20.696297287132317,45.70911365927349,85.28033117305591,186.4799139974456,183.79152217102947,143.42064812404578,44.003773661896275,44.003773661896275,181.9621805499827,14.359305204507704,23.43974670395882,58.13057180341024,57.040270532108465,33.78626467830496,42.13260855004464,57.794036982753966,17.063219576208574,18.336825173607192,18.818335971701288,23.643366019362727,25.441498669019122,25.88840586355718,10.483073125597155,11.232151712167472,11.748266082777592,2312.3321083003534,562.3179712534577,1988.7371829497456,25599.453282132436,22015.854585618945,4987.686275933273,3450.4474343752822,3583.598696513503,490.76350653607443,75.5148196572612
2070-10-01,1065073.5043333329,1820775.5769999993,606751.9426666662,964420.5766666675,581039.5676666668,1952999.3529999994,444476.63933333347,3788121.959666667,339767.7310000001,3096487.404999999,1375630.4566666665,5.254707236571071,522.9953570872661,24.01623225293668,54.913110519599805,29.199511655900803,6.464331194303322,18.93304886395224,41.9512570979745,77.33490189536914,170.87182289570086,165.99044898730833,129.85082007910216,40.2587526766869,40.2587526766869,168.2421065291789,13.545658627732136,21.683873254567125,53.77600558255138,51.82432538980436,33.293083941200734,41.34870521955199,56.616888191734695,17.148321860410867,18.426562160714617,18.91013551570474,23.744116704068226,25.550365336004557,25.996258832617926,10.552527006359387,11.302759019170646,11.824012200524857,2270.2199698217833,557.9691370497128,1956.8740885132718,24466.072026920916,20976.991782269564,5055.616322782767,3424.399281399034,3489.0802446513626,503.737977034779,76.16840654586845
2071-10-01,1014336.4849999996,1745005.0453333328,572583.8143333328,910536.3683333342,554300.2603333335,1866340.806666666,425716.80100000015,3636567.864,323372.13966666686,2974874.825333332,1320536.6343333332,5.089337248279313,507.51985198079973,24.016598879593666,52.9744346832232,29.141328505145456,6.705865269267545,19.02272654020527,40.087169266762274,74.11492943272681,163.04685959904327,158.04644888370316,123.17468408949377,38.18622191310497,38.18622191310497,160.06078840975002,13.326880028676118,21.435075714709235,53.15898766867808,49.365929043084556,32.60081289749692,40.3456601178975,55.146778878619145,17.16860494627649,18.44842848605022,18.930995941550112,23.765219529268695,25.574397888587235,26.01952539759638,10.571990348693047,11.32245911808725,11.842466485624737,2242.458711793377,552.5073320427914,1935.3744343604696,23405.328039011958,19993.480939859386,5092.907808683157,3429.082254287906,3411.8470991525774,521.7165771189774,76.48721283270127
2072-10-01,913902.7676666663,1606328.2369999997,513053.16499999946,811686.7103333342,501097.65600000025,1725424.5156666662,387563.78333333344,3416891.4636666668,291839.70133333345,2799014.509999999,1227002.975,4.229218547095544,479.20892691777965,21.195640874376554,46.13647861395624,25.611617960672497,5.471003166385213,16.229462625228237,32.98883126828498,62.810302926252355,145.1876282726483,133.29985684383718,108.13449317747609,30.494153341189534,30.494153341189534,142.55334359474577,11.823986261655882,18.042467063402704,44.7453182115963,42.00218277585195,31.486670665239878,38.551137869054216,52.34218538743781,17.267860653801716,18.55653442329817,19.04192242491343,23.896557428450638,25.7141147837473,26.160228595232393,10.639163863282883,11.39895409417409,11.923616257494533,2155.6355734418935,541.0437127625254,1880.4387639059057,21718.544352607372,18462.4624554194,5239.167008422321,3472.614419984599,3256.0818971879794,583.316524904642,77.34818057394257
2073-10-01,860915.7056666664,1529023.5896666662,478415.56833333283,749176.1873333341,474127.96100000024,1624290.261666666,368313.4046666668,3184065.8159999996,274974.3190000001,2613740.524999999,1168082.871,3.8201169869234093,458.88493833227443,20.961067773805393,44.640149003552516,24.586976885901347,5.619014100800921,15.85875535638162,31.639520047822124,59.862762704349954,137.92618615345847,125.35017184072106,102.82183592656769,28.560932419538123,28.560932419538123,134.9278960989269,11.337632834609773,17.551732177628608,43.528295785739296,39.732081324718656,30.644115015422752,37.46455313823482,50.94290704882109,17.315188171781156,18.61505497186623,19.105355071270072,23.96269367336367,25.790777237322388,26.24047474241259,10.667682652877248,11.439332740116278,11.970235405862521,2093.6416486384046,532.121867518725,1844.6210302612587,20189.218760624564,17044.557011943733,5292.3757411025845,3440.055923857538,3144.661748680842,598.9285981713957,77.81818884120754
2074-10-01,864141.2479999997,1532755.752333333,479117.2789999995,743369.6116666675,476521.5433333336,1635933.0149999994,368949.91500000015,3196042.4439999997,276370.5463333334,2619400.3729999987,1172850.4233333333,3.0080402692973953,451.289493178006,18.756106133025018,40.0748019234089,22.185552223204635,4.624778485391283,14.654753549086053,28.688049723748914,54.56313173981821,132.27158888028072,115.87175545890254,98.86998109909834,26.60885753342948,26.60885753342948,129.85839284671457,10.544619944612922,15.961748348608245,39.585135944554544,37.42679490913601,30.52646408186252,37.49753280279142,50.877303259008514,17.368068079876913,18.680729402177768,19.173779270953553,24.032027922381115,25.870044816100588,26.32605282324745,10.704108223186173,11.491414018422985,12.02150572514512,2066.5828381014658,522.2595910653685,1826.6956016825914,20437.927484437252,17339.477600496182,5314.451021046452,3458.4774837845252,3098.4498839410853,633.946302862549,77.95525198192072
2075-10-01,877704.273333333,1552876.5069999998,486595.7913333329,758332.2520000008,484930.9673333336,1660803.6579999994,374768.48200000013,3280510.212333333,280261.3523333334,2688759.610999999,1187681.3343333334,3.084686455745776,454.97978750862075,18.087236398926212,38.73758099706235,21.034351017650014,4.479120655230119,13.784583618649874,27.069507366723037,51.97990059547058,130.01988573660063,112.59599403515885,96.7788804562215,25.270906438280463,25.270906438280463,128.57136817021149,10.361751453342546,15.206373062917859,37.711805259066054,36.41903697228525,30.93181099411423,37.870146896506775,51.35549880277701,17.422164657659195,18.73560033289546,19.226610863272665,24.080586180419992,25.921605123633867,26.37685939462361,10.763743121568552,11.549595571533182,12.076362337919841,2063.927847573881,522.5560337941846,1819.5808859256895,20717.596732547718,17595.834134835455,5315.193426594055,3464.5370225734014,3121.762597712275,616.693127880236,77.8460685264648
2076-10-01,864580.2079999995,1520371.5379999995,481504.6396666662,754375.9033333341,476635.5700000003,1614080.360999999,368233.9716666668,3173102.184,275781.88733333343,2602433.7703333325,1159276.2966666666,2.9008882823628293,438.6648939497802,18.14651402180643,36.90953078428934,20.380194856380918,4.33096358111616,13.497442066803636,26.096267175306384,50.18919100320877,123.51635066814093,108.94879782288673,92.35064761601903,24.826962167179754,24.826962167179754,123.38725843428712,9.928032757374732,14.70756198807689,36.47475376123758,35.20870997770939,30.53820411996042,37.321413194640975,50.64082864608476,17.487002102217186,18.806320425155047,19.294730496416015,24.159373392116844,26.003981376291616,26.45539090404915,10.814630792318052,11.608659497696271,12.134070101382928,2041.1771524715382,523.7704503963314,1795.1655985141372,19993.696175815054,16951.44110417652,5338.07455232163,3450.8272339688274,3042.2550716385445,661.5735584094614,78.2778559554829
2077-10-01,872300.6966666661,1527289.3223333328,486304.4706666663,766374.8250000008,480183.6230000003,1617733.4343333323,370257.6003333334,3192468.3723333334,277828.39033333346,2616033.3319999995,1164112.0936666664,2.8495585911731607,435.7571005211729,17.56961784783939,35.84697273153204,19.856300817340774,4.303790538242022,13.082097478184302,25.219622492185042,48.73813223145575,120.180254418743,104.62503399477858,90.60773736841125,23.78615153292863,23.78615153292863,121.818881298864,9.745109443860667,14.24784310951259,35.33465096561799,34.255632826559804,30.772520687198302,37.53003433062938,50.90940348070658,17.54448693561667,18.854813226246012,19.340396462345915,24.20323371557308,26.032913376085684,26.484022228749875,10.885740134158036,11.676713099718206,12.19677070848902,2064.4122938515943,526.8650763462049,1799.333318970709,20018.761790242937,16955.96745154192,5348.638563564445,3460.979170165602,3062.794338701032,651.1862275437487,78.2272747825621
