datetime,TLG_fnf,FOL_fnf,MRC_fnf,MIL_fnf,NML_fnf,ORO_fnf,MKM_fnf,BND_fnf,NHG_fnf,SHA_fnf,YRS_fnf,MED_swe,SDF_swe,SLT_swe,BKL_swe,HMB_swe,FOR_swe,RTL_swe,GRZ_swe,GOL_swe,CSL_swe,HYS_swe,SCN_swe,RBB_swe,RBP_swe,CAP_swe,BND_swe,ORO_swe,YRS_swe,FOL_swe,SHA_pr,ORO_pr,FOL_pr,SHA_tas,ORO_tas,FOL_tas,SHA_tasmax,ORO_tasmax,FOL_tasmax,SHA_tasmin,ORO_tasmin,FOL_tasmin,SHA_storage,FOL_storage,ORO_storage,DEL_in,DEL_out,Total_DEL_SODD,Total_SODD_from_RES,Total_pumped_from_DEL,Total_Shortage,DEL_X2
2077-10-01,1143474.0312,2081492.0341999985,644507.3814000003,964064.5538000001,642439.8204000001,2345727.604200001,498078.73779999994,4715893.125200004,380937.1782000001,3823276.0348,1607709.2905999995,13.84513683142854,747.3133506574185,66.12925154613276,120.8781445857069,70.48043606683741,14.368938606795217,44.63542164518346,84.07264341329126,140.67851857078745,247.35023168455874,276.4764892135862,192.13347190502805,79.78402249687589,79.78402249687589,229.60578259269028,27.386002161198753,46.043404550961675,114.1876437872626,82.93406268280243,36.08203820394406,44.487985926318835,59.89601488063239,15.499289811393682,16.74842223670709,17.248032729386438,22.182333013062134,24.033487506800405,24.50365910485864,8.816246607803247,9.463356964945135,9.992406352101542,2763.1831000260586,688.587020017035,2227.7055071136538,28725.358027661572,24306.780236449296,4519.921871561081,3677.625932657488,4418.577791212269,179.2232647349154,72.07473359297893
2078-10-01,1158144.4188,2100311.701999998,653376.4752000003,980161.6154,649760.6270000001,2366366.5808000006,503005.2013999999,4728113.724200004,384978.42400000006,3832964.7608,1621887.4449999994,13.809204777521263,746.122235946284,65.91888442175816,121.18428702965531,70.73235552188741,14.353924360854817,44.94362438056607,84.6705195661255,140.98628789347018,249.00810899957378,278.8391285710093,193.70907404286802,80.21470144205148,80.21470144205148,231.36927741212236,27.35066886454092,46.23080397487079,114.65239433438833,83.55985434343236,36.13638482108506,44.71175569146814,60.25683591537395,15.5177396744258,16.764575386834448,17.263348892736897,22.195269998509115,24.041822300439918,24.514327049910495,8.840209346967947,9.487328471690166,10.012370735693885,2758.490522988301,689.8174599580183,2228.855717183764,28844.73551397725,24413.898977502653,4515.386778957651,3675.657728460408,4430.8365364745905,179.2232647349154,72.04690181204063
2079-10-01,1142997.9372,2066386.0149999985,645538.1908000003,968036.2872,640691.6042000002,2322579.6194000007,495179.75659999996,4628759.049600004,379367.11900000006,3753903.9136,1595658.7431999997,13.672112094517061,733.9868487289443,64.82928352661459,117.38662084238007,69.07765115759881,14.081160047444564,44.08241387109387,83.01326953525073,138.0921438234476,242.39051627049486,272.0859519771395,188.1952404934982,75.6388579179952,75.6388579179952,224.89450469330558,26.908054645324846,45.16809405073431,112.01687382712952,81.03270370898909,35.736743202332725,44.21142365051258,59.59729104572608,15.544088426380513,16.793714215408116,17.29332166423243,22.23676082303119,24.084991115043994,24.555983302840122,8.851416025733002,9.502437313637266,10.030660025188952,2739.183228379281,688.4754262819158,2221.218674917046,28453.938610054072,24055.165925984256,4542.434429538252,3700.3186913596037,4398.772684069809,183.49082365053178,72.17958434254231
2080-10-01,1149739.1234,2074807.5587999984,651250.8056000002,980399.8041999999,643965.7104000001,2333598.6952000004,497111.59979999997,4661983.477200004,380788.9636000001,3779657.3762,1602749.9743999995,13.536609629357647,738.0419670919458,64.58930105456065,117.91928329826546,68.97682428194236,14.01401813305566,43.994544824944676,82.59821804235311,137.85027151345747,243.21485168211532,273.16820738703336,190.28742566961762,76.65177566358265,76.65177566358265,226.76723240956534,26.849079806678134,45.18714034680827,112.06410853509249,81.54417190706884,35.87839351156586,44.346452482854026,59.80814548782039,15.580749248567438,16.822618598343652,17.316668786451757,22.270398630430837,24.10583823826844,24.571672616219175,8.891099860883038,9.53939895723287,10.06166495653433,2715.4883471397293,688.0361425895853,2208.0942345362264,28633.805787098405,24223.593392303326,4544.976318425675,3705.781739607973,4410.212394795074,182.84176313621847,72.1353191554223
2081-10-01,1211001.4556,2161262.7089999984,688227.6732000002,1043260.9659999999,675527.0480000001,2424023.2292000004,520225.61919999996,4793515.292200004,400305.6346000001,3882771.7474,1661597.6591999992,13.546111026643418,747.0138384604934,64.80312001641462,118.96034787632583,69.49769831204306,14.054835381054033,44.16277604309562,83.58438713433974,139.83528067526703,249.33393862883736,275.6775726463655,193.55054290675008,77.23265874117415,77.23265874117415,230.90741130523259,27.04756919697447,45.5074744165901,112.85853703789579,82.8863768811193,36.34619731732592,45.31011274488976,61.338508818635965,15.59938200418356,16.843248782756245,17.33914808165165,22.286869002488075,24.12215516725311,24.590209029678633,8.911894999538683,9.564342398931167,10.088087132076314,2712.0848615028476,688.5894845748946,2221.7806481495613,29790.20392147497,25337.344115731943,4517.6878900824095,3734.4587213573086,4452.859805743024,173.11689221404671,71.80740168353104
2082-10-01,1218821.219,2176248.5603999984,691549.4900000001,1045570.094,680067.2112000003,2439961.3580000005,524172.05739999993,4829691.865800004,403718.74040000007,3913109.3452000003,1670924.9701999992,13.432946095257932,751.8838028633062,64.59868164887148,119.83750616755465,69.99773664627554,14.073562506352522,44.42401329811367,84.29169235506126,140.7253613058438,252.4895572256328,280.69952418041464,196.21682077330956,77.86622749139886,77.86622749139886,234.0940928671076,27.222614981495248,45.86644494110365,113.74878390268493,84.00098760309609,36.47884672322636,45.47596588475072,61.59564845104729,15.59692830621799,16.84292467416216,17.33933657539335,22.281182974112056,24.11985982602269,24.589244099131207,8.912673629721136,9.565989522842775,10.089429049550288,2704.8696048209745,689.832678106342,2222.2493430762784,30048.622583250202,25586.453854515563,4514.939678667881,3735.251874396571,4462.168728734639,173.11689221404671,71.75361420702845
2083-10-01,1216040.889,2173546.5299999984,688525.4388000001,1041025.1952000001,678713.5982000001,2429876.8692000005,523358.2205999999,4798393.933000004,402968.67240000004,3889573.5674,1667091.0685999992,13.883663851559206,747.6750709883864,63.2502156926108,119.49255822223678,69.04571014344884,13.797385345390282,44.30759138075594,84.23902474399303,141.28735922376552,253.85103812940343,282.9793801877477,197.6850047995657,78.1557631678606,78.1557631678606,235.73999736501787,27.191446462606265,45.66824719280816,113.2572535019811,84.61547645310382,36.329500390216744,45.35482151309258,61.543460932432914,15.608210185485175,16.859986590091538,17.356202427707903,22.29508137367261,24.14499456291967,24.614265190035418,8.921338989102905,9.574978618298717,10.098139661929963,2705.7633286429855,689.1392014667659,2225.354180655693,30129.987822836596,25662.26633305738,4519.1482752620095,3740.3341857911378,4467.721489779212,173.11689221404671,71.70863044976946
2084-10-01,1233655.6906,2201637.935799998,699085.2114000001,1054498.7258000001,688938.0176,2455201.5992000005,531097.5069999999,4829601.438000005,409561.77019999997,3911774.585,1686414.687199999,13.919593717223716,748.9281960126333,63.361348321456646,121.07490339574595,69.35356988988539,13.839779870578573,44.6128396070496,85.07327569708274,142.75695639575798,257.6262924202618,286.06514891349565,201.4899910612862,80.34515335755604,80.34515335755604,239.3254948959159,27.238630468545242,46.0573522983249,114.22223414275766,85.99314551435268,36.44645640350866,45.645827623238965,62.07713095638165,15.617430731825463,16.87122302884929,17.368753113054844,22.303201922417333,24.153305796387922,24.621259709647976,8.931659536927146,9.589140261804628,10.116246511517701,2713.7591075270866,692.4589679970311,2232.171964075716,30318.77688037519,25815.387128663715,4483.218531332764,3711.5838050380025,4503.389751711468,152.8660345368441,71.60439736679623
2085-10-01,1232045.9398,2202062.545999998,697265.9054000002,1049146.8326,688386.8174,2455044.3634000006,530503.2483999999,4825243.402600004,409048.00959999993,3907289.6392,1688584.838399999,15.882478216403142,754.6110208563546,67.61882995433632,125.53423282122854,72.32631575393428,15.02758120672696,46.76082790522237,88.4823254958277,147.50261268840396,264.5763373704855,293.30000167437714,206.78257749418285,83.50572628244754,83.50572628244754,244.0577849945204,28.720326846624722,48.336870207026,119.87543873209401,88.45661897604185,36.38153588845612,45.574908450462196,62.004433730129456,15.588312454483441,16.847107074497192,17.348155018976744,22.27649955972834,24.137165275641177,24.607495673645143,8.90012534275495,9.55704887486735,10.088814362885756,2729.293924817007,695.7009755414431,2243.737751302606,30289.35852225753,25775.280448547746,4460.4301336803965,3692.689539056856,4514.0780737097775,152.8660345368441,71.60327427699097
2086-10-01,1227752.891,2197171.4559999984,695675.6584000002,1047255.5006,686671.4872000001,2456091.627000001,529472.5955999999,4827074.534000004,408415.6317999999,3907326.4825999998,1686218.5639999988,15.928056845875012,758.6127857532291,67.7696173516838,126.89375939639909,72.68557930867922,15.02758120672696,46.965213114408705,89.48920881109696,148.60816226535928,264.38332196893265,294.536215425347,206.7006865756079,84.07001944449294,84.07001944449294,243.80624625151435,28.938768394260148,48.64653086274844,120.64339714302538,88.78639241531855,36.37217407903621,45.54613655822039,61.856886307259465,15.589618481489238,16.850021868543777,17.34939392197994,22.27773900907261,24.138345000425925,24.60671704491698,8.901497944993999,9.561698738682004,10.092070801153723,2745.7228611981845,698.3263011466566,2254.7795727907924,30319.786056574878,25784.614174327417,4446.261049145311,3678.949493931825,4535.171882247454,140.6559545168609,71.59280276829375
