datetime,TLG_fnf,FOL_fnf,MRC_fnf,MIL_fnf,NML_fnf,ORO_fnf,MKM_fnf,BND_fnf,NHG_fnf,SHA_fnf,YRS_fnf,MED_swe,SDF_swe,SLT_swe,BKL_swe,HMB_swe,FOR_swe,RTL_swe,GRZ_swe,GOL_swe,CSL_swe,HYS_swe,SCN_swe,RBB_swe,RBP_swe,CAP_swe,BND_swe,ORO_swe,YRS_swe,FOL_swe,SHA_pr,ORO_pr,FOL_pr,SHA_tas,ORO_tas,FOL_tas,SHA_tasmax,ORO_tasmax,FOL_tasmax,SHA_tasmin,ORO_tasmin,FOL_tasmin,SHA_storage,FOL_storage,ORO_storage,DEL_in,DEL_out,Total_DEL_SODD,Total_SODD_from_RES,Total_pumped_from_DEL,Total_Shortage,DEL_X2
2015-10-01,673027.1806281131,1002561.6520371389,398923.6504150611,672805.9556056352,362729.4510984759,1130317.5363165762,267809.0850771682,1988653.1629733385,221574.3928308872,1572891.338660163,705853.0562048452,17.617973981565257,288.27543603401404,72.20366086246068,89.57994848533632,69.55038435926951,72.7122624425875,52.44653713346766,73.73938009700201,111.45652979817763,151.87582798586067,207.22607224988272,147.8953345938871,93.08057114441866,93.08057114441866,147.56932852128915,26.253143940901925,51.29767218040124,127.21822623968545,75.92079753727754,8.228180948767728,12.664352503950674,18.62465713650859,0.6106806024291053,0.6203376711175594,0.6006131954587949,0.7215647443276244,0.7751727386181743,0.7726708623738303,0.5805471990854576,0.5773801318343781,0.5650732916567183,756.808487277917,84.00662707764609,580.109614960432,14056.207329083583,12914.853139978204,1146.712015250553,759.2902671670793,1345.470550542254,510.00325456146203,6.967037984650545
2016-10-01,668997.3383950897,1003265.5534012782,396061.5556152168,668282.1056149721,360551.87987420044,1134806.0881143836,266965.2158128498,1993300.0073169342,220800.54569895507,1576070.1756161246,707980.9850537045,17.481871141258544,288.0698094631124,71.73705147135904,89.31960265326767,69.38987630354809,72.76385089285093,52.46665596473917,73.74928494813032,111.46053640264859,152.58949274986304,207.30708072533494,148.5774337099346,93.1761505569508,93.1761505569508,148.05110522744815,26.1991805158547,51.30230194216706,127.22970805473598,76.03363774154565,8.319585339568436,12.80075471705807,18.69430952500293,0.6684438024368434,0.6798822758901889,0.6541156220975204,0.7635818580133968,0.8164057540624282,0.8053931557793788,0.649999131568285,0.650218904642985,0.6328268511599336,753.4881862034388,83.93027361956028,575.1143870199115,14088.252509444752,12940.136451172571,1147.925269741518,769.0917588914186,1349.5273768616507,511.8678842873607,6.985496244749238
2017-10-01,669229.0409397004,1001366.3624076471,396055.862981472,669203.4999954974,360541.83390220156,1127531.107248535,266911.2755169135,1975256.9440613277,220658.67234229174,1561300.5901341373,705348.2680343715,17.46955760375994,285.2350388375636,71.58208776633617,88.44570434553204,69.0446993759718,72.75525781984841,52.32397084845133,73.50327051633107,110.90145377024503,151.608726277,206.64266795727463,148.10369641099354,92.6941304507809,92.6941304507809,147.56614156334584,26.086110423653654,51.137279227169316,126.8204517298108,75.76400161668792,8.250868041381771,12.757233857521621,18.691979895250743,0.6853453246548018,0.6970370379547695,0.6736888308771016,0.7707557662807887,0.8269956494685559,0.8206030437497583,0.674190521095242,0.6668353210223732,0.6491726703795309,737.2134527269981,83.91894235402869,569.838591950735,13960.254354246703,12830.559893320458,1143.1552495085757,779.8346231052667,1334.1413232149353,511.8678842873607,6.955982712498841
2018-10-01,628905.8161239555,962286.0791803085,371968.38651289936,609212.7477336184,340729.70949922793,1082059.9443138607,255114.0929440073,1923280.4889573846,211209.66617903588,1520430.7221255666,681327.4714170599,16.789311999212817,281.4613010719702,70.55362344193293,87.30733504531956,66.58767073079532,70.87456671947356,49.913413649442695,69.57919555463886,107.64913472558986,149.99706387069665,200.2318707511972,146.63427890259646,91.13613323995573,91.13613323995573,144.82420391397716,25.0205643640751,48.59870402957071,120.52478543742284,73.73263221079071,7.848157823614238,12.0935241931215,17.862665456021364,0.694866182723083,0.7026796322322533,0.6757977599191737,0.7661278472128656,0.8115680291743451,0.794784925429911,0.6911772196035831,0.6847222973515248,0.6676427190328252,770.724885029531,83.21988710780067,579.5450190993661,13622.703681221252,12495.237692791428,1101.5103798397663,777.5867285538151,1334.7231527267563,511.21741076297303,7.034708405330532
2019-10-01,639628.5997578418,972696.6893072508,378790.7983758564,620667.1411865401,345949.092737225,1092183.9496021674,258392.93092851905,1936779.3640794875,213616.17315012214,1531444.8664803489,687878.8014460453,16.80874697971272,284.70399883587675,70.31899146158707,87.60871959076795,66.42870769380391,70.82258090925689,49.87194585329861,69.50642126494306,108.30105602394624,151.59953233036083,200.60074192220537,148.41204635299738,91.27521916091844,91.27521916091844,146.78117811289025,25.068860485182807,48.585874538277,120.4929682985115,74.26216323825017,8.071420926909257,12.336548555917956,18.19302283787539,0.7142575757279949,0.7328445465415009,0.7073462355277633,0.8071695727187967,0.8707427094413698,0.8682774213950314,0.6939520526828473,0.6898983914063992,0.6648652133421877,786.6836028519014,87.13051092000467,584.6269912469006,13715.917450757326,12558.654284789716,1105.6187516180898,780.6126827252511,1362.9366498583058,509.7424606824626,7.0894087181201835
2020-10-01,638403.1453422795,973396.7404910126,378150.5218683292,619080.5692389745,345553.11144406395,1096497.7344578006,258249.9103067125,1954079.6289481106,213456.10776157829,1545334.8368049355,689209.5344452916,16.51990805216293,287.3429592793898,70.28186731890612,86.3882950657057,66.38304957708135,70.80683713628837,49.781117419858006,69.22887585440297,107.96546323598565,149.29535655160407,200.04685013323245,146.92929684214695,91.25092569219741,91.25092569219741,145.63191563362346,25.090639187140127,48.45468665623435,120.16762232662755,74.10497799621744,8.215709951167616,12.413810268676713,18.228191212239604,0.713032526644681,0.7322417146671871,0.7067915528819423,0.8068635229137737,0.8762478631399833,0.8739137938943483,0.6951359069970812,0.6915267677184059,0.6655960728310182,798.7695155077566,86.78711939611863,588.4460291043634,13756.127927657231,12588.689531794116,1105.5926988892593,796.5881934994403,1373.3338970641362,509.7424606824626,7.080067360741323
2021-10-01,635058.6578607837,970704.6514263054,375458.5445617057,613895.044233149,343854.67757926276,1098723.0605475006,257183.4935347709,1975148.741683895,212490.95434795922,1563219.3893946225,689027.7537018532,16.525400825987045,291.69555386552736,70.27621769819424,86.06502913188072,66.2017530100622,70.8694939743882,49.744864639424634,69.14661612015385,107.76210017083159,148.92743024164884,199.92422116569097,146.3062963015093,90.99606259210738,90.99606259210738,144.87865813942682,25.10278840540134,48.43416824399261,120.1167366707234,74.00440677405294,8.37062541115583,12.460195995166206,18.18904224290789,0.7063238762474416,0.7159014110513002,0.6926734436563248,0.7930437483264834,0.8472102235760973,0.8494758389820717,0.70418072949572,0.692309269127227,0.6649570525667803,786.5022237342267,85.5379689725044,582.5025769523342,13797.289708742497,12637.126317502925,1067.3890564399526,796.1625530528772,1361.5018646101216,509.7424606824626,7.085023953174268
2022-10-01,639041.928100532,972701.3208279228,378339.16358542215,620640.3717727894,345463.9127376299,1099692.8343739137,257851.30976392733,1975077.2242978173,213028.64801740594,1563260.9481107234,690136.1543553706,16.390440904668136,289.85219873634605,69.46801866406373,84.49443364521008,65.48065116102477,70.8109265598227,49.27059217257878,68.3163266019619,106.79488050656806,149.0201214170131,198.78046870010897,146.36071884200814,90.01743955994404,90.01743955994404,145.07787900107235,24.856816613747718,47.97709295282688,118.9831899384899,73.70739981140076,8.373707215898767,12.493943175814398,18.260423888201913,0.7459486472294077,0.763198009009706,0.7359034375346993,0.8367799461570535,0.9015925304716464,0.8977652388831601,0.7328894842168868,0.7258985144276641,0.6948111437114798,774.7604925507642,84.81539633960654,573.8311845990942,13786.525777000526,12625.183076161307,1066.0108561258683,778.9956957883129,1361.5002060131508,510.70470220333596,7.084306571492059
2023-10-01,611544.448983392,922368.2604823515,362033.49054544966,578681.2125246087,330816.8891584858,1032944.5579079265,246138.0295607218,1937519.6557144504,203876.40922797454,1538179.5661991474,647652.3357177407,15.529717683897518,288.5046466298736,57.4357099216776,74.85544612954783,55.34028499098428,28.26641258587547,39.9353955078628,63.060885247500636,90.82747629202846,140.05515835555704,185.72119955085742,139.55468999298336,76.6760339209699,76.6760339209699,138.4335891141161,21.194982225537917,37.39005722986674,92.72734133580173,60.38288919340023,8.231802622646377,11.826531766187728,17.41624999096502,0.6672933639976621,0.6871380048406899,0.6668744589376924,0.7186945494682586,0.7897905833145182,0.7972143987445559,0.6930917907067529,0.6889935592203442,0.6630604804078665,760.5607124233237,84.46114876044533,563.1228780048773,13715.766675839495,12591.676834843684,951.6460044172093,750.4456195736333,1327.204603037679,510.70470220333596,6.9850327931801175
2024-10-01,613648.4459622158,921105.3102622539,363972.8370846661,584461.8550745754,331380.7526447649,1030165.6492528104,246301.77840608192,1950347.4754471218,204236.56407482742,1550077.2188492874,645571.3345328013,15.275869428268534,292.45802828129916,58.515132490714116,75.28282511981718,54.926936957379716,27.961938834897396,39.44538188360706,62.816325843338696,90.01557278044493,136.48764425398127,183.8853620117586,137.32415485082797,76.41732064961626,76.41732064961626,136.3172176417811,20.968713427905094,37.03460734251828,91.84582561246978,59.72381793176916,8.318451130195003,11.81637509365531,17.413728371755305,0.6591932391231299,0.6827687703481599,0.6637617333899822,0.7102847805139313,0.7877661447481717,0.7961613701371298,0.6870370505269264,0.6819571928480043,0.6572847830981591,744.5614307159743,83.24329902229995,550.1267270731222,13624.767272637355,12516.01316229388,956.4011231148089,744.5464401000446,1314.3155542024447,510.70470220333596,6.964851682658198
