datetime,TLG_fnf,FOL_fnf,MRC_fnf,MIL_fnf,NML_fnf,ORO_fnf,MKM_fnf,BND_fnf,NHG_fnf,SHA_fnf,YRS_fnf,MED_swe,SDF_swe,SLT_swe,BKL_swe,HMB_swe,FOR_swe,RTL_swe,GRZ_swe,GOL_swe,CSL_swe,HYS_swe,SCN_swe,RBB_swe,RBP_swe,CAP_swe,BND_swe,ORO_swe,YRS_swe,FOL_swe,SHA_pr,ORO_pr,FOL_pr,SHA_tas,ORO_tas,FOL_tas,SHA_tasmax,ORO_tasmax,FOL_tasmax,SHA_tasmin,ORO_tasmin,FOL_tasmin,SHA_storage,FOL_storage,ORO_storage,DEL_in,DEL_out,Total_DEL_SODD,Total_SODD_from_RES,Total_pumped_from_DEL,Total_Shortage,DEL_X2
2010-10-01,924614.6627499998,1622055.9757499995,524281.27150000026,835433.6992500004,512927.4209999998,1734719.46725,397858.1197499998,3490510.0452500014,295694.9197500001,2853608.4952500006,1246547.4994999995,18.647164953710963,654.1365213571114,86.49082374877646,124.13659764934542,81.34650356268317,26.192644573701024,53.993383020795456,83.51871795083488,140.75376833692732,234.82940933390455,274.26303706177134,197.94604164083188,93.09841291333726,93.09841291333726,215.68367748420027,30.38327608163447,51.74634117123687,128.33092578027248,86.45758550902659,31.07607489265363,37.331153755870204,50.92848288307009,14.388943381292744,15.630366103802299,16.148397090093702,21.008784740922074,22.77790753196578,23.258464914408027,7.769102021018372,8.482824685858171,9.038329270095685,2918.4586653454203,725.0766842035994,2281.1655409131445,20743.68373150167,16707.45120209878,4458.01566261765,3170.7229812027476,4036.232529402888,92.62450719714687,74.86510396124862
2011-10-01,923403.3667499997,1624143.0542499993,523979.1650000002,836272.9335000004,513617.8177499998,1735818.2982499998,398965.32349999977,3455234.0970000015,296652.0325000001,2821850.8212500005,1249482.9139999994,18.192118530369555,639.8699882998297,86.12878209950523,124.60111335309912,81.47922975821919,27.019998388492887,53.97171354173084,82.88781621393443,138.990774412974,233.9426546783271,270.80627950665917,198.39057446335633,92.80770659818918,92.80770659818918,216.03243589326263,29.73755096887441,51.699157732052456,128.2139109521273,86.13836801514277,31.09134131965527,37.483336605072004,51.08810673995108,14.374376100632901,15.62393440953223,16.145348934403835,20.99734143434311,22.77359332237168,23.258981991834467,7.751410763514469,8.474275505185625,9.03171588179843,2916.2285178461716,725.1788960363366,2284.45881222476,20498.389276231603,16483.470280585494,4474.05406950556,3174.3262490412003,4014.9189956461005,92.62450719714687,75.0165545190957
2012-10-01,922928.3637499996,1609968.1162499993,523630.50200000015,836811.5472500004,511787.22524999984,1725667.4107499998,396011.4064999997,3469349.6500000013,294788.26650000014,2833803.011000001,1237464.1599999995,18.54301374417556,643.212990664106,87.93949642501815,125.51902707039187,82.76877772365596,28.09348192986396,54.68005190962085,83.88843677271885,140.97598945435013,232.68176165274923,271.89111585670173,196.94024014000564,94.80774497687693,94.80774497687693,214.5040056554272,30.286742320288955,52.578823521607646,130.3954822551291,86.93542145168989,31.085189369738305,37.3596411013959,50.82889418263915,14.37936993734933,15.63100084795894,16.15393215327557,21.00436129868836,22.78449537756335,23.274375142862986,7.754378572284281,8.477506327194902,9.033489169792222,2927.796070645093,724.742880896956,2289.414151145219,20556.747170733914,16542.470058172174,4485.655043439678,3182.5463624600916,4014.277112561733,92.62450719714687,74.99709553673253
2013-10-01,920857.8934999995,1617757.2179999994,523520.0947500003,834652.3457500003,509771.9094999999,1761265.5007500001,394834.01999999967,3561335.352750001,294448.46575000015,2910144.8197500007,1252635.1652499994,18.32559046381235,650.6956149874413,88.30314289674716,126.97968250801814,84.08972976215964,27.196821701316793,55.26904855057088,83.61931124190112,139.46882376135446,233.69496837380638,270.8488998348504,194.39768903037813,92.16466551431115,92.16466551431115,212.341698848731,30.642828670072237,52.88557225998634,131.15621909950545,85.67834074003584,31.416863354452516,37.71841920309881,50.92297607822595,14.374763429467468,15.630867629479457,16.157936947438813,20.987953763089656,22.770420035554835,23.2669011698435,7.76157309226291,8.49131523159163,9.048972730738368,2923.5263805673953,724.7637240099896,2286.4120193011163,20830.50540183494,16824.03739248013,4518.285933010794,3215.7659771811445,4006.4680093548036,92.62450719714687,74.96272259644667
2014-10-01,885805.4307499996,1572717.1372499992,503128.9700000002,797426.1142500002,491752.9907499999,1724560.65275,382373.89449999965,3527394.4800000014,284712.97700000013,2884626.1845000004,1224582.9707499996,18.042637726030147,644.7016436939789,88.20067027111925,125.77417708025916,83.42493798249453,26.66702580688995,54.664012228472,82.40746537857027,137.67640315213256,231.74215403935509,266.1163595755103,192.68611784433207,90.56597855870322,90.56597855870322,208.82807281090717,30.41079125851965,52.22557526726648,129.51942650325597,84.36937780149523,31.279428668330276,37.30905574974496,50.08508013816263,14.375320621120057,15.635733725930313,16.165166055857316,20.988704447174616,22.778074828425396,23.280205964429367,7.7619367897335225,8.493392628984973,9.050126154838885,2887.068511047168,722.3174773931662,2261.931111795743,20297.989903576985,16360.389917851251,4555.678815728388,3188.3112403370537,3937.5999857257257,99.36001743347224,75.32312059943857
2015-10-01,889009.2309999994,1587229.4964999992,502457.6042500002,797383.8980000002,494871.2464999999,1748813.6064999998,385625.73374999966,3613370.0907500014,286792.5247500001,2957531.1692500003,1235596.1839999997,18.55502845814393,656.5108198892167,87.55036638351488,125.73816196732496,83.63289077971199,26.168776487928305,54.18250401390661,82.61836159417848,137.71688403735163,230.06088889912388,265.59573111643454,189.86615207539785,90.47888571770599,90.47888571770599,206.487140950855,30.863633945228308,52.118479912243025,129.25383006032988,83.99519779463142,31.691425470444265,37.65570116645038,50.46910163952094,14.402967136923476,15.658937278114848,16.185811206018904,21.031293926480807,22.807645866030555,23.304248314988,7.774640341095598,8.510228693813715,9.067374105822797,2883.9752211307205,719.9854791255337,2260.0691282553103,20690.852116171238,16744.521613900368,4547.90420947869,3183.9254671361186,3946.3305022708637,99.36001743347224,75.21596228610746
2016-10-01,916749.8634999994,1621432.3859999992,518724.64925000025,828751.1585000001,509105.3432499999,1781014.0875,395527.49099999963,3686238.873250001,294219.8762500001,3016047.2777500004,1255873.3424999996,18.72538050379673,668.2538192756775,87.01061708646431,127.19512502516955,83.99707358755596,25.477603200125483,54.19566773543538,83.08762182456948,138.8039607551464,233.60844779300373,270.5969830073225,193.0697925610569,91.90461314049861,91.90461314049861,210.74839769085028,31.027776357063296,52.24694301628573,129.57241853892776,85.35062086514627,32.10990676748904,38.08359673345226,51.16482881448684,14.414558232760081,15.669554401228359,16.197129015316516,21.017843243174468,22.805285593672014,23.308709958716495,7.811273218459715,8.533823213827777,9.08554807836212,2893.270597534228,719.6740428295532,2266.5771567514244,21063.097364190202,17064.85735265752,4534.997733218986,3221.6645343648634,3998.240011532677,99.36001743347224,75.00814119636037
2017-10-01,895126.5929999994,1582006.6074999995,506649.1005000002,811390.1685000001,496793.035,1727549.7094999999,385937.8392499996,3559197.3250000007,286721.2307500001,2916412.6965000005,1223588.4219999996,16.505818146354606,647.3533339061389,78.60143969033015,119.84625714733345,77.7664304400482,22.816415510069948,49.70239225059258,78.45951983359383,131.67155316102736,225.35860521169084,258.5338329702363,186.2871337091044,86.64758640581991,86.64758640581991,204.6231963157904,28.524224813165336,48.56777234472922,120.44807522570406,81.63402038291878,31.643859739185,37.55546455538085,50.51101341751043,14.468335630157526,15.721504744291792,16.241892371453467,21.079681599888197,22.866836277745215,23.36411064311891,7.8569896570525986,8.576173213923878,9.119674105825354,2873.2069401612503,717.1712526028613,2243.5688013730482,20538.417246318004,16607.339547448697,4601.259842575049,3220.6115084026237,3931.0776988692983,103.98960344228894,75.37251113750158
2018-10-01,898110.1819999994,1587294.3579999993,509245.6620000001,814032.2742500001,498952.95924999996,1731661.4012499999,387453.19249999966,3581472.2147500007,288568.7012500001,2933566.1565,1225408.1397499996,16.228379099480986,641.3608832526446,77.36515270559907,119.22293999414092,77.19244077768346,22.422370304790377,49.2224840358879,78.77900613975655,131.75336475481467,224.2498087568105,259.25138223757403,186.0346179250637,86.66653499654679,86.66653499654679,204.32110103733788,28.232358175935826,48.28477630462014,119.7462450498748,81.5215058589621,31.607119418546848,37.49558729307576,50.506173302684395,14.519604123495721,15.765977691114434,16.28721018061064,21.12440557171722,22.902143812792612,23.397261327789135,7.914802670790927,8.629811570446957,9.17715903652854,2873.4889738370985,716.6418199819914,2234.16763155868,20779.8002389408,16858.016985159316,4607.151907528772,3215.084664828582,3921.7832537814706,107.7572049560742,75.28382814258833
2019-10-01,901830.9547499996,1595656.448999999,513414.28325000015,821067.2767500002,500886.03949999996,1744553.9677499998,389181.33699999965,3626673.873250001,290887.45325000014,2969493.7097500004,1232189.0199999996,16.0694808722334,645.0803289043816,77.20801198824901,119.77559505340295,77.02525224991048,22.52091812077888,48.894431429865485,78.9324993390138,132.13511820046344,226.5080430692406,259.58266350363016,187.79719861437928,86.23409853195828,86.23409853195828,206.568275999838,28.261361054003668,48.26094635932042,119.68714677658201,81.7712800295354,31.892602390952458,37.58961568830835,50.504885402157356,14.543324752020158,15.782885818566616,16.30139597414155,21.140689725054905,22.911484656986055,23.40253933615112,7.945959774108457,8.654286979361007,9.20025261564976,2882.8068661936923,713.4354886034571,2237.8911582494457,21006.300716969046,17078.734092647577,4609.858736388097,3234.489294017075,3927.566624321461,117.38340230894293,75.15362894255885
