datetime,TLG_fnf,FOL_fnf,MRC_fnf,MIL_fnf,NML_fnf,ORO_fnf,MKM_fnf,BND_fnf,NHG_fnf,SHA_fnf,YRS_fnf,MED_swe,SDF_swe,SLT_swe,BKL_swe,HMB_swe,FOR_swe,RTL_swe,GRZ_swe,GOL_swe,CSL_swe,HYS_swe,SCN_swe,RBB_swe,RBP_swe,CAP_swe,BND_swe,ORO_swe,YRS_swe,FOL_swe,SHA_pr,ORO_pr,FOL_pr,SHA_tas,ORO_tas,FOL_tas,SHA_tasmax,ORO_tasmax,FOL_tasmax,SHA_tasmin,ORO_tasmin,FOL_tasmin,SHA_storage,FOL_storage,ORO_storage,DEL_in,DEL_out,Total_DEL_SODD,Total_SODD_from_RES,Total_pumped_from_DEL,Total_Shortage,DEL_X2
2077-10-01,988790.9162500004,1697504.6035000011,568036.2259999997,886560.4017499989,538592.325,1802437.0647500015,411798.72075,3658308.242000001,317231.77575000015,2985251.150500001,1292800.3504999997,5.238431876739284,519.3167262847143,22.27839688096492,49.2494837558768,25.173416178745523,3.9099754047033697,14.434389420397803,32.54828545629012,60.44330794161857,131.772417446152,134.95822897680267,89.46568654984173,25.48520262877016,25.48520262877016,124.06246783038102,12.825200859254517,16.92111180901835,41.964357301057746,38.557809307178935,31.789781147002344,38.35282640299164,52.79623174878121,16.692144954247297,17.964253094887,18.425391528362958,23.625875131313485,25.543382935292914,25.98229160739378,9.75841478733913,10.385123244108277,10.86849146393644,2112.6491430193237,543.9650989160522,1804.8615801597693,21896.451356027123,18545.256921509033,5170.249429676954,3752.9839077128636,3351.1944345180855,667.2088912701271,76.52355044363719
2078-10-01,993879.7677500002,1711554.5527500012,569521.4509999997,889277.824999999,542002.58425,1822243.8150000013,414484.6135,3702896.088750001,319634.5162500001,3020875.077000001,1303810.2912499998,5.238495575364043,523.694907941199,22.343243452610018,49.57730841070577,25.427320971975345,3.909996637579608,14.53525106517534,32.94015258297888,61.04948533139901,132.34403723509917,135.90067556109338,89.86259958025006,25.429910844140423,25.429910844140423,124.53888562524548,12.921596063406076,17.0563113159006,42.299652060942854,38.69628471924383,31.940830177502875,38.531230361506935,53.01175655622768,16.733136392260633,18.01073939554365,18.472031938267754,23.679005952013235,25.597798003331434,26.036240236279884,9.787266842879744,10.423680778617117,10.90782365528707,2147.462145081913,547.5257558856349,1822.2909892618336,22146.492864722615,18750.524656254955,5150.442022043724,3779.7226758565457,3395.968208467658,649.173885464236,76.23773161501953
2079-10-01,969697.0680000002,1673611.222750001,555632.5409999996,865790.3692499992,528497.2317499999,1786199.7890000015,404605.888,3671858.5885000005,311936.9385000001,2998494.943750001,1277365.0849999997,5.2391601928555005,523.3554965814571,22.41009659620033,49.614454580567134,25.48095553306409,3.910017812442523,14.530723743758191,32.686051485211905,60.85919230683801,131.90821141461376,134.28539958775684,89.63694041760576,25.169393084413425,25.169393084413425,124.21340132655882,12.954614442491826,17.03089517664537,42.23662004042764,38.313789690270774,31.790025704781147,38.0628366525325,52.18202828502632,16.745499437381785,18.03229267453899,18.497185627085482,23.70299229190804,25.633629971353606,26.079232723324814,9.788006596537258,10.430955370245211,10.915138545897056,2145.4875086821016,542.6264941579102,1803.690408122999,21862.574318568688,18478.693742104257,5168.049318943371,3752.6647684941827,3383.8805764644276,634.2036101051038,76.39983617935086
2080-10-01,979620.9907500001,1690349.6860000007,561719.0122499996,871968.7347499992,534155.7792499999,1810574.6050000016,408815.69074999995,3711706.638000001,315254.3897500001,3030382.483250001,1289950.7219999996,5.02558348306754,528.2280040040624,21.32048701106538,49.17447444589708,25.057195266956036,3.522296579564504,14.071375108835849,32.13923434110539,60.09039231127848,130.12723129348785,134.4116864930586,88.02468560667646,24.894575957608797,24.894575957608797,122.78076780327099,12.742940818417713,16.652886695938516,41.29915898720481,37.99003088676629,32.00101241432735,38.353660443003236,52.53044568964572,16.7805901916752,18.068519730278037,18.53304453137209,23.737872428992322,25.674808053695624,26.120860120306826,9.82330796699545,10.462231398645295,10.945228955800909,2139.5154158927135,538.8775769530799,1797.7035230709557,22161.283751028317,18787.124126464005,5163.525385485211,3764.3463778836167,3374.159624564304,653.2657321082389,76.24488668815758
2081-10-01,978851.1695000001,1681366.8897500006,562777.9709999997,874600.6164999992,532951.1964999998,1790967.1085000015,407277.837,3660945.8917500013,313713.4387500001,2989491.116250001,1280780.4569999997,4.560216368233129,522.114199001876,19.385749380619718,47.00392590921757,22.979066453075273,2.7380458875823392,12.925289464780743,29.991669273572956,57.56844431266169,126.77980800747446,130.71674808903882,85.60212120988356,23.193408877924945,23.193408877924945,120.21429255820021,12.23230909947954,15.456932623690554,38.333192816203834,36.802261003087345,31.802139985840427,38.15459822566261,52.42264411043529,16.822003205936888,18.10761596198356,18.570512681760796,23.78706968932149,25.720292984103132,26.165019708696025,9.856936733883513,10.49493893264496,10.97600566802416,2114.8135764766894,533.8977005039965,1782.184617451713,21800.410763693806,18449.854750631133,5186.359553969083,3781.9868958959732,3350.5560130626736,655.5356756323656,76.34198633148522
2082-10-01,985874.5505000001,1693106.5065000001,566248.3057499996,879883.2129999992,537355.6774999999,1802813.2312500016,410938.69800000003,3681911.310750001,316332.6520000001,3004357.4360000007,1289588.2634999997,4.716214312846154,523.0757867069003,20.628009701328896,47.29243615170586,23.60712260232938,3.347215060904651,13.427994915070792,30.04244597776348,58.34294636239521,127.80631349319037,131.12275702584242,87.19038689415507,24.129074622714885,24.129074622714885,121.24282263678768,12.485124707889575,15.869444571657974,39.35622242249716,37.33294559276992,32.03629048894028,38.42429819977289,52.707699410936755,16.81877923518153,18.108315277082603,18.568597612793504,23.771987498451885,25.70846147860856,26.150704640431496,9.865570981199102,10.508169068308028,10.986490599841668,2112.9140610124714,536.0144084051443,1782.3579198368382,21828.516633619256,18482.532792267473,5166.892318128956,3774.163940456655,3345.9838413517764,652.2848919039443,76.36932200444997
2083-10-01,962427.8877500001,1652613.094,552758.8792499996,858606.1599999992,523923.72274999984,1756715.8027500014,400509.11300000007,3598777.3730000006,307576.33400000015,2939415.865000001,1260651.4734999996,4.592553116261122,513.2372661293667,19.888875151494858,46.27218001698476,23.071159495981995,2.6772553293092125,13.122191640939581,29.7121720831042,57.40452767074712,125.89446443900104,129.22335137857092,85.03272360983557,23.544384053737325,23.544384053737325,118.58991891525321,12.130531326573882,15.495519705366627,38.4288887593713,36.36516742201785,31.614934376616326,37.844856916687554,51.93992905987302,16.84326830473854,18.13808269568652,18.598767012780005,23.81088230774583,25.751529100711885,26.1949908413568,9.875654314446626,10.524636281268458,11.002543195798577,2099.549075934952,536.3439221401562,1768.9235651857002,21338.050984811838,18048.30120932165,5183.393940756543,3728.8420612258406,3289.7497754901806,663.1970785347255,76.72294939890871
2084-10-01,970952.21075,1676578.03275,557657.5034999998,864641.3539999991,529430.4434999998,1789226.7025000013,405345.73800000007,3656013.1080000005,311794.5802500002,2985730.8260000013,1279024.1062499997,4.6250948953479325,518.9994572608409,19.673718993113525,46.64954435583344,23.03744509569364,2.4881197166842473,12.89340807807034,29.33090634528976,57.30050374086377,127.13893287347852,130.92626710767559,85.59975917038835,23.14259980132318,23.14259980132318,119.14117712521329,12.224005929754913,15.388820069261637,38.16427366271732,36.509641199548426,31.920336482726857,38.253524312579195,52.39636442449618,16.87022138826024,18.16426728349176,18.623106738718565,23.835989844800682,25.780464031127885,26.222477829221937,9.904452943560367,10.54807052815003,11.023735662333555,2104.480805843508,535.7419572002369,1768.112327474661,21711.89839637484,18397.290395485845,5182.8904272969485,3731.0321972434235,3314.60800088899,642.8419424756357,76.59929567603552
2085-10-01,929504.1065,1609369.5495000002,533228.4452499998,826070.8027499992,506555.54324999976,1715611.6662500012,387509.6260000001,3523508.125000001,297701.48000000016,2880507.5225000014,1231754.4412499997,4.460634614451066,501.7452574395778,18.971032002095804,44.38682521200842,22.403582076926167,2.2161697171885186,12.537617676732443,28.187933758429825,54.99764281589479,122.16626559743574,123.02486975702466,80.8188899527509,21.02076412348433,21.02076412348433,112.84569217349508,11.748486525652337,14.734599590316137,36.54180692389163,34.347754954454494,31.230304835700235,37.34395377697029,51.098610206791065,16.912052210645275,18.21516659942542,18.67423893030963,23.895552174475103,25.853686633096828,26.297187418180727,9.928552257468763,10.576646555106311,11.051290456426639,2054.8884846684005,533.3764178589553,1735.3204906772912,20867.11909453178,17652.507349651645,5230.871021406208,3706.9677115746476,3214.611744880128,682.8695563447701,77.04192035573655
2086-10-01,912906.3692499999,1581055.4080000003,523978.45299999986,813029.7684999992,497148.4844999997,1682564.6205000014,380184.7522500001,3483300.1690000007,292304.4712500002,2850197.546750001,1210578.5254999998,4.409916804677697,496.88562773454396,18.66151556029008,43.2133710814307,21.824073174993696,2.0244888949467224,12.104835486269945,27.345021419690948,53.382903075987926,117.36914913127933,119.81347182201958,77.4809297176255,20.52675658474765,20.52675658474765,108.63778537460325,11.537036816329984,14.308011448110392,35.4838683345405,33.23834886162011,31.03822674169959,36.99202842710265,50.606787639970136,16.949676869603827,18.260125502774027,18.71753516268011,23.94014943305924,25.9112078652511,26.355252487653683,9.959204312678393,10.609043130329763,11.079817853771114,2043.9519648443882,529.3851880099032,1715.4978969567971,20501.73237199762,17350.593889254123,5250.857440853995,3664.7554857053924,3151.138482743484,696.013277551104,77.3411751733556
2087-10-01,922565.5119999999,1606727.52175,528426.2542499999,818086.6887499992,503568.8022499997,1721143.1027500015,385528.3110000001,3552366.75,296746.03500000015,2905731.979000001,1231802.1382499996,4.4426927592439815,499.63773849930277,18.518290149383738,43.31858692056849,21.838914705970588,2.0365114357796736,12.16185666069102,27.660068558294608,53.82598846023253,117.41005752784909,119.26464949332701,77.59349734120866,20.63512338640252,20.63512338640252,108.56758309103107,11.581595114961932,14.38357218921416,35.671258983124794,33.32945447389895,31.3559971944725,37.42286373897843,51.04365831880493,16.975556651244123,18.283661361479425,18.737974712944396,23.961051756716937,25.93188068040982,26.374094017979314,9.99006155290944,10.635442038510238,11.101855422091049,2055.109332237264,528.3485075176912,1718.0772061236032,20776.287016227878,17609.501510996102,5255.437887406242,3671.9713018008347,3166.785505231768,687.5820711582616,77.29157554174935
2088-10-01,890959.9827499999,1555226.96375,511383.84774999984,792214.0319999991,486200.60524999973,1669624.3552500014,372170.78625000006,3482645.3665,285546.3062500002,2850243.0452500014,1199259.0387499996,4.181316039207844,491.556939785433,18.081966853829666,41.40809789519814,21.00970099007478,1.8292785623072245,11.627018291823866,26.25460077713749,50.89035492176102,113.11711994843283,111.36866389161116,74.28859252181482,18.97679254517821,18.97679254517821,104.18985712716092,11.247564307197177,13.72170259056806,34.0298223351091,31.420582062280452,31.066361305920047,36.92169275838507,50.210090853741214,17.012517268074397,18.32119595036506,18.778010328434302,24.007723673232796,25.979290269145217,26.424521412055885,10.0173108678321,10.663101628028866,11.131499256936198,2047.4370294373489,527.7246100574495,1697.3980052621578,19940.65353589596,16813.83869812286,5277.300092291682,3667.835488416222,3126.814837773089,723.4169252323272,77.6080216171859
2089-10-01,889717.936,1557814.0862500002,511239.4304999999,789428.3977499992,485765.92299999984,1665122.0212500014,372294.5402500001,3455796.58775,285675.8442500002,2826824.5255000014,1198622.8849999995,4.020258499462291,484.98122807413074,17.515770959665034,40.09714038812344,20.25853386493218,1.8235052745554234,11.105938160670735,25.56188433303544,49.710472777355605,110.50713914733387,108.94903789101411,71.73322877579884,18.175781590569553,18.175781590569553,101.77675974831257,11.019177942875622,13.319946793180666,33.03346794665889,30.711438716801997,30.977266302301693,36.9425815992467,50.35005434450947,17.083407338451956,18.383844921560147,18.837190122781752,24.092672988374122,26.05950328331024,26.502885108931526,10.074141689629121,10.7081865594167,11.171495146972424,2038.5027967754818,525.3383954593234,1685.2852522735716,19836.565861855004,16747.165056982758,5296.557387307865,3678.7997314568083,3089.400804872241,738.2044858441526,77.67199217651549
2090-10-01,924992.047,1611541.2490000003,532805.4452499999,827110.4232499992,504123.4809999998,1719690.0422500013,385922.4745000001,3549767.41725,296481.8625000002,2902806.464750001,1238789.6372499997,4.05747904771891,499.309042472485,17.800552461262363,41.773568461612946,21.375700958624755,1.823462808802948,11.86407035634962,26.81101586407824,51.384198144680056,114.63936447133304,113.85456184281331,74.47649731690464,18.526619947085685,18.526619947085685,105.8231048988486,11.32351927401955,13.97743072643967,34.66402816036673,31.78353053925441,31.462713697664224,37.70347311425742,51.45065423737738,17.10570939408029,18.39557437214524,18.843768202913335,24.09728257530538,26.050023832196054,26.488320038700856,10.11413621059118,10.741124915497926,11.19921638062663,2084.2565684939896,531.9235227499214,1713.7117312942191,20393.698852389087,17212.081488279062,5247.277358307251,3701.100796350312,3181.617364110023,674.2466818747796,77.12285330340792
2091-10-01,912289.4689999999,1585346.0750000002,524988.0007499999,813160.6209999991,496588.7622499998,1695672.4060000014,379669.7745000001,3536327.8265,291607.54625000025,2894032.3982500015,1220825.1787499997,4.029451724431543,496.91697415684155,16.911650150514202,39.78310256963287,19.996207078124847,1.7620345303476,10.968224043266186,25.200780893483916,49.16578083915555,111.27813078491138,109.10381653761445,72.30660532151764,17.937926650217573,17.937926650217573,102.97780783259131,11.073829947433836,13.17943996033911,32.68501111698489,30.737373464908195,31.428439491823717,37.41387054139085,50.94194542533497,17.135208368870913,18.432434346736045,18.884113148437898,24.12986727487032,26.09863927013753,26.544292714834704,10.140549462348499,10.766229424045118,11.223933593815136,2089.4479902165112,529.5026224814595,1711.9445784138843,20278.42183038355,17090.98631047918,5261.664903107575,3700.947383669838,3187.435519904366,668.2751133999626,77.15241114324844
2092-10-01,897836.1584999999,1565860.2067500001,515281.75649999984,794185.0857499992,490141.7629999997,1672597.3172500015,375337.97550000006,3515421.3550000004,287404.9885000002,2877737.5850000014,1205658.3302499999,3.8589530932187337,491.2858194595736,16.17011384903362,36.83347587727901,18.744815992579355,1.745642749085261,10.218933647764645,22.39246035082119,45.72593911519091,106.974419123317,102.31550912427811,70.47835665210233,15.91151637582627,15.91151637582627,101.19195593240224,10.676904645573149,12.128988263835634,30.079890921634092,29.074044185769168,31.289277764581993,37.19406632439466,50.668881694199925,17.206753574542407,18.50147886644789,18.946718971536693,24.216635082105775,26.183693379103413,26.619251618362945,10.19687206531267,10.819264355651132,11.274186334160522,2072.194303710926,521.9115909140469,1698.8776903937687,20110.529871726125,16972.85625504984,5295.753762085195,3728.04846734687,3137.6736166762753,694.4860766939923,77.2590529358984
2093-10-01,881296.142,1551802.84575,504466.8384999999,773395.8602499992,481992.3382499997,1658406.4595000013,370401.85050000006,3483940.618,282700.0227500002,2853171.930000001,1196695.6745,3.803129113955298,487.2216405397855,15.89375084549799,36.694683347887086,18.664431750934703,1.9945667283113018,10.33198638854245,22.34704732959637,45.67326919358309,107.12337878321839,101.4604281719767,71.18588407321099,15.470586896474774,15.470586896474774,100.96322444332687,10.639971065677338,12.171984007006934,30.186520346002773,29.055056071520767,31.157762720578045,37.02446225337312,50.40500277967057,17.229261451165574,18.538255236584597,18.982067258475688,24.25099056133966,26.224356390732698,26.656398878761024,10.207532338452609,10.852154081003858,11.307735648641666,2036.3417257906506,516.8508964989808,1674.9543876019623,19845.25315491479,16746.288289929063,5306.03529773643,3686.259470340368,3098.9648649857145,691.4058313780514,77.4489899696764
2094-10-01,887241.7027499999,1553147.0175000003,509566.1839999999,780117.5124999991,484395.9027499997,1649616.7735000015,371716.02075,3433855.57825,283761.2975000002,2813584.5987500013,1194581.7397500002,3.8053982920453278,480.35562544995355,15.913389201272413,36.89755389685472,18.73020709198334,2.0298434404578254,10.375794607695118,22.47294116261613,46.08195206114929,106.6945726567006,102.46860763438588,71.57479297032674,15.631934156990758,15.631934156990758,101.48591280132021,10.579822953344609,12.24227501430841,30.36084203907862,29.24774150757667,30.94626006518606,36.96476323499087,50.52238953757683,17.27781247805448,18.580476469073957,19.024243285528712,24.306607684496036,26.26984063784236,26.69964545211776,10.249017270961312,10.891112299719152,11.348841127160398,2032.7535409809432,520.5306508055485,1679.1799424622852,19590.106822272144,16490.975361750527,5298.291436190321,3658.0568233356476,3099.131460521603,663.0365888374423,77.5699100025977
2095-10-01,884133.526,1561919.9605000003,507252.12174999993,773473.3682499991,483754.09399999975,1675288.0642500015,372424.54500000004,3493558.34625,283737.8200000002,2860707.0317500015,1206676.0782500003,3.62641535762445,483.01258272166496,15.185583888358135,36.18461064381962,18.716597110815055,2.0802280026848914,10.386158691693797,22.502965081041175,45.57824512066185,104.86583355792762,101.34764726351125,70.41654977803107,16.14397921154985,16.14397921154985,99.62040187364182,10.39220686704327,12.13786497773045,30.10190516615906,29.17942481517551,31.16380637271779,37.22833612495374,50.66343854760957,17.325605511545543,18.62388152238662,19.069926345455606,24.356409595657283,26.314229979898954,26.746708974411025,10.294801424411908,10.933533064723004,11.393143722720989,2037.2820091779402,523.6322727859942,1685.3132584664309,19931.734515822023,16802.845201662356,5281.020715570495,3645.9726272905887,3128.889314159657,639.1538603932103,77.51279697731458
2096-10-01,906729.49325,1585766.1357500001,522174.5449999999,802472.0999999992,494718.7209999997,1699395.3332500015,379422.66150000005,3530891.3815000006,289428.00250000024,2888542.5957500013,1222903.9682500004,3.480352343014175,484.2965257137298,14.792146216206856,36.31804283403373,18.591531354089117,2.070101974885259,10.374036775758146,22.624609605206082,45.75636908767661,106.76398832745113,102.34437950554516,71.76959634622229,16.157695649167447,16.157695649167447,101.37956280131064,10.305586415501969,12.113766893360367,30.042141927630034,29.48931731023572,31.402861457554387,37.580361540814565,51.15523616175061,17.362064414606742,18.655562000979064,19.102790728751394,24.381038361632243,26.333262853875674,26.767400069332087,10.343090464847805,10.977861145882256,11.438181394038883,2060.7794535577073,525.3539270091712,1704.4552184119536,20187.32969065036,17016.70719554478,5261.823218467823,3686.6114670650118,3170.6224951055656,638.0595192217247,77.30685942157915
2097-10-01,869852.4095000001,1553553.5377500001,499092.0517499999,761033.8829999992,477209.11774999974,1667652.9672500012,368311.84675,3473136.0485000005,279359.1487500002,2843805.713750001,1205577.0510000002,3.286939327132545,473.33054123996254,13.936118156338893,34.59615307324556,17.73750668331186,2.0482745776857323,9.98442512977219,21.676071945418116,43.79165882072723,101.79727113661065,98.4440356168574,66.16694630149038,15.247092211926178,15.247092211926178,94.56912026624991,9.868962468579813,11.593876689453822,28.752814304578276,27.885926588982716,31.20172782185021,37.25910862143952,50.59446980537901,17.414378797741193,18.709857205742605,19.156030797069487,24.448016443603244,26.396493675210827,26.827211027175395,10.380741150808692,11.023220734926415,11.484850573307883,2061.2791977923766,520.6180160397246,1695.383138387747,19661.30017319494,16530.577835249063,5272.466357862183,3676.8126239830135,3130.722337945862,667.8235295747353,77.52195210233909
2098-10-01,881924.36625,1570490.57925,505299.88699999993,773418.0087499992,484067.22574999975,1687288.3775000013,373748.10575,3514055.8452500007,283875.3247500002,2876624.397000001,1214686.5882500003,3.5368256288292543,477.5339645718226,14.798164031293798,35.54884006211103,18.048103948645768,2.0609040302866033,10.292308695146264,22.42381576899667,45.14046978706665,102.26473565300213,102.74763022908351,67.37270791755711,15.8529250888702,15.8529250888702,95.89711405592183,10.13581206027131,11.924038484894423,29.57161555590153,28.583323987684008,31.34039626192012,37.42585856641645,50.835724091565986,17.43191783889783,18.731223644673587,19.175646893252534,24.46398425300602,26.41343340141328,26.844872670530254,10.399851425466503,11.04901388585796,11.50642112034675,2078.6237521827074,516.7180671802312,1706.62128075563,20023.744542463384,16886.532372472742,5262.67126359586,3682.696032891141,3137.212169990629,667.2171064380963,77.3492536245108
