datetime,TLG_fnf,FOL_fnf,MRC_fnf,MIL_fnf,NML_fnf,ORO_fnf,MKM_fnf,BND_fnf,NHG_fnf,SHA_fnf,YRS_fnf,MED_swe,SDF_swe,SLT_swe,BKL_swe,HMB_swe,FOR_swe,RTL_swe,GRZ_swe,GOL_swe,CSL_swe,HYS_swe,SCN_swe,RBB_swe,RBP_swe,CAP_swe,BND_swe,ORO_swe,YRS_swe,FOL_swe,SHA_pr,ORO_pr,FOL_pr,SHA_tas,ORO_tas,FOL_tas,SHA_tasmax,ORO_tasmax,FOL_tasmax,SHA_tasmin,ORO_tasmin,FOL_tasmin,SHA_storage,FOL_storage,ORO_storage,DEL_in,DEL_out,Total_DEL_SODD,Total_SODD_from_RES,Total_pumped_from_DEL,Total_Shortage,DEL_X2
1995-10-01,465924.2250538739,748837.4106101107,274200.2311130679,467142.25311573816,254197.75051039737,908702.4769988703,192898.12578837067,1771684.769403661,158911.3079733175,1436209.7016963942,553706.9717758578,21.833093482873018,285.7061641130121,75.40835125633572,82.40299117311702,71.72481171680222,49.04715019859283,54.61807120350581,74.88641227582653,106.72545212617277,139.65097397440945,172.2294812298165,130.0312316392026,85.00257196002326,85.00257196002326,124.19876442387796,26.3900063186625,50.472879379412525,125.17274139431618,60.94179955191661,7.454554814259045,10.110896017279384,13.92609963479323,0.7145492599226847,0.6619100134127665,0.6525763212150002,0.804261288959948,0.7535101418417747,0.7208367564057939,0.6594390439914638,0.6208949087108877,0.631125597005258,566.7289068729766,79.38733759450584,397.6624162005729,11575.591179035473,10712.653763122129,1041.2682013758294,627.3484295890735,1048.2784986102943,333.3453162625235,5.53971562189789
1996-10-01,466085.721811359,768335.9909337091,275362.33308408153,454501.70711608004,256022.55133615556,933562.5384846368,195264.45769027426,1807759.6397832453,161059.9439831144,1463749.9400034554,570210.8279940113,21.910757583655673,288.3875983643645,75.21453073674782,82.66630507412253,71.18255115494641,48.37872303098106,53.8660647034792,74.39850498750654,106.33445634145248,140.79666293924942,172.90796236084705,129.77828111688166,84.62081262283891,84.62081262283891,124.27042137698868,26.33688733936773,50.02956583331675,124.07332371766336,60.99612369962996,7.566922012389724,10.334517894933784,14.184046969831504,0.710709836351097,0.656176090224617,0.6498685167111169,0.8014180007288046,0.746820459283739,0.7156448350110665,0.6550383392814435,0.6182979593131323,0.633282416916083,550.1331598143703,79.23756216958436,383.4464752927274,11686.529049717801,10815.428509002912,1020.7575505425535,607.5810321367665,1049.305368897017,333.3453162625235,5.585140423587658
1997-10-01,448401.9289212551,733802.1457345561,265819.9980357793,441066.9206512101,245426.09428091536,890982.4538423489,186752.59297931794,1727691.4391607214,154937.02310506286,1399333.486011987,543447.3020797492,21.567120872940922,275.0959330613794,73.71980950353628,78.4493046619937,69.06068009484434,48.045811851374296,52.5448129005347,71.96120624603012,102.81175216756972,134.70936082190255,165.66749089176864,125.03425128355943,82.6887631407438,82.6887631407438,118.6625538588122,25.530320644319712,48.65618240109375,120.66733277348702,58.86976188375511,7.043393669514535,9.73984706562163,13.455901538309776,0.7311021595363489,0.6799843672959869,0.6714219579818504,0.8283623914589167,0.7699209821304439,0.7360790176187043,0.6631037335489498,0.6317440780644147,0.645099135979411,531.6526888584219,72.42153642892926,379.6601886912715,11313.122745506851,10518.257707116276,956.1560429504684,629.9120613743261,964.7474631307161,286.73783734959505,5.254902425513615
1998-10-01,442233.27852512174,724343.9027350432,263654.95085937023,440363.1715191656,241464.93947655096,878321.967519602,183529.5226969919,1713831.6656776213,152405.15790901377,1389564.9472658054,536559.156527497,21.31303435032873,270.43205480972364,71.59982237920627,75.45758792795085,67.05289654098199,47.496916287147336,51.538684599594184,70.19408326355419,100.26220173912537,130.9544212159734,159.32162181270633,120.70533155511077,80.6427687003117,80.6427687003117,113.92120823455991,24.877068271856263,47.5356741110438,117.88847212512115,56.92773624697806,7.057360039301118,9.703703633763512,13.398584372619231,0.7057264827625349,0.6535834503661689,0.6452244540027151,0.8084566439453078,0.7474285802061287,0.7144507066030283,0.6322587652159677,0.6024129720272982,0.6159584194242573,495.1586472925748,61.830650764119184,354.49382767536696,11158.630938799926,10407.307350815036,928.9272479994552,626.9394961512364,915.5219228546686,286.73783734959505,4.860086957750547
1999-10-01,472355.85524477804,731420.6567078837,283900.2814224732,469153.21577209135,254071.88414886512,878513.5550510763,188246.76583986622,1662325.2980295871,158294.31820740088,1347008.282064576,540644.1254669462,19.496309541858075,242.8030420847246,68.41947172174113,71.84569848600489,64.97589129993551,46.61609996441653,49.153177689373805,64.89369055574264,92.3136017785875,124.07665821441171,152.2176995024923,110.19952232108868,77.28697624597181,77.28697624597181,107.8775669769654,23.342646181112116,44.906535888854876,111.36820884633876,53.05865004794453,7.262613720281759,10.241939958008757,13.930371181701565,0.7079471033773043,0.6534937214929457,0.6456293211728351,0.8080745677644895,0.7573128305097053,0.7303161670058214,0.6525112111627912,0.6137664637521053,0.6245099569208268,492.79815799138925,61.81844062633303,352.89819336358215,11000.054585059028,10242.740710088961,889.6377256875165,602.8156336468003,916.1920124592892,286.73783734959505,4.877297625044273
2000-10-01,484291.09106012445,724622.1843021967,288604.32488712267,479386.99007255083,259657.66249324504,852876.3789782695,191310.56829729583,1607456.5461992952,160294.83790879676,1304889.8137272866,525033.2338525328,19.177385060983713,242.65255815651116,68.40352705822875,71.77456088596217,65.23166764541683,46.63137752880309,49.3759863503752,65.83618236982365,93.6363358684365,122.73039327962174,153.5818043640706,109.10274910802856,78.52675808308102,78.52675808308102,106.980790297548,23.341128778960353,45.226129133822546,112.16080012504952,53.3959780924306,7.051461782113494,9.944539433081198,13.698582545759239,0.7062807035057246,0.6506721635092636,0.6425159328875354,0.8088814545850306,0.7573726021053211,0.7324191688141035,0.6455309326079183,0.6042818417200853,0.6155783958505251,492.481677822438,61.3551638394201,354.1029014012489,10783.530183275248,10046.887017694928,890.5055510517963,635.9548339602335,898.7084389407402,286.73783734959505,4.692978777000393
2001-10-01,460895.60460751463,685832.1713033493,276397.08109470154,459674.7792030427,246295.11828269158,822965.4323956476,180715.0881757417,1562749.2197814735,154406.3191034786,1268332.309934064,497200.98095168214,19.089415353519,238.96623628640947,66.97829041915088,70.772381562054,64.79464324087213,46.381999139367515,49.03907815716535,65.69243878219343,93.36491201938026,118.95511049316673,151.49960326605347,105.43659068778757,78.06393398994008,78.06393398994008,102.69530195956747,23.066693393885615,44.96129459990146,111.50401044743951,52.49263902047181,6.871651308352596,9.598454232495966,12.952647645559994,0.7200175537363795,0.6577856894665599,0.6438860238387242,0.8277969222822248,0.7660306392310374,0.7322890177728589,0.6538072624571378,0.6085413448545153,0.6171890960650275,365.6337868834191,33.146227842841945,269.27250578797145,10506.699161324357,9886.500030126399,821.8329929909064,640.8623681761668,729.9591837280358,135.8189510748371,4.18244618230884
2002-10-01,462934.6207486271,685069.4412072619,277324.837206707,460320.59765516466,248009.29621735422,818544.4113444524,182087.2536617634,1546254.4683551975,154651.92976663972,1253448.7687548874,492470.2308143032,19.07280195619406,240.42559712038414,67.78434146295933,73.70371917022737,65.03840075409131,46.36423618897234,49.348261488044905,66.16121508406125,94.53801127056306,126.48886369298476,153.0460577112939,112.28678671683093,79.50599858139556,79.50599858139556,109.76739588376235,23.31403642082293,45.20233010892081,112.1017785246702,53.840957394987036,6.863042660686915,9.606318279228176,12.96343161055036,0.8088555098486886,0.7692917381333004,0.7600213606118109,0.9268277526860982,0.8926631087144901,0.8650351833160639,0.7279840189899226,0.6958091833548191,0.7066627459673414,290.688540321051,28.783481078981602,232.86206558274495,10386.278839989409,9804.982821506987,784.7387880138037,629.0572851154952,674.1784146281389,135.8189510748371,4.090046071185759
2003-10-01,493690.97419976373,744314.2077982643,294496.9594959616,474502.7065989815,267091.1353479418,884313.1350447937,197142.3085910337,1675528.6541560015,168069.14655089742,1355747.6000346453,535356.483111368,19.744718484156742,258.1342160957048,74.96459857849631,87.1310710198711,69.78870895032378,50.65281145744032,51.50350298963311,70.90576627355702,101.30399485779934,138.31220768900116,179.5638995964552,122.93139073170232,88.6043631919185,88.6043631919185,122.23634188360069,25.322297116257076,48.132337279964894,119.36819627896756,61.53442371551215,7.372623054879952,10.277001880264002,13.86348906976162,0.8097126730262622,0.771901701874141,0.761439538741377,0.9271024894937029,0.8922911534527901,0.8628672437718253,0.7287337582060763,0.6994042238032901,0.710532196079301,294.1170722496593,28.831033204226042,231.89626341312405,11356.114340749538,10747.947847278607,778.5714607354422,628.7611716957963,699.722334480161,135.8189510748371,4.34602637453793
2004-10-01,492724.2865440384,736534.6801087455,294334.6032306815,475062.7056136254,265483.192101474,870168.4442464778,195664.17320994005,1643210.2405165762,166834.10282853857,1331375.7628709646,527332.3541899071,19.841327829524374,253.4855718593553,75.55410778148271,87.55130885719844,69.65087492161746,50.9083616656558,51.26163800702691,71.11128712117504,100.74875028106707,135.75301318626268,179.72122326940294,120.6734286520089,88.82467606272193,88.82467606272193,120.42212108227278,25.41217158058514,48.19630874489846,119.52684553259816,61.24382655073806,7.245326815909866,10.123576240517261,13.721555558263288,0.8082577371883088,0.7698068004155524,0.7592421955914873,0.9271290113656853,0.8903306199063905,0.8606131534698138,0.7259649031070708,0.6978068915764716,0.7089432987163464,293.6385993079197,28.66589203090383,232.37256446293497,11167.224568985866,10592.673656491781,767.4493556738016,604.9170111426268,656.4470033789121,135.7782669282494,4.209840177190954
