datetime,TLG_fnf,FOL_fnf,MRC_fnf,MIL_fnf,NML_fnf,ORO_fnf,MKM_fnf,BND_fnf,NHG_fnf,SHA_fnf,YRS_fnf,MED_swe,SDF_swe,SLT_swe,BKL_swe,HMB_swe,FOR_swe,RTL_swe,GRZ_swe,GOL_swe,CSL_swe,HYS_swe,SCN_swe,RBB_swe,RBP_swe,CAP_swe,BND_swe,ORO_swe,YRS_swe,FOL_swe,SHA_pr,ORO_pr,FOL_pr,SHA_tas,ORO_tas,FOL_tas,SHA_tasmax,ORO_tasmax,FOL_tasmax,SHA_tasmin,ORO_tasmin,FOL_tasmin,SHA_storage,FOL_storage,ORO_storage,DEL_in,DEL_out,Total_DEL_SODD,Total_SODD_from_RES,Total_pumped_from_DEL,Total_Shortage,DEL_X2
2078-10-01,814283.6770204151,1268207.1367074533,470537.35222897975,735688.9353909552,439232.0385489918,1431069.1227382238,323201.972565981,2534485.557009885,273821.93820073374,2022177.9770814916,894854.1903788034,13.50614777993817,309.29115218513783,40.55548358980426,56.101781371612084,31.139820653797834,12.767120345188738,21.4311367714048,39.39418060592703,66.37732762390739,112.47320299449076,132.44885697077737,78.39759504853723,36.71707038375599,36.71707038375599,99.8655822613458,15.822264270540611,21.679301798678846,53.76466747952664,36.3991317465927,10.017016868403644,15.999851282957351,23.536571412917162,1.1204181277050458,1.0710328574180243,1.0490816897666435,1.3140983095538605,1.2407761448375294,1.1889932348571317,0.9949574248216346,0.9785074806506018,0.9862000368530724,485.8511116364498,135.74316091603134,333.3035893759062,20165.730928007768,19676.373588781884,487.15911153601735,583.7837017445305,959.5941262591907,862.0499552316666,5.983338245480937
2079-10-01,861409.2142430365,1329315.2903042613,500117.77458982094,789558.7019111695,463102.39413474017,1464385.8110567348,341402.38277068397,2523439.7550248974,289555.7960917058,2015666.0487640905,921044.4813762658,13.497656699043565,309.4746071092498,40.67173574684613,56.2279245934134,31.123732988042338,12.721722463312888,21.332653170577846,39.41466851744988,66.35216074800157,113.70881622067516,134.1046170917233,78.87706787385557,36.75863395632185,36.75863395632185,101.59615007000218,15.822059098758759,21.6409019423206,53.66943583270222,36.52496750669394,9.985427586804704,16.2979393772737,24.687971152980214,1.0990819487575116,1.0583045642182811,1.0384987059058959,1.3001550410149283,1.236110011640745,1.1852086301391267,0.9658777263971363,0.9530491128391234,0.9656912650907572,454.6143082749973,134.9474505659422,314.44382276731545,20717.230393256083,20270.654432812302,487.35969558936756,579.9180798986873,932.1569294965875,853.0990056913271,5.950718871955701
2080-10-01,868257.4330326528,1339226.4010269805,504497.33106745535,793274.5644166276,466941.3443516714,1475140.352671198,343856.1899048503,2527293.7504896233,291415.56530739664,2018077.698756446,927628.7854064179,13.326738773615649,311.4906586271524,39.694161400297126,55.65368443221388,29.740203648516257,8.577765818859103,20.670591852173043,39.01427537526273,64.89541594511086,114.80006940852506,133.00457663036758,79.77773111295755,36.258777705886686,36.258777705886686,103.07675222671794,15.555575222119781,20.757216891252934,51.477896883003766,36.274747945928745,9.964877067908887,16.2625578697897,24.713118770817932,1.0904688547319252,1.0456730718604414,1.0297366487394428,1.2919892680898628,1.224992951232339,1.1778255562928601,0.9589260488798692,0.9399071217355451,0.9559585862201262,452.6841674056542,132.40102067174902,314.70778023064327,20737.989723999945,20282.918274009568,494.179587208256,584.7682172283708,935.5312209328853,862.4787821866702,5.949877631062179
2081-10-01,868742.8918657193,1339218.9101981851,504700.0552958468,794471.8429751109,467155.8236994324,1474956.260056514,344025.339677648,2523477.7794633126,291637.95678864955,2014956.7316733063,927186.2443901482,13.265333277647963,300.12376592079164,39.35788620910147,55.20798844444666,29.829994783643727,8.58882729653775,20.73817183847167,39.04792191444868,64.64957405221935,114.67106188920224,133.4975093450762,78.79101880906187,36.39017424901608,36.39017424901608,102.89994673751421,15.3586147082272,20.78892586791934,51.55653514525269,36.33491614227539,10.020079428809241,16.26939733042092,24.71335108866631,1.0949340565520795,1.0516812192185223,1.0336407143193558,1.289882491862753,1.225965603120154,1.1776916329566083,0.9732744900314064,0.9526406488130492,0.9651879875293233,449.3523522076465,130.40891740507902,311.06876099461954,20753.63216102138,20311.97765595374,486.78750854204804,584.276963426043,902.6240998726477,848.2441985467323,5.895777466036097
2082-10-01,881414.722417944,1376925.003762623,509945.154153926,798191.4987425364,475977.8455740844,1520507.5171231958,351981.0689063751,2608490.6155271027,296705.51542423374,2081919.8352345182,957777.1870673705,12.955698359759522,304.95860826976275,27.026891908285833,45.85712249883006,21.982358778692568,3.6661951339051733,14.3592191248665,31.510951947281356,55.19039270312504,109.609713295,117.67418838407463,70.39413475754522,27.750968077146773,27.750968077146773,95.74847831348183,13.28776809982792,14.839839916548803,36.80280281151946,31.259613690275444,10.341705497896504,16.78131585626835,25.4379674518244,1.0684047534346228,1.033456472829327,1.0302861167615318,1.2637133157213238,1.216259879172304,1.1864558340784048,0.9482473606281592,0.9263629883058975,0.9513756325344209,483.9511434686407,131.79036183678346,332.13885573957407,21239.048562160217,20743.930455182934,495.7261670849674,625.0685743968126,932.0844375541293,834.5063596255595,6.481865927158561
2083-10-01,885172.8965174129,1379703.9181331147,512528.3689222441,803062.459013312,477595.37703666696,1525089.307052836,353232.3292952137,2627189.520438331,298010.09980699565,2096746.1880361075,959349.0526999712,12.972172354922389,303.0463010445171,27.0751524775222,43.46285566443025,20.736417767966977,3.6279820049617304,13.778837749418955,26.15208552745283,50.22488247201959,104.72535836856169,108.4257447430318,67.6738095550776,22.74668700495302,22.74668700495302,92.98290758458107,13.223699994116268,13.418611198871568,33.2781555384117,28.937227162002618,10.375976310244212,16.8290999054091,25.488351066756245,0.9949163058084471,0.9654325397393181,0.9596447892881294,1.1630360831756736,1.1331024971801957,1.1053689706899763,0.9045709828798142,0.8779794766791025,0.8964168723412901,459.1972114336376,121.66217602077297,310.1837859599998,21375.37974501019,20905.780193091552,485.3150000945641,625.0542153127683,872.3119458253256,819.4819484243562,6.3593343900358725
2084-10-01,883552.1119916419,1378293.5051443495,511321.33480025554,801967.4407354608,477693.6429028081,1520897.6720569853,353534.8242888684,2619412.1437222734,297900.29911013617,2090754.9331122863,958373.7266756191,12.972522068571159,303.3100038007034,27.13206151841523,43.47814342065872,20.753311763434535,3.636343904341726,13.78060641032143,26.14565586317715,50.32725810112608,104.81714525607968,108.58025744485408,67.75783811266469,22.751747697855766,22.751747697855766,93.09205752254289,13.256991005396303,13.424304098356783,33.292273930679784,28.972957309745247,10.370221208080682,16.82314106835605,25.495899093373563,1.0402993330609271,1.008841014540842,1.0013887966192756,1.2250167813097133,1.1880861536845166,1.1597738572357292,0.9304422568665768,0.90507374662931,0.9197877816917082,462.8855002210758,119.32941812130973,319.3557077905418,21287.206115698198,20814.7399265676,489.49671506780834,623.3952536911237,875.0699812971367,825.9898511633203,6.359273139568083
2085-10-01,887892.7308253893,1387240.1909927016,514324.1762057277,806417.0822594702,479989.0928848918,1535186.7444326237,354923.7875163138,2670973.660016865,299431.81154358113,2135313.0273141954,966581.8493037127,12.97945193645689,304.95082190636055,27.09914958269124,43.52885643079408,20.810760516073945,3.6457579674221594,13.83604770049544,26.17041431686153,50.22630793610708,105.76573462958389,108.6058455325229,67.98971687342717,22.75396595569326,22.75396595569326,93.55200470873996,13.268114747233982,13.451352897361716,33.3593549329119,29.007821395875194,10.544777091395076,16.939012181652792,25.613993109267085,1.0446382742678113,0.9980883849334192,0.9865034230212706,1.2258872057934576,1.169919858099042,1.1392712453961023,0.9383376946545715,0.9031050595211103,0.9124930973279998,467.90973923388015,119.4122715227317,320.68193716852977,21431.127708257063,20961.46006472391,490.55735609607115,622.8559951528896,870.1799241385138,813.7425755986338,6.447771517221457
2086-10-01,922787.7802424509,1429363.2949749394,531732.6657481397,831303.4669182036,500373.55170220067,1582277.1967658573,369245.6360375277,2757515.5429616105,311151.8499883867,2204147.453637904,993722.7023051097,12.996228188575254,304.67655574557466,27.09831721277668,43.240307694199934,20.740938922453264,3.646788888059256,13.764158934025934,25.630727065142462,50.11235023605698,106.0154454096323,108.74363553170704,68.4234979500342,22.695370023582615,22.695370023582615,93.71056804689671,13.24313209212649,13.352788455361777,33.11491509207132,29.1155926832815,10.889897539032955,17.503497746483077,26.39896960881093,1.0674424743444542,1.0213267251231082,1.011206866207801,1.2439760029493045,1.1841739029554932,1.1512653748407506,0.964811039591132,0.937086954100344,0.9536375778440286,466.8001016741424,119.51254197539022,319.5039845047485,22143.011580305025,21683.778304549083,491.6378946209754,622.9444785846364,857.251736980805,799.7248910937349,6.509602085425992
2087-10-01,924865.8645270866,1434781.2665384829,532111.3233940128,830636.1901376739,501802.44201664627,1583388.7855804947,370714.733411135,2758201.4107238073,312044.72050748835,2204258.346047799,995830.5685605437,12.499034302436526,306.82386251391483,24.300381185357388,39.67907019129859,18.050507026499425,2.716216987039251,11.932236942132178,23.181670865839305,47.13128964614792,104.0436722907762,100.04614780551326,62.01585187547252,16.821611320279274,16.821611320279274,90.6416903375785,12.735483684371651,11.508702184649142,28.541581061484152,26.423908993254916,10.86064830835404,17.44632653063915,26.41612170706512,1.0073275301099593,0.954579643429672,0.9392585372260844,1.173388470733575,1.1052133144791774,1.0741430937190737,0.9198975486423322,0.8877655354927244,0.8928851485782356,464.60917659189556,111.67386145010634,320.0724112249942,22167.48320053983,21696.034705168175,480.53939136035984,621.4017839826638,850.7704312343964,782.5229093371294,6.5098526072277885
2088-10-01,923972.6980467062,1434657.366309114,531251.3961139369,829563.3671461644,501446.755322658,1586259.594092536,370570.5847279816,2802383.875236997,311844.21879549953,2239950.2381987367,996287.028076491,12.407091538073384,306.0300007001086,23.849424269687027,38.40331789234021,16.34780305582051,2.0473707129698835,10.503659595719657,21.88374736323993,45.248470665892015,101.87949164225097,99.01861460839807,60.0679888572413,15.955659095646913,15.955659095646913,90.29679501817668,12.5664219668917,10.44577682096361,25.90552628169031,25.83600504987677,11.079253480354446,17.531781118651814,26.453021749707094,0.9907581639598868,0.9394294623513371,0.9258136365716495,1.1550707615338573,1.0855422062460849,1.0546667441159865,0.9108505750410183,0.8825781524097622,0.8911692074845655,463.7359742418086,105.24831104638893,318.6750448716333,22277.332296046483,21789.358533234397,475.3969172186939,621.1398713897136,829.3393133528116,782.5229093371294,6.5016888536264466
2089-10-01,941615.048554238,1441844.288933322,545142.8530158905,878372.6916450748,508463.204084659,1591946.0596781888,374067.9799981373,2810157.8972020275,315200.113088499,2245310.12765025,1000054.3827795064,12.427052867995252,307.2038786963378,23.870112425571325,38.26787628275763,16.357627722925052,2.049599952564911,10.531249306810171,21.9760790274679,45.27821845626725,102.12555424881481,99.46850701189419,59.784803154805495,16.001439305016646,16.001439305016646,89.8569652013253,12.607760476362273,10.482625209512307,25.996910283832943,25.91368908001972,11.102540939857843,17.591711884069507,26.533499949436166,0.9518881779572357,0.88884551190923,0.8709100799185605,1.1019078540776812,1.0138845402329932,0.978945025829389,0.8916605051818941,0.8591420434704659,0.8653375063796425,463.8318825469211,103.13663888879545,318.6059720594102,22325.918411029426,21834.950864031525,476.120852736281,621.0823900181964,823.7579668235426,778.7110256970782,6.518394781971464
2090-10-01,880386.8731740913,1354822.7630758286,508206.07454165234,820577.5922040172,475352.1027618607,1496540.152900915,350252.5896219685,2658036.036577904,295942.904155437,2120564.0205622176,944530.6528812257,8.024102013518215,244.06895965648363,11.563513050696702,15.836273434721905,9.532275561686092,2.049599952564911,7.476094784202779,14.933542860621174,27.09231042964729,82.03751835206917,81.37134672340692,49.07028417953786,15.73896623673393,15.73896623673393,74.57309767729042,7.354162062052439,6.638664247136626,16.463887233527657,20.496400756583178,10.551023035576184,16.71628484476643,25.167381104247617,0.9764001325196039,0.8951120792959137,0.877227244359239,1.0865036782031607,0.9675883554508188,0.9338630786190532,0.9527045494420091,0.9152069312215544,0.9202886658516133,460.0740379921175,99.30417228543432,307.4114230877468,20982.63226708387,20587.9565966762,466.4819460950177,626.7056245251028,767.6078051195607,763.0324317500628,6.242397489533497
2091-10-01,860344.4843478367,1324799.3201423313,497112.2546388853,803071.0923457744,464063.94362754695,1463346.8292820032,341784.1697374757,2606117.197782944,289479.8045443446,2080243.8162455482,923968.4058622563,8.030495948524072,243.42224610877898,11.448822436749271,15.486592397001994,9.459444275137239,2.049599952564911,7.4845415004797635,14.988851645932765,27.13165093889571,82.26747911750157,81.53095657067394,49.34024111663529,15.693163097982618,15.693163097982618,74.96469908844684,7.362191975558883,6.6236750923784085,16.42671413320615,20.580197830841826,10.139571200891034,16.1687826998173,24.44430727782659,0.9897898320302116,0.9055973917561552,0.8859529014146724,1.0963501007278942,0.9768173922969202,0.94315185335016,0.9558760194753795,0.9118748434880073,0.9159513061097417,452.8116947853813,98.33815889591276,297.2005238751339,20542.228712225395,20183.0983357771,454.2042612489079,576.9687301597703,748.2394289948239,770.7289475355278,6.1125678716249485
2092-10-01,850054.3172043076,1316992.7906897005,490770.05125579494,791471.5996308922,459288.1793312376,1460364.0413099925,338977.6367863672,2608274.923013413,286457.980009606,2082686.5545519143,921280.148021468,8.239572935313124,243.28510021300778,11.991213975820461,15.51729444706521,9.594179321498851,1.9689041920042076,7.485133473240473,14.965565322215312,27.12699041382038,82.16820097097977,81.56075679725481,49.252587041607676,15.692149761517365,15.692149761517365,74.77509589383956,7.478861925751507,6.639497789887999,16.465954436547015,20.59890879743573,10.21764177862998,16.22392198044199,24.395974252817805,0.9269025531163257,0.8387866212207332,0.8177876203944738,1.0249088164496594,0.8954426176148603,0.8698853858040765,0.9087303914183735,0.8644256746455573,0.8599648901781874,433.540779782158,95.24062655508419,292.06332471988,20383.991349458975,20005.55744502299,452.00663725646064,572.5712962785165,738.7810301520362,750.1768214508933,6.104228039498862
2093-10-01,842088.4208991246,1309034.520302028,485466.6589785095,780675.0352221765,455563.7132487422,1458163.128684817,336422.6963735585,2583178.1565525513,283866.0502231445,2064025.7253538796,918479.524626992,8.241146595526189,240.14834992502486,11.991213975820461,15.514543248402207,9.594002403834745,1.9689041920042076,7.483162743663483,14.964710773622183,27.109867368507018,82.35032171853125,81.52363873626423,49.43393310903031,15.71191981988786,15.71191981988786,75.04382871839525,7.459442060639375,6.641277033332452,16.470366959962494,20.621978211445516,10.132329777887739,16.19492095870916,24.239665242599322,0.9494632836707529,0.8606155657198507,0.8449048447662582,1.048836002581665,0.9212758042621507,0.9025297873786513,0.9280290377508568,0.8806743962198627,0.8790704100597105,413.90785655124284,93.27114101986643,288.66582657021894,20315.90968361187,19929.399693645457,452.0070246979254,567.6850911137844,735.2053332750389,734.3165108434464,6.107528212026335
2094-10-01,844261.2826300089,1308284.1091204048,488466.22996463283,789525.6884132279,455920.6734027287,1456261.3778746827,336377.6368641186,2580821.9847493707,284335.5235974522,2061650.9174062738,917922.7142436827,8.24445134967833,242.59020880871506,12.001745964158676,15.644467760682685,9.623124987345658,1.9689041920042076,7.488484787484386,15.053848003917947,27.27259754014955,82.9869599806866,81.7920910823818,49.832109019925646,15.708343480676959,15.708343480676959,75.61925093991887,7.500454137107375,6.674351210026853,16.55239092077914,20.724770357368218,10.132066738881537,16.180289166470335,24.219408658394602,0.9226846732611429,0.829317216929404,0.8046564420315091,1.017384387422936,0.8896221673813003,0.8608134102918807,0.9078019169457912,0.8528433869418667,0.8450237412961985,412.80582847309273,91.15536141263999,288.7227633730255,20281.21719772338,19888.168561304825,452.16415347190673,566.1247125373653,731.5265233820894,734.4957481332009,6.112188437171328
2095-10-01,860616.5168341597,1336167.2200998818,498395.46885551594,807707.6656816968,464633.7067710168,1493052.651616712,342345.5557547764,2640196.87369771,289744.6564331319,2107078.5689439354,939852.2445469555,8.233095616111815,249.52628553288895,11.990178329840344,15.606055993436811,9.610873815567068,1.970248424635492,7.485263417425794,15.08547305634531,27.368740136042234,81.86131798889122,82.04693136800931,49.68811933577518,15.724981264646601,15.724981264646601,75.43463603080416,7.534570824390166,6.681356686678262,16.569764501818277,20.776858244492754,10.424640872174844,16.674874339842837,24.81048436499763,0.9089189902350057,0.8132712630413202,0.7883441574657186,1.007076584423563,0.879830052023818,0.849722699711624,0.8939831529664702,0.8348410877010414,0.8274837801456493,415.05071608010434,89.19480272199917,302.0427806511969,20662.394255018517,20240.98492605893,464.00351862057914,566.0866213892865,748.7754288903301,749.3345987022972,6.157264130318543
2096-10-01,850945.8237407805,1315360.7146131187,492930.0114731368,801073.935704027,458785.2823698149,1470369.339351414,338367.36401333765,2632303.478689365,286368.041516174,2104705.206116253,921858.5181414804,8.241898168392844,244.14283505862383,12.02889015849804,15.550145531598572,9.631861878778544,1.970248424635492,7.510191994354935,14.48661278183124,25.98941620051597,74.69487384675004,79.47353614792513,47.14819036357577,15.66166855111632,15.66166855111632,71.13510268092668,7.532515072789012,6.66039210633991,16.517772342729355,19.75627014606776,10.584431537316052,16.56558898927589,24.57182359614141,0.9009388163318708,0.8044099739256272,0.7708058425354983,0.9884800656763127,0.8616534389773001,0.8232660016124032,0.8944206773765808,0.8336977630527604,0.8188461441196841,415.4135503202493,86.19840241847847,300.9491999339803,20664.513681002703,20261.82545880779,454.043083444174,566.2485530319129,737.1315304607332,728.3836734160144,6.096266974397788
2097-10-01,849927.2982325946,1309984.9439759592,494382.6741897975,804936.666644554,457537.61871461605,1465526.7824097483,336958.85681739514,2635224.9690394164,285525.8824062924,2107444.0696461676,918405.3327028442,8.24597152017457,248.05408040346353,12.02887727289824,15.538556820638743,9.626512496464946,1.9702871538289741,7.506739513638677,14.476606373947165,25.97092584121945,74.7880291854814,79.46610875030215,47.109991498568135,15.663865531331354,15.663865531331354,71.33689878535942,7.569735373619292,6.663947808917502,16.52659048389619,19.77174285835145,10.566462970603586,16.53917705725317,24.500872889249333,0.9470470797006773,0.8621736743146993,0.8298093238154961,1.0437593234622238,0.9213891070294922,0.8802403270432346,0.9251872602592675,0.8789142438868484,0.867564220616748,426.99839308650587,86.81297907250436,305.8768065008418,20627.449734688795,20230.857173495784,452.61809570941585,558.7050963688465,762.93182970514,738.3989018670413,6.159518697508804
2098-10-01,846781.4413564475,1297071.0863882287,492760.1312969639,802792.3943208838,455218.4808885513,1448282.008018897,334961.85182256525,2600325.891400357,283886.67290311935,2079824.9191303155,907918.5729514717,3.664035869765336,226.69918124101918,9.708055843458187,14.280831299798436,8.17856789396914,1.971511099146278,5.752808424128026,13.59644828402945,22.474741119732833,71.60791190047387,49.54671403345104,45.22215913647442,6.330812384503688,6.330812384503688,68.55076099718327,5.25259590128971,5.807637282321697,14.402940413736168,14.547966352701804,10.539984102032214,16.416128720764746,24.334530819567455,0.9369663305401364,0.8547228809080055,0.8242848257645317,1.0320544997864936,0.9109464586094929,0.8699642758851255,0.9208921740096685,0.8774883274487095,0.8685788392546981,426.8476051068014,82.75470599962286,302.75704516710675,20303.797520078653,19939.76724527034,445.7519458889436,561.4575562595106,736.8103218594449,714.8307668057057,6.060147524997247
