datetime,TLG_fnf,FOL_fnf,MRC_fnf,MIL_fnf,NML_fnf,ORO_fnf,MKM_fnf,BND_fnf,NHG_fnf,SHA_fnf,YRS_fnf,MED_swe,SDF_swe,SLT_swe,BKL_swe,HMB_swe,FOR_swe,RTL_swe,GRZ_swe,GOL_swe,CSL_swe,HYS_swe,SCN_swe,RBB_swe,RBP_swe,CAP_swe,BND_swe,ORO_swe,YRS_swe,FOL_swe,SHA_pr,ORO_pr,FOL_pr,SHA_tas,ORO_tas,FOL_tas,SHA_tasmax,ORO_tasmax,FOL_tasmax,SHA_tasmin,ORO_tasmin,FOL_tasmin,SHA_storage,FOL_storage,ORO_storage,DEL_in,DEL_out,Total_DEL_SODD,Total_SODD_from_RES,Total_pumped_from_DEL,Total_Shortage,DEL_X2
1997-10-01,1004170.2876666666,1744734.1120000011,568814.6173333335,889326.2493333332,557066.4339999997,1877863.9436666658,429302.75833333324,3801626.721333332,320216.72233333316,3098728.6649999996,1329289.1653333334,23.114057777043588,740.1715330195315,106.17106425876031,152.74214773030013,100.89549564658144,37.37292025588208,66.58104149392342,106.22836851904164,176.78657018058846,265.35027534038664,321.39669403742676,227.80800894041215,113.68567281020114,113.68567281020114,242.70023322059134,37.849507882033684,66.23543328898074,164.26387478538703,102.1303837753252,31.94436821155038,38.78447211140385,53.271171120336184,14.244402861949641,15.48322792299059,15.998820126551456,20.847938486497767,22.63896251809626,23.131003768490178,7.640867245903757,8.32749332267299,8.86663650148015,3188.742640834528,726.2004548695007,2419.2838949482157,22067.41385418544,17992.34072247676,4430.664389265917,3069.664270732817,4075.073131708689,69.25717021671356,74.70797391274924
1998-10-01,1016224.5729999997,1773312.571666668,575564.7970000001,901977.1816666665,564225.0603333331,1929292.3309999993,435504.66166666656,3916107.4609999983,325657.3233333332,3190758.876,1354834.5003333336,23.594850481798904,757.5220999813811,108.20321121810868,154.761267375924,101.18077322148207,37.206213412614794,67.2782697907808,107.4140032718639,178.4646797712473,271.0427912335651,325.7983533734733,233.83274307437858,114.37105909504676,114.37105909504676,248.64466904733274,38.59434951340442,66.83740534665449,165.75676548705795,103.52152454943202,32.24574041201507,39.21490822311203,53.67669620773231,14.224077290143448,15.46740600433865,15.978839303983928,20.8173768435026,22.611525074232407,23.10055171501948,7.630777747814633,8.323286930521512,8.857126911835618,3208.5279640017097,726.0747937665918,2433.4937388162193,22847.055591934106,18695.262047092972,4400.623976593941,3117.2843794828414,4151.793544841136,69.25717021671356,74.39639420955478
1999-10-01,997498.4746666665,1746266.7250000013,565236.8973333335,887002.3703333332,552998.5626666663,1895946.0683333327,426769.9009999999,3832891.243333332,319283.29933333315,3124659.2956666662,1336857.326666667,23.42545169359031,746.4806323311813,107.8327670249083,149.42184172026566,99.95780934280856,37.11571349023979,65.97728444506447,104.38781642811111,174.48087358783113,264.6366473324808,317.65767938806044,228.12140315663785,110.4873751214399,110.4873751214399,242.20076182353125,38.12188744095062,65.42591733047506,162.2562751036113,100.60960786475653,31.8111584729197,38.74284213949385,53.045015780705945,14.268311726590513,15.525221833929008,16.037301054737643,20.879908833924183,22.691170028949593,23.174772915124617,7.656714632331895,8.359273634709949,8.899829211982096,3159.1466699112416,723.2868608879241,2405.6738673198465,22456.60852968959,18359.62845259127,4443.82093156284,3148.934264083506,4096.980077098325,74.47361899366851,74.62746089661609
2000-10-01,971580.8479999998,1705328.7243333345,550173.8316666668,860924.0226666665,537978.7859999996,1854978.0246666663,415551.9639999999,3757046.592666665,311156.57366666646,3063319.174333333,1307511.1323333336,23.36879872363027,739.6678760106112,107.16761542622616,147.98908827134386,99.25600203438292,36.91207422445648,65.41232827001029,103.5941296826395,172.70160330388387,261.5486089116077,313.8079798174613,226.9701502143893,109.4946591251919,109.4946591251919,239.73206411314564,37.8522236216658,64.90983384142282,160.9763880225097,99.61712340652885,31.32457330015176,38.16248525694984,52.23642972563727,14.2955199459169,15.550990326795535,16.060689640324714,20.938543537834697,22.74891797530122,23.231571088994198,7.652496367054422,8.353062675212875,8.88980820708533,3078.974946716785,709.2060946481511,2354.9495135421157,22023.62895545408,18018.510599838995,4490.411972532176,3105.6030654918736,4005.118355615093,123.0041418852675,75.45465209802434
2001-10-01,901904.0243333331,1603167.8686666677,507550.20333333337,790890.4943333331,500980.479333333,1749012.4896666661,388038.27099999995,3556731.880999998,287630.3963333331,2904049.3456666665,1240484.504333333,22.017716740110483,712.022117079199,102.37850377725151,142.15984267515367,95.1266364863065,34.733141980241044,62.26377814505722,97.32557464096219,163.10711487000052,247.4969345816157,300.4111338996326,214.95171782465513,105.31863566973978,105.31863566973978,226.4768321118036,35.86259576213836,61.53972497316008,152.61851815242102,94.71371315225863,30.466121690380355,36.92447751941401,50.31809199664203,14.327606444831174,15.590918173995037,16.101293445656463,21.003199732946186,22.82908621363404,23.316304326111823,7.652013171364834,8.35275013490816,8.886282578953532,3015.8465228875953,701.8161526033348,2314.129777172148,20858.436567308567,16951.466372076102,4555.201323548733,3100.486740227153,3906.9701952324763,123.0041418852675,75.97883693672408
2002-10-01,895607.3619999997,1582803.6443333342,504872.6243333334,787016.3859999998,497891.00733333296,1720193.7629999996,384597.9856666666,3490135.498333332,285800.7126666664,2850063.717666666,1220799.9966666666,20.838454668334695,699.3048757566945,98.45496044801261,137.6182847206964,92.00180730984354,33.09134838228809,60.18474616951574,94.62599111341025,158.45116778274308,242.16377654993,292.96180071097905,209.74102821012835,102.37968226496484,102.37968226496484,222.07650063795228,34.47483235390778,59.48285325475026,147.51747626674944,92.34278411126851,30.20227498090659,36.5658516875741,49.91615142347688,14.324281787577151,15.585014064070686,16.093076094252506,20.981055441969854,22.818918176567863,23.30499290913747,7.66750814777239,8.35110995226699,8.881159291670851,2920.1543297154526,691.0167304127998,2249.5238536030606,20446.13570736265,16640.941175392574,4618.873180256424,3088.9687752316213,3805.1945319700867,186.55117763268058,76.63029932848404
2003-10-01,901164.858333333,1604321.7136666675,506803.5056666668,787781.7466666665,502357.217333333,1746314.8429999994,388750.3466666666,3534916.119333332,289006.9709999998,2883236.849,1239665.1893333334,20.324229515417624,705.3480203203909,97.05711128536669,138.21855437278566,90.30397017627497,32.723353333065376,59.04160252701384,94.00660566220996,158.05180944665005,246.07354129589672,295.03825620657386,211.56813105974433,102.40401765796483,102.40401765796483,224.46493133809093,34.283993975000456,58.706877505165174,145.59305637748952,92.83571001705288,30.501758194763585,36.935507662304104,50.32600836263406,14.361401739803732,15.61516410063114,16.12293417905247,21.0429129444179,22.867067983272452,23.348918906660376,7.679890553026485,8.363260220468936,8.896949461647962,2912.4869839437065,686.4041691177185,2260.4370469168794,20648.089843121557,16845.197611543652,4615.2629391200235,3084.6282005670514,3802.8922315779228,186.55117763268058,76.51195635626827
2004-10-01,895376.723333333,1591701.2830000008,503846.4593333334,783010.9159999997,498970.2769999997,1723267.8063333328,386102.7553333333,3508527.1203333316,286952.3366666665,2863096.725,1226099.827,20.192812164981476,701.3636608666377,94.54832131895544,135.92477166688425,89.05523867347624,32.716716803563116,58.32115502809667,92.88046867353094,155.4658999089291,241.21990479674875,290.9988059619479,207.67937489425418,101.19478023456821,101.19478023456821,220.73503821998457,33.79675512503129,57.98398915724104,143.80029327854677,91.55353804152216,30.40311240055934,36.73101825295238,50.20241173436589,14.391407677523185,15.655497890408679,16.162672535477263,21.059713858642326,22.904296294959206,23.381538083943045,7.723101511991336,8.406699490125225,8.943806995328247,2909.0957177751716,684.9299731671965,2257.8274028236046,20521.120652129226,16713.734023514487,4646.544419762012,3098.348643813559,3807.3866286147486,186.55117763268058,76.59836348932872
2005-10-01,895392.4426666665,1596107.2330000007,505247.9956666668,786106.483333333,499075.21666666644,1733596.587666666,386650.35399999993,3532857.8123333314,288320.31533333316,2881037.3819999998,1231521.464666667,19.753816828916264,694.9311959069956,92.7492223961991,133.06633194082846,87.30305399043414,31.94255513185251,56.95790589156573,90.78437700965287,152.47501929003732,238.04021282288625,284.57291637155487,205.60139162298802,98.5059987853559,98.5059987853559,218.30139809384673,33.076101634698006,56.769369125302404,140.7880357428784,89.81667376742953,30.4622732513821,36.7904244183194,50.1645837645605,14.427460028924592,15.69407863191101,16.202363378663566,21.10144824526686,22.952137308739264,23.431078841630995,7.753471826765709,8.436019961802952,8.973647918790935,2890.8836544080177,683.1308464879171,2247.1700117950736,20515.955042180918,16720.362103532487,4663.338662467338,3110.5898398842623,3795.5929386484427,186.55117763268058,76.67132294466417
2006-10-01,870306.2573333331,1575109.8223333342,490583.5493333334,755651.1616666665,486187.27699999977,1718897.9509999997,379039.5973333332,3537207.255999998,281419.22933333315,2884281.2689999994,1221459.2690000003,19.706665218165845,696.5775959018982,91.6785219290859,131.92309444610285,85.85911880025076,31.00664736645967,55.93777072997619,88.29513859566414,149.9123287717757,234.91907113291944,281.36778751443427,201.41054038354574,95.5580189256135,95.5580189256135,214.46479248748392,32.7995048833444,55.67964924759753,138.08553044809574,87.97306331124467,30.653868659758565,36.84416274325949,50.015073956341354,14.46905911452364,15.735508311734803,16.24321634560359,21.134016281949393,22.989599411442025,23.465774731373948,7.804101963068564,8.481417221234363,9.020657963739087,2885.984327671568,680.7005402207136,2238.7988068271534,20203.564717051246,16414.34271946643,4710.88451751081,3137.879011698887,3789.22199758483,186.55117763268058,76.84184110574894
