datetime,TLG_fnf,FOL_fnf,MRC_fnf,MIL_fnf,NML_fnf,ORO_fnf,MKM_fnf,BND_fnf,NHG_fnf,SHA_fnf,YRS_fnf,MED_swe,SDF_swe,SLT_swe,BKL_swe,HMB_swe,FOR_swe,RTL_swe,GRZ_swe,GOL_swe,CSL_swe,HYS_swe,SCN_swe,RBB_swe,RBP_swe,CAP_swe,BND_swe,ORO_swe,YRS_swe,FOL_swe,SHA_pr,ORO_pr,FOL_pr,SHA_tas,ORO_tas,FOL_tas,SHA_tasmax,ORO_tasmax,FOL_tasmax,SHA_tasmin,ORO_tasmin,FOL_tasmin,SHA_storage,FOL_storage,ORO_storage,DEL_in,DEL_out,Total_DEL_SODD,Total_SODD_from_RES,Total_pumped_from_DEL,Total_Shortage,DEL_X2
2047-10-01,741584.2118167434,1117441.044529397,428662.89931605227,749181.9121960299,408284.4185599597,1159595.6866191067,304007.17363724235,2057482.918138306,248463.7772425943,1644575.034372981,766527.172087839,7.743318943358303,232.3492447881936,43.80768264500361,48.10340194050957,29.42969969978848,21.743565778657775,20.682119262977945,37.00896037733453,62.009834531363424,133.22807130423624,119.33876732658308,111.91791031157734,37.43110339736354,37.43110339736354,129.18942423216876,12.548684232929265,20.910929891920382,51.859105013947215,39.50473180444547,8.796219971672064,13.285615634827975,21.04363845189082,0.4243816360812292,0.485925759053203,0.5154491049386352,0.8115940144613847,0.8813362981906466,0.8914089550086997,0.5694435612951275,0.5651512224574764,0.6242228852671357,596.0218348151197,110.67179696133603,483.73531923585176,15517.14738879309,14438.641741698071,744.6490894995748,714.8739628507217,1262.9435642078051,675.5060085538927,7.544116237311607
2048-10-01,644638.6219293566,1045580.776736566,367144.13368150627,603038.806550256,360933.81001236313,1118909.43651036,273975.17086227745,1969409.8916887918,222212.92261001313,1575378.6967079486,737024.4597394619,7.7128749588825665,226.7716213648884,44.18385099433189,47.77864946069252,28.695539886046248,21.771278495794697,20.78118576509657,37.29912080949668,61.713604724904854,130.9631380046662,117.20417768827745,104.84984994112783,37.45765320055128,37.45765320055128,119.4678506366384,12.585411496607884,20.945677303774772,51.94527861151251,38.65530962451851,8.457838427441851,12.795042328016471,19.701487518089277,0.43136758334352004,0.4865769878625598,0.5129303981764181,0.8067208973373278,0.8738639882406405,0.8724889212507467,0.5878801388536803,0.5761597632027653,0.6405099935577501,595.4063096711689,108.81735506711047,479.32267910747845,14841.585237348527,13815.851693523184,720.6214504483421,715.3130693367575,1220.3393984771608,666.2754729350212,7.278674794095724
2049-10-01,657310.6119238302,1056873.3650550588,374642.08970216266,614083.6981665265,367383.2525629127,1129204.3607328148,278008.93559858185,1999663.1799283472,225903.3524259701,1597925.4399194487,741916.510293253,7.724997721185679,232.74739559164053,44.669626578794976,48.16194166209411,28.862221883121098,21.771278495794697,20.96729623298408,37.83531997659271,62.08888268280723,131.83908189764364,118.3408495966638,106.03532064734763,37.66958794169222,37.66958794169222,121.13899345742954,12.75004541295076,21.147065880128043,52.44472223934912,39.09884574293293,8.507099927476391,12.837370063236987,19.81511455175487,0.41464717625951336,0.4583560783355572,0.47819725114063705,0.7968786899095069,0.8691944475804413,0.8631680954755881,0.5805650631374822,0.5439862735861816,0.6017923508424196,594.3796133107649,109.31449587619035,479.22539615775065,15110.585581211677,14068.758791017106,722.4960639668091,697.149084102928,1233.2192250220644,656.8681797143316,7.336120218905492
2050-10-01,643272.3031863453,1042500.5620621702,366957.030165151,601014.1558199035,360677.18699500395,1115503.1107739334,273150.2784162266,1983119.3663536827,221787.19623294089,1584543.0721649302,734180.0154149022,7.712112753822179,233.0318119788052,44.86292465002917,48.7283944548973,28.93172719627494,21.77825220163025,21.021516168865837,37.794657329064975,63.11868194014436,129.52130171784432,120.17233565895306,104.21732777441856,37.678282183066486,37.678282183066486,119.14225860846985,12.85839373635863,21.232652761731753,52.656977702796674,39.038317835855906,8.456533857282876,12.712832329268466,19.598042716963203,0.4226979961484895,0.4715885433712105,0.48905234652076224,0.7933652583989025,0.8728590075516626,0.8650404752896061,0.5622461076683065,0.531985049416245,0.5776591835611181,591.9879735666307,107.74842512686092,468.2787771578185,14890.078182172847,13857.223477705398,722.4214619350089,646.9821394687906,1227.1846167431722,649.738419636106,7.307646122542553
2051-10-01,657099.0446519424,1076268.341605008,374487.58616186737,612631.8643176883,369730.76974738576,1147113.799637482,280954.6888898598,2024825.310665946,226980.37479790943,1617382.8949684459,761474.734129769,6.502136916043206,238.34639760059514,41.98206028248172,47.12827567509728,28.07311355522515,18.062711331905053,20.704954586433896,37.103014917213976,62.42605820808464,131.17009550917268,121.44409258322403,106.01272003099993,37.063332036131015,37.063332036131015,121.18254228553027,12.4577567534723,20.33679846237519,50.43525910029647,39.52037678612145,8.912978734700006,13.25318352197896,20.404586847256446,0.4425001240119297,0.4869937100782174,0.5015752873986038,0.7932771597118642,0.8739396382286982,0.8648549088178853,0.5973004164580396,0.5500607709505085,0.5937877050024645,595.9528231966583,116.07769492426996,477.9424736608431,15105.486979130268,14042.0509393123,761.8672238634982,597.2830697517309,1253.5260531838603,642.1563035062936,7.581937300710183
2052-10-01,648951.9624070304,1044047.6880104879,371191.85351133527,615434.0449005598,363071.29252471676,1102974.0909541282,274261.8826801949,1910838.0574226147,222256.32346759707,1521285.3815425262,732567.484042388,6.4801365396887,217.0515043511038,41.59706647737454,45.971298578154936,27.428170947780618,18.050849779269637,20.40986347784225,36.116673034253665,60.6167855993319,129.01321396794663,117.81903838687795,104.22721982161914,36.76505428672819,36.76505428672819,119.06741487126494,12.143629990196262,19.944609977496526,49.46263165649255,38.62809091794683,8.279678767108207,12.674220864613085,19.874278693769945,0.43416765805878704,0.48076329782931126,0.4947129799704457,0.7943652406144809,0.8734405530470265,0.8758038250725536,0.537336794202502,0.4767437512600247,0.4974964793231233,501.9418464511769,105.85766589735258,440.06642426589684,14579.290977567382,13638.176507099035,699.702069180734,605.8247426805591,1111.0611883676702,537.7801580614407,6.67298742956027
2053-10-01,717758.4829316507,1106436.1837388934,413166.04817599483,675121.5054996694,393290.6064303072,1141233.6218518917,293067.30742729077,1927198.353558858,239831.94949793976,1533929.648675981,760442.6041049466,4.98108137054367,224.18146373489665,34.77419109505571,50.55454796679096,26.773333191341926,8.230090428153941,17.982008442480797,40.180465078296,68.74035092247378,145.75616100603244,145.59082062273242,121.30169510044169,44.68943405492305,44.68943405492305,139.12845392965215,10.575631394918938,19.069999298504452,47.29359785941233,45.231625505236636,8.299183890717053,12.946804745595674,20.857132487893047,0.3951677420982626,0.45074188041607094,0.47136645008338907,0.7789412947575755,0.8694916582500394,0.8772675699257948,0.5355329562872251,0.48178300471347024,0.5133409179650561,505.37361904041325,108.6980936538584,454.2650040971796,15772.563354849344,14747.806674281337,725.8405855761156,600.4804509117753,1181.701792686411,543.4380522165513,7.063791127556958
2054-10-01,639630.7426921229,941223.1675408812,381683.7533122316,655022.3736223448,342572.0927435293,1027647.0362439137,248252.32300118788,1861393.432134878,206202.29677062228,1480506.6551966583,667488.6871351992,4.992831436672581,218.4635599692071,35.12322581704656,50.14762080005991,26.896454160154313,8.266135794188532,18.056937164772428,37.98315074280272,64.50802887279661,124.95737698738523,136.8476709812583,109.5500191890301,39.10211420651114,39.10211420651114,118.62191041180756,10.591200317486733,18.93434872520389,46.9571844246667,40.403516828530606,8.026157842583718,11.683237656836791,17.793608729824307,0.3955289476253671,0.44423437045751313,0.4588869142068234,0.7801290130168325,0.8731289210289738,0.8704761338141476,0.5306009391322684,0.4746095263037477,0.5063286199681424,500.9438859697402,103.07301580520476,434.04743816382575,13332.813860035383,12395.975162168977,687.4715969169076,645.4721605466187,1101.4186359121652,533.807726534435,6.497947714764277
2055-10-01,639834.2425648835,942887.938193762,379907.14795927494,650324.1386004848,343432.2343869208,1018162.1346919491,249337.16001551604,1829000.1602738036,206360.68098139577,1454391.3343672256,664529.5022124079,5.011365231133503,218.44012229581074,34.73795230825987,50.138515330897,26.711373804376304,8.279663250429046,18.069192751605385,37.97607985417493,64.51657449912499,126.5629982909548,136.53152423894497,109.6931577717814,39.09963080822695,39.09963080822695,119.90178158840637,10.588379949210834,18.934191919869882,46.95679554754648,40.488393648880546,7.9456651104810385,11.624062383358508,17.851089765065076,0.40931441595728996,0.45270397196777934,0.4673731089620877,0.8088402168486589,0.8852628859521712,0.8772636356298785,0.5222423332848259,0.47374214645039225,0.5109196139787359,499.22961364587,99.6288807632603,432.7462992975376,13286.59430768015,12321.58587520923,693.3227823114034,660.8669795744734,1107.023475904676,529.153385286551,6.640551000334813
2056-10-01,599191.4332982537,866655.696709391,353752.4059298442,599306.2771888758,320140.60644084803,910543.9618061164,229729.72913206602,1648237.706546657,187954.03610639714,1307727.114358118,601745.3440820747,4.178294235914636,202.48935995214183,17.751990074747727,40.71177081431796,21.494463032090486,4.577489639689516,14.931252490612628,32.32179192384815,55.47528856515727,111.63072771176454,127.2566874846014,89.16655191606864,36.59333678882724,36.59333678882724,106.63271172270781,7.286985160394457,15.11049302157141,37.4740223046906,35.688378206947384,7.5413210764242224,10.702801466398064,16.661376991690123,0.385197435501537,0.3983780811655677,0.412516779170226,0.8349992785587482,0.8707227488030841,0.8535937056220061,0.45578973542994566,0.41626207878733296,0.46421950508749305,503.82897012361985,92.86418508522705,422.4789094656054,12539.729019584005,11633.51421644847,615.1303179959231,659.300626259056,1061.9637708903158,517.2604546612774,6.515860970325264
