datetime,TLG_fnf,FOL_fnf,MRC_fnf,MIL_fnf,NML_fnf,ORO_fnf,MKM_fnf,BND_fnf,NHG_fnf,SHA_fnf,YRS_fnf,MED_swe,SDF_swe,SLT_swe,BKL_swe,HMB_swe,FOR_swe,RTL_swe,GRZ_swe,GOL_swe,CSL_swe,HYS_swe,SCN_swe,RBB_swe,RBP_swe,CAP_swe,BND_swe,ORO_swe,YRS_swe,FOL_swe,SHA_pr,ORO_pr,FOL_pr,SHA_tas,ORO_tas,FOL_tas,SHA_tasmax,ORO_tasmax,FOL_tasmax,SHA_tasmin,ORO_tasmin,FOL_tasmin,SHA_storage,FOL_storage,ORO_storage,DEL_in,DEL_out,Total_DEL_SODD,Total_SODD_from_RES,Total_pumped_from_DEL,Total_Shortage,DEL_X2
1976-10-01,533897.350873175,731234.5697195099,316549.17862437165,532061.0456503725,282721.2456712663,779280.9113562612,206142.72711492056,1469890.8626860073,170251.56435078333,1161490.204888627,487537.5589385983,16.69792709394205,242.8810051746899,64.48254894826245,71.53447394397773,46.50624714344091,39.37929722093008,36.44765484021543,53.767398683960444,76.8695158333283,106.33115867945156,149.6180091540338,98.2752147703204,70.06051243269647,70.06051243269647,103.21985069335966,17.87171230055894,33.75081707935573,83.70202625709011,48.435276025637286,6.73255951149106,9.23490377156777,14.180570340942245,0.4260549321533955,0.3315823065884005,0.2878779926673583,0.6412018512214103,0.5874228422177467,0.5501964533565323,0.5822499952089919,0.5498055554301262,0.5624356947364566,429.52605882544503,30.124581716487604,225.08167984491132,10279.097144756988,9401.566432566817,811.2974218450844,603.9887381932847,938.8611913669232,46.46682314913585,5.139048767849879
1977-10-01,517701.73993980495,714145.8608437199,306112.69800505973,517122.08554335084,275700.9821490292,764567.6006399153,201956.77669186183,1466759.6689642586,166844.65217872954,1161228.363850659,478327.24103904975,16.712591720288426,242.898952135191,63.30122097195067,70.72179289559996,45.58736033715921,39.48787403878349,35.467205620474175,51.32861189877639,75.48107113695768,106.7794851443108,150.27887423960672,98.6856013024954,69.30762836606263,69.30762836606263,102.80082301133713,17.976701751998604,33.044451015968534,81.95023834614872,48.18197265964247,6.706570929313739,8.929940415431757,13.705304229636,0.42109510009032397,0.3283457238019848,0.2871800663491481,0.5875228341744125,0.523290595225141,0.4773438799082343,0.5685483062879148,0.5213956589489127,0.5123556132661454,428.8494351482637,29.892840782632128,212.34437155967757,10103.231935341606,9224.774950076471,795.2677033564082,615.4770975259692,935.5630748451459,46.46682314913585,5.06094904683247
1978-10-01,519602.7440543305,714736.4626704128,308118.72659895715,519373.2371920828,276512.86136150965,764797.1149592355,202250.661188198,1467104.8294291182,167581.43321904956,1160204.086492476,478380.8105267603,16.049146670031433,243.04409269106944,60.09969288641627,70.94797885235515,45.19418233925253,32.11501602559491,34.18189916855611,52.47680374934114,74.52516857717819,109.23434510644785,150.13316420088776,99.41576914231243,67.67431995233376,67.67431995233376,103.53228109889498,17.249744332660907,32.0288957829806,79.4316616950239,46.85218274275208,6.656826047303766,8.926747126852202,13.706603474060705,0.4319090271942626,0.3226207260688969,0.2767323163383778,0.5637556389184827,0.48456571357763156,0.4609247145000102,0.605092983025752,0.5755721366253174,0.5538024163628772,428.6819796769977,29.560280718518307,207.7097432039482,10061.00919787746,9181.989109461309,737.6882343336672,587.5769798315554,937.9042677918011,46.46682314913585,5.062146117833435
1979-10-01,530747.167652231,757641.9357566463,312392.7040156982,517359.1090484729,285881.51061087655,827471.0791054658,210861.6984711773,1616916.1863546106,174309.68110384222,1281629.799128632,516253.3491823552,16.587671275234168,261.5330757859155,63.36355940970593,74.50608502626427,48.126664863047075,32.69434170794874,36.10735131135874,55.268434475445545,78.59378202083937,113.68781909356188,156.93706294802803,101.28555750009558,69.48414377001166,69.48414377001166,105.7430917377145,18.4485771774629,33.86498117332291,83.98515351231428,48.581447037930204,7.672239779176876,9.856447133630718,14.588485714806042,0.4062289054978854,0.3108716029543779,0.27040376525676096,0.62038616684854,0.5542019471790083,0.5311072848421631,0.6462090063809864,0.6106074624428522,0.5807862526147962,610.8372108699676,45.88833836913261,320.63535347349983,10630.161528171837,9595.356823667267,874.6391882947507,584.6083452363314,1113.5055902764761,284.50677323902045,5.67664773073689
1980-10-01,548089.599494662,774782.6156875564,323446.6119684655,537589.7113078998,294112.65618448425,839274.003668456,216571.34599974082,1645682.830869529,178414.52383360642,1305052.385614321,526643.1151187205,16.757535625519978,272.3473194053376,64.8131226561987,75.18426639943273,49.10892103083573,33.33507591588447,36.82662502967008,55.94016912269192,79.95050256126254,113.22489362277177,157.06379823185696,99.32058298392894,69.52475275591561,69.52475275591561,104.56954156636361,18.959699470654332,34.69563682637647,86.04517954442606,48.8908654486458,8.04458627105595,10.147107151674057,14.988486604451918,0.4345946155413995,0.34362864067810517,0.3048513954480854,0.7056971467039558,0.6538242600094726,0.6270318307277929,0.6234865508823426,0.5942319024289527,0.5662766185294844,706.3425204529894,59.29720475860102,393.78914557628013,10826.110029464255,9700.552002221519,887.5644785779723,589.5322011928467,1227.6531079514361,310.5070098673934,5.871488637505331
1981-10-01,522544.46562103427,739350.6551626984,312344.9119477718,507628.18063146406,280662.2146856928,794726.1496827995,207988.53671982995,1574011.3420201438,173225.01720041345,1247461.943579323,502986.9207469023,16.834368451441055,258.2109637240351,62.93514473574347,65.59691664341489,46.528225802262085,31.232239846397874,35.59812208499881,51.71032911268768,73.71087702289752,106.72592064254212,130.3162109577711,94.26295425132417,59.67674136793662,59.67674136793662,96.27831977125389,18.52180954587187,32.51242464535967,80.63081315076593,43.1045271077337,7.732530310926762,9.624900569393972,14.198152821911812,0.4243211618960731,0.3403750776139791,0.30503743263159955,0.7057821738576306,0.6461049043141592,0.6114667658562076,0.5877561467588743,0.5611634957153321,0.5409413436570292,701.0121222347902,59.073864241334036,392.5476584266733,9990.862904276133,8921.433768791401,860.2474356905799,591.3605466314019,1174.6222805578432,310.5070098673934,5.54174118824502
1982-10-01,764553.8605867523,1029537.0538158136,473331.8237601933,843909.0036037124,398147.99891995656,1129024.6887443357,285485.70886473067,2043893.6729350172,243280.74381335542,1603524.0545714532,702402.0859211816,16.612654089143085,274.74446391989164,63.9173036168876,65.10911689002157,47.381228508200586,31.66033184546054,35.827282107670435,51.91587161317972,74.93703147385195,132.69115123745294,136.15782530539116,118.31570860665099,59.42660087982227,59.42660087982227,128.71489090033523,18.527992157483244,32.501093850949815,80.60271284338756,45.431250601033305,9.14220600894184,13.192456464100028,19.524074593441096,0.42399398653009085,0.3442395113857822,0.30699373553761633,0.7058692711970176,0.6489614499880141,0.6174825197514199,0.6014671807749911,0.5925915083227239,0.5753182718679029,706.7153743985574,59.853493722120014,401.28788253830766,14231.37999420919,13255.42795249136,839.9164401134215,564.5396837394849,1219.9013197828149,310.5070098673934,5.899054824943647
1983-10-01,794089.1495629862,1077386.8882061022,489288.6471245856,870234.8586351993,413935.2401222274,1187260.4105951353,296595.42244154075,2120945.5076937363,252488.24688427235,1667571.6029762386,737066.1100109982,16.78008326738734,295.68336715371095,62.31697150719014,68.20223309379202,47.39091632835983,31.675100566417214,36.73226194373496,52.09261691410928,75.02834792882442,154.01630348083205,151.70451919067906,139.11237955376265,69.31222103596521,69.31222103596521,148.21425674298035,18.977452890878755,32.67413031285531,81.03184335458525,53.62123014584623,9.45934716416539,13.74859278813349,20.268039535935287,0.42921558473830723,0.3482596714822558,0.31329577172071393,0.7213767149952525,0.652675815795699,0.6233762333557286,0.5960106805416135,0.5847921932379824,0.5695160966345552,709.5736885139378,60.21627927204511,418.34158061771717,15085.44974906166,14047.644517638959,864.8652003701578,543.1379045864974,1266.9316384531817,310.5070098673934,6.155319950889228
1984-10-01,793939.5016415562,1079126.80278366,487870.6028812396,871964.3001588724,413847.1059490853,1180662.9860572082,296332.71394890954,2095319.8001577724,252636.52699823852,1648140.031444006,736028.3833942119,15.902502288183184,289.8313796701518,61.231069929240704,64.77870860806586,46.76522156920687,32.024958026459416,36.74526226063097,50.32193425930996,73.34497065160534,156.39933281387667,149.66866672736157,140.99719820421058,68.89192367133111,68.89192367133111,149.84471206959705,18.587885402733964,32.227237142021615,79.92354822107866,54.05095250738004,9.220550701380956,13.626819095434513,20.273127679086524,0.43035144546095905,0.35454888105415594,0.3177906857085905,0.7203489170598026,0.6668909998536579,0.6415681189845219,0.593960709451633,0.5811249963034038,0.5665710181524545,718.0236770196848,60.32214027092165,424.1264068950659,15068.635537184999,14047.522837861256,846.5341042431314,579.3583726576459,1240.9181591299941,310.5070098673934,6.073861082126933
1985-10-01,855218.1504620827,1202971.1709462455,518151.34692486573,899781.8605084844,449403.0478651732,1348542.681718147,324490.6652882179,2412627.227504284,275433.51368900697,1917189.6257672212,827018.7761124535,16.115338352385276,347.48030824904515,61.22731298478714,68.26039499580585,46.83276641602252,32.006256605293366,36.72141178183364,52.674374056550995,77.43825729123763,162.1403076231994,177.32039373727042,146.6681877311081,69.4280822939976,69.4280822939976,162.6556796300796,18.90440598192638,32.37282369292348,80.28460288536711,57.36653771259197,10.073382349576633,15.142076069117719,22.357746197327817,0.45265785591998836,0.3752926547890173,0.3380121351433567,0.7280470903633861,0.6689075358321745,0.6412776540575719,0.6169157864186234,0.6090665580990888,0.5988300725194883,716.6226381590974,59.91969196176235,427.85319827820376,18347.219246883928,17366.10032912285,859.9761630445371,568.1006148001638,1237.7141431675755,310.5070098673934,6.437928386704636
