datetime,TLG_fnf,FOL_fnf,MRC_fnf,MIL_fnf,NML_fnf,ORO_fnf,MKM_fnf,BND_fnf,NHG_fnf,SHA_fnf,YRS_fnf,MED_swe,SDF_swe,SLT_swe,BKL_swe,HMB_swe,FOR_swe,RTL_swe,GRZ_swe,GOL_swe,CSL_swe,HYS_swe,SCN_swe,RBB_swe,RBP_swe,CAP_swe,BND_swe,ORO_swe,YRS_swe,FOL_swe,SHA_pr,ORO_pr,FOL_pr,SHA_tas,ORO_tas,FOL_tas,SHA_tasmax,ORO_tasmax,FOL_tasmax,SHA_tasmin,ORO_tasmin,FOL_tasmin,SHA_storage,FOL_storage,ORO_storage,DEL_in,DEL_out,Total_DEL_SODD,Total_SODD_from_RES,Total_pumped_from_DEL,Total_Shortage,DEL_X2
2007-10-01,1055865.6833333338,1753172.3176666668,601835.5056666671,954884.4800000004,580903.8613333341,1808823.3109999998,444133.66533333325,3446014.010666665,334748.49666666676,2802878.889666667,1317540.652333333,18.263411522372326,631.0376864506173,86.78810064726144,133.86084908932312,91.77839686922074,45.210388052032506,61.59027287968355,93.78770279114279,157.55793972961288,261.7448813913866,304.5972386484618,233.1479251853765,111.30062138891743,111.30062138891743,250.442852706978,33.132341216612126,60.03871412333449,148.89601086032528,103.25893658812285,30.380152506749486,37.897097715695075,53.27919973339145,14.467918245465023,15.672765647831179,16.191170917895594,21.145409770691217,22.8610555420345,23.330177564363847,7.79042672955048,8.484475737607356,9.052164268160315,2887.9728987164485,696.3336067027046,2251.8782698210875,21134.283684020742,17089.710430483632,4544.7692252640945,3200.353155905182,4044.5732535370903,258.9177983250786,75.31152478242906
2008-10-01,984556.4813333336,1658179.7933333335,560401.6013333336,874961.1966666671,543890.9566666675,1694901.7543333329,418357.2353333333,3249941.028666665,313507.4133333334,2647611.458333334,1250289.5136666663,16.610072693233548,604.4560637431981,81.06461480720867,126.0209321432571,84.94700336421383,40.509314169724874,56.334316681390774,85.77978327594361,146.97074698798588,249.9723699322712,284.12323611828987,222.15006969073357,103.94420771913528,103.94420771913528,238.2857274704145,30.603667464063097,54.84377589725357,136.01256421646656,96.62180748070854,29.434759117520173,36.58324678974983,51.50444703358658,14.498210028313933,15.712846013319425,16.23304169366815,21.202235339522346,22.93598613718859,23.408511812440683,7.794184719458533,8.489705874455149,9.057571573842843,2817.8464158047987,687.7074013930502,2199.7982883591967,19864.71045464074,15958.27033181727,4668.824921151479,3221.9385294572594,3906.4401228234474,313.67602763213046,75.91021028254545
2009-10-01,966880.1286666669,1639021.3006666668,550013.023666667,855703.8900000005,534863.6660000008,1681054.1039999996,411970.5843333333,3258872.557666665,308227.08900000004,2655125.093333334,1238756.2419999996,17.02176639672787,606.0824430412697,83.10392636163556,126.72438927082496,85.98179132121234,40.549906863267104,56.8890674010297,86.34621552701105,146.5591194644878,246.0302453315339,285.12161461192346,218.59924408594864,103.94357086305247,103.94357086305247,234.87214104046703,31.078528492274643,55.21996219734337,136.9455062722659,95.8068161492995,29.45640258563001,36.407719949973966,51.17373925293578,14.51840844723912,15.742073626042076,16.268629851128175,21.217471561487045,22.959525268350497,23.436881772603567,7.819345336061997,8.524621963270592,9.100377929449277,2766.333709957115,686.0408662162683,2156.2128432193454,19714.77457700605,15842.528880052925,4660.206908588996,3168.484659651344,3872.2456969531054,313.67602763213046,76.07126408582991
2010-10-01,955837.4003333335,1611174.7953333333,544218.3953333338,851463.8070000005,527808.7163333341,1649363.3519999995,405566.9983333333,3213029.740999998,303678.02966666676,2619723.4860000005,1216948.927,16.33556087610258,594.236771697869,80.25086704523557,122.48859117484314,84.12102966108547,39.1511014295322,55.45690025897163,84.44000918337983,143.18013688444765,237.48560400156393,277.9566154189323,212.129873231253,102.38588232224977,102.38588232224977,228.3643454979327,30.261554887688206,53.76005460550986,133.3249354618151,93.3180893163755,29.335498376714146,36.11216671202253,50.669813900596644,14.542094291880419,15.771368602587872,16.29877459944577,21.244790284002935,22.994923441443202,23.4737813150855,7.839398303535998,8.547813744020997,9.123767882920248,2714.2791635853964,681.8762968538516,2116.1831164625482,19286.880329816504,15483.383242691325,4701.48313288205,3145.0175928790977,3803.497087125163,339.21681873852833,76.47928935372371
2011-10-01,926508.5350000001,1573136.2166666666,525397.5870000004,817761.8396666672,512204.44266666746,1613075.5616666663,394295.33033333335,3163939.3259999985,293893.60000000003,2582843.719000001,1192704.8906666664,16.369429346455593,587.6015059741293,78.41117113983788,119.6542300980548,81.93362966719948,38.57208327647289,54.075760899712144,82.22463361674872,139.8452497628684,233.29539877010427,274.54968907181865,206.37424606309773,98.68378988460034,98.68378988460034,222.53391002729416,30.153537701525888,52.62759601053088,130.5164382002042,91.34339613188057,29.127665117784485,35.657199846117365,49.93206906374362,14.583202470555678,15.828758823164438,16.35424134374925,21.29254059384023,23.068614236468683,23.54807809498625,7.873864346122075,8.588903390753705,9.160404592925016,2696.831581421881,677.1633506614087,2088.7383200243653,18774.5997912277,15053.545742261176,4771.792106853319,3140.353993758709,3721.054048966508,339.21681873852833,76.74631931522647
2012-10-01,927189.8106666668,1585804.6523333334,524912.045666667,807609.8423333338,514888.5990000008,1627561.0566666662,397155.62700000004,3176786.7476666654,296229.65166666673,2590904.270000001,1202751.9459999995,16.48948505364008,592.1023087212983,78.47161315023892,121.3468821615967,82.03832008897017,38.58091889290665,54.47260838051845,83.23409662878757,140.4500442518885,233.1037623417938,274.6365759175859,206.0377154734758,99.06525928034192,99.06525928034192,222.28735581128376,30.353362136456358,52.950677198606236,131.31767956151387,91.46200139191706,29.11298712158744,35.798957071195375,50.21648357084656,14.619444022200812,15.868380283140889,16.391975589306472,21.34120360731155,23.117140263660403,23.597821473943362,7.897684437209837,8.619620285333475,9.18612970716204,2695.692554961392,674.5653024005783,2082.7123817463653,18926.615099339244,15196.657927343853,4753.948173365182,3130.0201630606693,3729.9571719953765,323.62327182637216,76.65575022650972
2013-10-01,884979.0136666668,1514181.249,499615.9620000004,753729.5913333336,492356.3206666674,1534399.046333333,379705.5360000001,3034449.759333332,281945.563,2480462.0093333344,1146217.2339999997,15.71674110868804,576.144345900346,70.8737170558032,114.88877587584903,75.05127131746845,24.732532271470692,49.14225555450171,78.22256831152835,129.78288477050253,223.084146002882,262.4228275922203,195.35096038672845,90.09053794298273,90.09053794298273,212.49161752656448,27.594004060859454,47.03935288256566,116.6575952600233,83.18901364496047,28.57903818185614,34.81175445331228,48.93704584904596,14.706990032677489,15.960196773561753,16.474436178057335,21.461949069797164,23.238905297566742,23.70806121307127,7.952030995981457,8.681488233195871,9.240811144475611,2664.3389944427863,673.6569893924278,2059.812888751326,18198.66609225834,14535.240468342714,4862.146666216484,3198.2909173150997,3663.4256239156052,323.62327182637216,76.98270247014608
2014-10-01,932969.6603333334,1595588.2516666665,528232.9290000004,801427.6986666671,519227.52366666746,1636146.640333333,400149.75466666673,3246964.640333332,299083.3846666667,2648599.5953333345,1203855.9039999996,16.11419312690545,604.4860675354939,71.39028147490947,114.1927712812084,74.57146125943208,23.730576116573364,48.654263731113694,78.25494731056843,131.99865482460555,224.9620302082168,272.4052090537253,195.59124964154842,91.94022837977708,91.94022837977708,214.46263955520448,28.1299045095998,46.816330684495526,116.10449997541816,85.04515628272277,29.495537221495297,36.08864633347295,50.64657342214589,14.742903733272238,15.98687987652221,16.495073163370193,21.48111527766592,23.23943771418913,23.704188153289007,8.00469218343597,8.734322022946873,9.285958176428823,2659.4651735940993,673.1704314381477,2058.097586684117,19408.310638140443,15723.051394851982,4823.908075113619,3164.9569659117933,3685.259243288449,323.62327182637216,76.71944928144741
2015-10-01,930892.7863333335,1599419.112,527310.1023333337,803663.263666667,519260.8573333341,1643720.3946666666,400028.6030000001,3246416.872666666,298430.0986666667,2647128.8636666676,1209031.8836666665,15.26688997322975,607.6331828783954,66.70776477603644,111.32221857183704,71.54938412483075,21.092469248915386,45.89195233145255,75.2549337245755,128.01377052060087,223.68359845095148,265.8849352959666,194.43556691486276,88.27156426482466,88.27156426482466,213.15855405684624,26.88130268684817,44.58652574076171,110.57458375952433,82.9155840383894,29.583192072426222,36.25851101774706,50.792147584450504,14.77111313188292,16.01178962797419,16.51787679863154,21.497848367189217,23.251384130166816,23.7164918271509,8.04437788771464,8.772195111072385,9.319261774137651,2694.3872205024327,672.9686416351071,2088.8678551710914,19504.85985055038,15812.231262455703,4830.7438832335965,3165.3835918644318,3692.6285880946602,316.6805529727994,76.68773443117088
2016-10-01,960235.8893333336,1658181.5786666668,545293.9320000004,829578.2090000004,535917.7480000008,1716714.8743333332,413260.7066666668,3371828.9696666664,309536.33266666665,2746217.882333334,1257240.904333333,15.621287240784744,622.1180125016391,67.57611637253775,113.11093267621074,72.65049916537035,20.979897555251114,46.51928929044225,76.61159301990035,130.59347286436744,226.40570897811196,270.608592719366,196.46344271710754,88.94308483631015,88.94308483631015,215.86642885194127,27.40881588773863,45.3539487992735,112.47779291341989,84.0512800662657,30.31609673019126,37.27359788229578,52.02239799498712,14.832493499699503,16.07573985510849,16.58065442471051,21.540165260620913,23.29663892620802,23.75928908660794,8.124821723496876,8.854840773165758,9.402019764716666,2754.4985178168995,681.7209332262885,2133.1758888233758,20319.707219408698,16498.27619416337,4782.572558389148,3211.8107452183044,3821.4310252453133,240.05537606130912,75.93457191694638
