datetime,TLG_fnf,FOL_fnf,MRC_fnf,MIL_fnf,NML_fnf,ORO_fnf,MKM_fnf,BND_fnf,NHG_fnf,SHA_fnf,YRS_fnf,MED_swe,SDF_swe,SLT_swe,BKL_swe,HMB_swe,FOR_swe,RTL_swe,GRZ_swe,GOL_swe,CSL_swe,HYS_swe,SCN_swe,RBB_swe,RBP_swe,CAP_swe,BND_swe,ORO_swe,YRS_swe,FOL_swe,SHA_pr,ORO_pr,FOL_pr,SHA_tas,ORO_tas,FOL_tas,SHA_tasmax,ORO_tasmax,FOL_tasmax,SHA_tasmin,ORO_tasmin,FOL_tasmin,SHA_storage,FOL_storage,ORO_storage,DEL_in,DEL_out,Total_DEL_SODD,Total_SODD_from_RES,Total_pumped_from_DEL,Total_Shortage,DEL_X2
1983-10-01,1133263.6140000003,1923228.4789999991,626753.135,999393.1590000002,628982.0020000003,2072428.7999999993,482412.288,4420740.239999999,352936.38099999994,3595192.453999999,1449080.848,26.869506269568216,1024.0691797412637,124.70376621305475,189.79153722751818,120.83734658753158,44.526284866557795,83.05559551030152,132.1873669647303,207.41730161209944,328.52807321677074,389.76962782665225,276.2269280953461,124.25055053811786,124.25055053811786,302.4400125476485,44.71218241278162,80.57602705068301,199.82854671122325,120.23775316598972,35.02274039275551,41.523329554028734,56.82029289988941,13.940582688047702,15.181356394877616,15.700131359261198,20.4961873678485,22.287375003233386,22.791222614280038,7.384978028020098,8.075337804997663,8.609040094211101,3439.348080973018,756.3664384298966,2601.162382581568,25397.57811948115,20881.612226415746,4224.231163303974,3270.2274433509147,4515.965893065406,22.546706195667692,72.64655687621273
1984-10-01,1111169.5110000004,1906224.7159999993,614902.1309999998,994705.523,617630.9010000003,2073520.9719999991,476906.121,4417626.949999999,349352.887,3600999.840999999,1442629.355,26.241262397103082,1024.746315685369,118.24985134680325,181.9362793736607,117.17366432431973,39.86747390456013,81.65525288687135,128.47176162048052,202.42010399635836,315.6385168031594,378.7515985745085,266.4452677488185,122.39236167529278,122.39236167529278,293.6129687373985,44.21700701759009,78.24243649034801,194.04124121827667,116.9567203942081,35.56432967933614,42.009671222299964,57.129040962098635,13.977342959239298,15.197081054890845,15.717405331824338,20.528477770905546,22.29069555140852,22.78601713887783,7.426208168672554,8.103466572958355,8.648793520618911,3431.176755614234,757.0475381526608,2546.1341277988495,25298.12734815359,20805.98828260833,4205.729955657979,3184.4507797580486,4492.139065545255,15.681312125376015,72.90507820175007
1985-10-01,1178233.3460000001,2019476.8899999994,655176.0859999999,1060114.401,653400.4220000004,2217324.656999999,505130.334,4619843.979,374739.2629999999,3753962.773999999,1527681.9319999998,27.59051603349672,1048.0925975187163,131.38572458295624,200.49967088599848,130.8048601163922,50.80271085418797,91.0931358347376,145.28597599787594,225.3260243251175,347.96493498453526,420.9982741475754,298.41954223664976,142.11108054974585,142.11108054974585,322.9804622847263,48.09828668803858,88.61273064760947,219.75957114379486,132.84063163489256,35.40038827802766,42.61487654880786,58.06747376903272,13.989559744853977,15.22059111394336,15.737335283949273,20.557624458488785,22.31933196761846,22.8134896447498,7.421495054206479,8.121850278798231,8.661180924597577,3474.3828227660115,756.3390161621822,2613.037862946691,26742.824621847674,22053.19633862037,3907.8734127323796,3147.9037106091505,4689.628283227294,15.681312125376015,72.13033637004995
1986-10-01,1000392.9210000001,1749807.1489999997,551973.6729999998,883661.4480000002,556534.2690000003,1854021.1159999992,434415.0929999999,3806497.6,316155.25599999994,3111148.039999999,1326479.3499999999,24.476409250152404,921.106214898937,104.51371597344583,163.7605479235694,103.2230902472933,44.66585594993478,71.47526204849066,114.90186388986089,187.16987614676867,295.09311808237464,358.3419908499713,261.35248794032606,113.65586951468364,113.65586951468364,280.2515642821475,39.435876667047026,70.39772244186659,174.58635052748525,112.45152071122997,32.72099166726654,39.026656998049994,53.704149163944656,14.015461110362747,15.254700702233274,15.76674761219906,20.589550483722643,22.3656936133562,22.857177302275893,7.441371765907254,8.143707811259034,8.676317911616959,3368.165954690428,742.1988484413837,2561.295396386585,22399.32367814796,18048.590050698596,4141.620620836613,3095.492387351267,4350.73362744936,55.0839154606204,74.24282959580829
1987-10-01,1000477.9380000001,1758592.4039999999,550425.7769999999,877231.7190000003,560158.9670000003,1824846.0249999992,439979.8159999998,3681506.7649999997,318760.12299999996,3007523.439999999,1322170.8439999998,23.522476803952017,867.4327583558334,101.16713287206353,160.02432726130058,99.31167003818935,43.687233631818586,68.1913546438413,109.22180545914118,180.3390732650637,291.4486328431563,345.344830291465,258.11637219633883,112.7872863906626,112.7872863906626,276.7637725310238,37.0685972355278,67.63251452210245,167.72863533323684,110.52710430204547,32.20424302800126,38.711458887231856,53.84988489201719,14.012951086476201,15.274944793670366,15.788979882738492,20.58588609392142,22.379389745109197,22.873493874554175,7.440016103600297,8.170499858583446,8.704465881367055,3244.186979326474,738.1625645897582,2461.805640538673,21295.28013356301,17068.597559472415,4194.586950478013,2919.8347751609285,4226.682574090586,39.40260333524439,75.09914322656324
1988-10-01,978600.8570000001,1735121.747,538889.0479999998,859350.5880000005,550781.5070000002,1810211.1859999993,431780.3709999998,3635564.478,313921.25800000003,2976421.150999999,1310484.88,21.307885003357036,828.3304968151722,92.62775740280351,145.3448204828448,95.23392494062401,43.419159667879256,65.53409975434,103.22196979656067,167.93006825268213,271.2759785762763,320.3731896769162,235.49273153118003,109.21396876099216,109.21396876099216,255.97667208946996,34.924729535068586,64.51225116840195,159.99038244943023,103.14539521084778,32.17437254403559,38.70961607919802,53.53676647743246,14.093741498608257,15.361888629164003,15.86870865208005,20.665606641610573,22.46091029441306,22.951806196177884,7.521876377255239,8.26286697956058,8.785611086195775,3141.605365918697,736.6372575269559,2417.5657066066924,21126.17322566049,16918.610252230308,4324.427928531231,2983.6763905218654,4207.562973430167,39.40260333524439,75.32326768340346
1989-10-01,1085594.2399999998,1881159.5029999998,604957.6579999999,971792.3260000007,607618.6930000002,1961623.3979999989,472118.6539999998,3861808.946,353683.471,3149481.859999999,1410249.2689999999,26.110927841908005,847.2022054796711,109.78093050426028,161.6609779430436,111.38323875352128,54.23949664786157,77.2195515948663,118.88762397313538,192.2443015630516,296.5274265743786,364.5076774789946,264.6552249298948,137.87861570084513,137.87861570084513,281.5025680094211,39.8906940605044,75.00458454417172,186.01136864334478,121.76768971091822,32.82453809979764,40.170754290683945,55.872064895514015,14.072463601361985,15.297253692612907,15.790190919041297,20.616929747281524,22.36804921740231,22.84326414814358,7.527997462398375,8.226458168050629,8.737117679959336,3109.656160743382,733.1581128483667,2412.951441719356,22102.967185968264,17809.69188071953,4182.712867368901,2904.329308579751,4293.275305248722,39.40260333524439,74.87573750361545
1990-10-01,998580.908,1710156.1449999996,558845.7869999999,899404.1890000008,553087.697,1804520.1749999989,426609.4209999998,3690846.1240000003,316134.7650000001,3009182.6859999998,1297063.3839999996,21.8800345153185,815.7030583498283,103.27687910859795,144.830548514734,97.30848263547846,45.755145955321574,65.32944210312611,103.77712000407351,172.4876113846116,268.92201039355234,328.71214861178254,240.6060603279221,124.4906787643752,124.4906787643752,254.55521506332258,36.681202282872064,65.40844384902991,162.21293923525582,109.51717376786294,31.891535380002257,38.25663906294406,52.51906621163573,14.14411976276989,15.384452328491534,15.870497770513236,20.71290783543181,22.50633414832389,22.97457100463864,7.575331712156931,8.262570495336965,8.766424527823768,3107.5235644521545,731.1402796267482,2417.248579608192,20920.26751829593,16693.675608648286,4270.925992023196,2990.217234352048,4226.591909647627,39.40260333524439,75.29722489720949
1991-10-01,1071087.7100000002,1828332.036999999,607863.3629999999,972120.9120000011,592426.291,1929158.0039999993,454314.82299999986,3714254.840000001,342962.13400000014,3018408.784999999,1383735.2819999997,23.18355991844178,819.4735526102529,121.27743555672907,174.12835113195248,116.70360652748096,68.25725047371138,84.49391283628746,121.08841288373635,205.357538799532,307.2016377795717,373.38273408651025,275.60626585833387,154.04259121610437,154.04259121610437,285.82474195133517,41.0932453237365,80.61790968609628,199.93241337434625,130.8748558793716,31.46878118112206,39.0386070882031,53.93170063299967,14.003908019831385,15.300430523412052,15.791270053653118,20.563634001903257,22.42164527807187,22.883563391583714,7.444182059525538,8.179215768396102,8.698976710322395,3084.848428765509,729.3584792227065,2393.7837139153626,21702.98791870852,17446.058310408673,4131.9099072709305,2855.653551470171,4256.929608299831,39.40260333524439,74.96496843056381
1992-10-01,1008187.3660000002,1728107.1199999987,580620.0449999998,915039.3460000011,559987.468,1801989.89,431392.4739999998,3409888.612000001,326892.8260000001,2768784.4559999993,1315468.6299999997,21.765472197995386,753.5777847629045,121.92464658387853,170.25661892417085,115.35014057911481,65.91696281017077,82.20529917067732,113.25402656714951,192.0077446092428,278.5199145851881,356.7009442807191,254.75390358837058,147.970413197305,147.970413197305,263.22733078766544,38.708934822657454,77.13402122689065,191.29237007387434,123.90735882329807,30.162435212446734,37.6904309511845,52.14762278924373,13.87239158795004,15.212045590285857,15.700090605401263,20.370639483002684,22.319256236902824,22.78195791157252,7.374143703107366,8.104834949448257,8.618223287718363,3090.2311699927336,731.714056807714,2411.1057343892353,19097.269925248875,14967.384531693364,4137.700797541248,2840.1351984009752,4129.885393555489,39.40260333524439,75.830341497033
