datetime,TLG_fnf,FOL_fnf,MRC_fnf,MIL_fnf,NML_fnf,ORO_fnf,MKM_fnf,BND_fnf,NHG_fnf,SHA_fnf,YRS_fnf,MED_swe,SDF_swe,SLT_swe,BKL_swe,HMB_swe,FOR_swe,RTL_swe,GRZ_swe,GOL_swe,CSL_swe,HYS_swe,SCN_swe,RBB_swe,RBP_swe,CAP_swe,BND_swe,ORO_swe,YRS_swe,FOL_swe,SHA_pr,ORO_pr,FOL_pr,SHA_tas,ORO_tas,FOL_tas,SHA_tasmax,ORO_tasmax,FOL_tasmax,SHA_tasmin,ORO_tasmin,FOL_tasmin,SHA_storage,FOL_storage,ORO_storage,DEL_in,DEL_out,Total_DEL_SODD,Total_SODD_from_RES,Total_pumped_from_DEL,Total_Shortage,DEL_X2
2033-10-01,479492.59672807617,747671.7633458562,285301.2815403047,467950.35523048014,260260.10040178805,880991.4595919828,190999.5343548111,1704395.4327889942,159443.9439575781,1353094.6890394378,549981.540887908,17.00067687772669,254.94837698306918,66.30357307440205,73.88514085951488,50.65369628700775,30.30177380267839,35.97986457292943,54.75862052741508,80.81093412017825,121.80738327565405,137.9256033473383,113.34360632501799,60.53768513908783,60.53768513908783,113.92971014301389,19.95529558546762,33.51484282311762,83.1168101065171,46.12445097374627,7.051661139916818,9.460689762106433,13.263109670611016,0.605493287058965,0.547897290990869,0.5204728522613268,0.7454733174599556,0.6882880006988334,0.642580365106735,0.5397864279463281,0.4747001836573418,0.46619528769966356,505.86128601976765,38.19896533522597,404.59897651584885,11714.562361723527,10877.584245784743,769.1746454009514,547.6752069232476,982.702376696556,325.13843477536994,5.305691889577624
2034-10-01,482267.4705642939,762225.6464790151,286150.580643896,469117.5786605006,261859.41624894895,906151.7825395747,192581.46343119792,1715317.9806797511,160832.76369219154,1361873.6311892697,564835.1239424385,16.97949145752513,255.01180756432106,66.74088928519696,74.92540858133576,51.37144974298278,30.68395000908968,36.917352292940194,56.068628547544535,82.28720862950979,124.81166657051746,139.25647504758535,114.9122739752338,60.699291741168324,60.699291741168324,115.31269007849174,20.128861683097668,34.10933441392229,84.59114914631941,46.69511561069803,7.101641719131596,9.687836325837518,13.471966668298952,0.6009034295495611,0.5448768646068002,0.5175919813139553,0.7414896323162617,0.6849950196896637,0.6379524283415602,0.5352201875854259,0.472312796093545,0.46530147423407375,515.5982842809292,38.25216170384387,415.1487857188581,11980.287300320664,11123.628771578811,769.1055697446303,544.6621509050256,998.9887079716258,325.9828514821287,5.343822315615062
2035-10-01,481750.6494462236,764833.6777185167,285846.1616455943,469071.76186486887,261903.59759990734,910730.4047821878,192838.63367758298,1726968.2913450955,161044.3414338807,1371068.3217618787,567232.5207297619,16.5946864281852,257.0507735203223,66.79710772825624,75.33765562991591,51.415038697509786,30.57866931680606,36.84255975144374,56.13218001802163,82.75932827666504,125.1491300552279,139.869339215834,115.14177346091164,60.665244025271456,60.665244025271456,115.57960301322495,20.184920345045615,34.16653243123248,84.73300022460101,46.88460741233944,7.143742096503185,9.749813209062056,13.521498776176786,0.6051873221957156,0.5503682165414503,0.520399855532234,0.7474203773810716,0.6893065139199441,0.637286860895022,0.5335763067728865,0.47866387091108714,0.473153739311741,515.5819598906482,38.61204543503182,416.19833348237626,11968.516231293912,11109.837873672404,772.9930496167703,545.1781135998367,999.3546861060456,325.9828514821287,5.343317802279823
2036-10-01,477831.3601084871,757727.0290838422,283428.4841407459,463066.77296793467,259136.4515703728,905223.3398830573,190819.60143420318,1733799.8209131123,159113.9274028506,1377414.8876376173,562174.7532193187,16.5840012137531,259.44378059114695,66.66473933524512,75.28487959281331,51.32139112460809,30.800852978836268,36.90337557178899,56.02003531211182,82.89097274766692,125.3405769175687,138.80955649334882,114.85749730859011,60.610429865892016,60.610429865892016,115.34044085297214,20.20616038196209,34.224980537833765,84.8779515309167,46.869576115498916,7.228870804861897,9.756134863925482,13.445696330736963,0.5923488639486467,0.5341810999957454,0.5040886236238625,0.7321665447475345,0.6721045418745697,0.6240817552894764,0.5252996041077442,0.4653938292308861,0.45524827284488795,517.4461899874574,38.45102041748619,412.3918630567385,11875.741882269242,11009.901092673743,766.8748694519767,547.6672108686228,1010.9466492766768,325.9828514821287,5.182426572084626
2037-10-01,475467.70876163535,755810.7106583187,281742.39394657186,458799.9714920248,258268.20600521297,906630.4911175179,190029.6368120474,1737003.4292458147,158319.13558573913,1381051.9019184746,561784.6405083415,16.652990452834022,257.1586574596214,66.58644755818699,75.96195847386937,51.37539993506306,30.54053404827119,36.79304960054062,56.239357023393644,82.81469329084295,125.67985339037172,138.93784633027158,114.9667766992982,59.893721727857155,59.893721727857155,115.5770579419189,20.325301797962144,34.25361184446508,84.94895711210857,46.77874708279027,7.277565359376951,9.761612826750733,13.404017341318632,0.6068634804357157,0.5479320756002818,0.5210117412726745,0.7423663199164985,0.6822346678486275,0.6342699323591601,0.540067119678414,0.4796375343914373,0.4762615391610548,515.7622048436543,38.394935774799315,413.57826083259545,11908.516297147784,11043.371628675126,767.6132867949465,544.2902551213195,1010.3124338145358,325.9828514821287,5.194114206090261
2038-10-01,474302.1113681284,753553.5212479825,280567.4388350746,456754.3669016408,257541.5761144783,902058.6096128601,189517.51702041356,1737934.099479109,157830.09547433717,1381967.7942865433,559125.0907489609,15.343844781600517,257.8881155363762,62.94777644718494,75.26676875391988,49.96813975742636,27.124917227635322,35.49991384489354,56.36360063484306,84.09978530651847,130.20671784655264,142.35133481668294,118.76788993584707,61.08577145318603,61.08577145318603,119.38434381963404,18.738341745127748,33.529612970617926,83.153439753591,48.0693475739579,7.276329812887553,9.743953688404757,13.391726207365236,0.6213962677387536,0.5727471371411937,0.546941003178975,0.759868377308848,0.707545906656582,0.6593858944436085,0.5496139611366178,0.5011673673025678,0.5000694396530592,515.3252158539889,42.59985576326899,414.3499486183147,11899.420969664321,11037.731907066265,769.4847433692146,545.3525680773181,1006.8162470495868,325.9828514821287,5.186814188818844
2039-10-01,487111.41581408685,780182.9577281176,287299.516462312,465116.3406916409,265714.3240631272,927519.2548917524,196023.8256929882,1764072.243162076,162661.75572719882,1402186.797350597,577886.8467346481,15.369023310723456,261.20850599242635,62.28597517659259,76.34288886641464,50.38094567742545,27.24034314033571,35.77840283244638,57.5604399269516,85.71708941175596,131.83130160954684,146.16699265251486,118.81904600391896,61.19397518321167,61.19397518321167,119.96613378459901,18.86259422785467,34.00521815441383,84.33294066786627,48.665346736149985,7.504309537092804,10.145496024343268,13.97716861795555,0.6732853566301878,0.607331351379227,0.5762685128984553,0.8173572425717263,0.7526257704874921,0.7033818179713074,0.5908536004307615,0.522411885227363,0.5132354112873718,521.5141376547543,61.018081886846026,431.9636091726416,12116.444371832928,11218.174141033822,788.3984134499552,551.8531827533255,1033.931760274492,328.0314199549431,5.385132927679646
2040-10-01,475770.1654854065,745338.5391397267,281275.9906844183,458107.13560945913,258171.17800305563,873476.3951085252,189743.0972323949,1653888.1697703965,156952.82874674036,1313860.5228143982,546303.3507336773,15.385895412959822,249.87458173376265,61.58726470477624,74.7918430869859,50.139575424222755,26.85280967324677,35.759845242177036,55.91818317193194,83.1802648303932,128.5217747195703,142.4293747657098,116.36602541904864,60.53780564111204,60.53780564111204,117.32072832292046,18.761773656604493,33.69866774722503,83.57269538931003,47.590509560993524,7.075228392120626,9.596996840407352,13.437321130734208,0.6772277889810127,0.6117677686831445,0.5822003045555492,0.8252738084183845,0.7600463563821904,0.7120464651835162,0.5914115862895081,0.5234861101631648,0.5152828253235673,514.8433420386597,62.372494973128354,424.57838133069,11145.760903203069,10283.052279232314,788.4632728924506,548.776504641065,998.7407633121906,328.0314199549431,5.1008593517526615
2041-10-01,470616.30429902097,738121.9498844506,278785.1431182961,456354.8111973843,254723.31750350003,866207.78392492,187057.7114233376,1644809.7676661133,154793.02934105892,1307703.0279731893,541017.8590462141,15.335945457829144,248.93646648538882,61.23912953267058,75.42380012279438,50.732054535845684,26.86412967022391,36.13260525348746,56.60818738722976,83.97444299941336,127.76293213122256,143.21212357361574,116.38414216705387,60.932330007062674,60.932330007062674,117.18006006306268,18.73265718192321,34.0286371192998,84.39101939387861,47.736357059303714,7.095579396059159,9.555432910431474,13.382867948490327,0.6782047238209965,0.6104495616094316,0.5803418137282325,0.8271538359009961,0.7599979652733923,0.7116753972545906,0.5912516231134152,0.518712338273578,0.511224510107593,498.70947871856015,62.27043684327828,418.21168156971964,11066.072335197694,10214.00228134607,786.3459438072206,548.2173269162561,992.9400339013117,326.06398840907474,5.030512229827193
2042-10-01,483654.3624155995,750935.706662376,287034.5661872067,470829.34539259586,261055.21844065902,873145.6446291842,191151.29919538318,1652112.6702353095,158259.74067933075,1313564.0401890383,546952.3890419137,15.285896576614872,250.67976035170938,61.30867935032832,75.60626036844654,50.752738898047525,27.009667819332815,36.168696878429365,56.805246455662996,84.54214604625928,129.19730578578904,144.01426831854081,118.34432123196035,61.14790569897529,61.14790569897529,119.43470972584414,18.768265263569372,34.13408575540729,84.65253205829262,48.21586077650051,7.151007751452358,9.653235620630637,13.681626403684833,0.6782683694398706,0.6163782681069646,0.5909130261286587,0.8375142868332786,0.7873599621720608,0.7465327824080906,0.5802468480822398,0.5003056362598355,0.5010938023641989,497.3126025586691,62.36835877465293,416.03911174424076,11116.03877114445,10255.21933985109,786.2547248535598,578.8589493503691,1001.7488234895626,326.06398840907474,5.051902450105619
2043-10-01,479513.20833979483,745525.0888565686,283849.0399092128,465200.46584680764,258463.35432987812,868313.858800301,189272.6720827435,1646348.1109989453,156539.66982153172,1309483.5971345194,543263.5072505423,15.019920847843647,251.391701143929,61.55014567327688,75.86505612333875,51.03015632787707,27.080419616009856,36.42899357695834,57.392873479005786,84.96368716435063,129.79001024081418,144.48037815364592,118.96715505941123,61.24182814052767,61.24182814052767,119.46265621176985,18.826484505119588,34.34197759538919,85.16810382102894,48.39836322809579,7.142883906134287,9.612318842230637,13.617578473687468,0.6730874389385483,0.614285087504298,0.5891186478496668,0.8332065384432554,0.7841512646910924,0.7421860908473913,0.5746342640927891,0.4997125087190751,0.5016359213729116,496.4531334295701,62.462626840592314,414.7831708392555,11084.340814292424,10233.501312929895,781.8478260030548,560.3358544077564,992.6850647084809,326.06398840907474,5.037836150167081
2044-10-01,477388.44834272255,742919.181407098,283002.557490694,465616.80250611744,257623.06869134784,862953.0141347441,188848.24773384765,1622587.1136434493,156202.0463833248,1289486.7019705898,540906.7664754451,15.453163973133629,245.66083809051784,59.42972294646415,74.04432261765027,49.70502963880398,23.787481331403445,35.69263938700475,55.303818422581344,79.42906759311701,125.18939942860753,135.30501839131222,115.19955201170528,54.768140681038076,54.768140681038076,115.94644090810833,17.89406871087721,32.663682027637805,81.00593104858042,44.911955686899155,7.047401267691414,9.55713256525497,13.581425906169114,0.6572960533350074,0.5980257152207685,0.5726001415020137,0.8134086378422732,0.7553825853082965,0.7185694791498014,0.5641853518013545,0.4949131239993635,0.49327537408973104,492.2414806962906,62.46252378672836,411.6521594999644,10990.321800714917,10151.683334074076,762.460998447861,561.3745757435745,984.1988581375615,326.06398840907474,5.008824964026751
2045-10-01,475911.3377760648,741540.0755222449,282954.25431622873,466922.18651506124,256586.13291411742,861463.9633273815,188010.27219656637,1605408.3859353163,155481.4830860396,1275506.6438799265,540224.3980892809,15.377980772208856,239.98262648949458,52.18339993410677,70.54732760665406,48.318490177044666,23.363693433657392,34.895488666399615,54.25155613031322,77.42447506511783,122.23997849941178,133.1445182785182,107.59375514144163,53.89827354608739,53.89827354608739,110.10745439405807,17.3180160720689,31.96834213952529,79.28148808158687,43.812970132291035,6.951853144251101,9.517761229089592,13.535223350963003,0.6113617266390217,0.5554609389286695,0.5390107885516131,0.757030551464079,0.6998491573579726,0.6778769066076764,0.5334194007913258,0.46894133480204425,0.47110221599341057,473.5202031216261,61.61374960694959,397.92921611214757,10949.363989303129,10125.9198119679,760.5730227102937,570.0172739406696,960.4227071748693,326.90128903081006,4.958304423104639
2046-10-01,505065.1775100909,772112.8298038197,302232.9366206358,492785.40869640635,272205.6252308313,879460.4848388913,198833.95101025543,1574066.5624644784,164478.21323428015,1253438.5904263342,552387.8528489192,12.460040912149108,226.27795173392198,46.329611914901655,64.95385458218327,43.32649604996054,21.65190953514705,31.526210087985888,51.29539044788187,73.73755870162468,122.03028901276198,128.7735465341382,106.16126278712842,49.393192864046036,49.393192864046036,109.41979124532702,14.641342308883178,28.885475608939288,71.63597951350883,42.29799309424158,6.763677507037585,9.688899157803325,14.18251416208087,0.6060547338897356,0.549052646194287,0.5311364463376639,0.7534142689693022,0.692336029414364,0.6687700538676774,0.5291661859848755,0.4702367420504783,0.4706735146951708,463.8129449381942,60.867999945119195,392.55142722077784,11147.946125597162,10323.254229789942,756.1926210546557,576.1163247480137,958.8173273944102,326.90128903081006,4.990374388436266
2047-10-01,504757.73408361524,770196.7702672909,302129.958878142,492670.4896189227,271833.4837607634,877226.2197336591,198477.82606547087,1570915.3893808825,164306.434641901,1250188.865426909,551000.9454998327,12.543593123610709,225.66820584587458,46.967750282001234,65.11232127632941,43.99401509190271,21.809079561645504,31.8455810387179,52.03513465949518,74.01816794678176,122.35859426123882,129.18608209803185,106.36893895416452,49.559414899143015,49.559414899143015,109.56387659265624,14.718814510124735,29.21208957393338,72.44598216062023,42.47474659448801,6.747287498600799,9.659269898825226,14.129464227249047,0.6094442224499548,0.5520703534257867,0.5300771925821927,0.7422918002873211,0.6853358818537761,0.6567865392119289,0.5417347267632067,0.48160494671363113,0.4769347466217069,463.82648145877073,60.691976062726695,392.0340254300834,11141.001161570734,10318.133020586507,758.7312034102933,597.9119428625003,970.7876366326816,312.8108876476713,5.005101240929495
2048-10-01,513832.49069545825,784675.5850701453,307077.00534065877,501439.87906730216,277534.11695809255,887163.4619629779,202977.5254671726,1583755.1996634912,167655.85716845517,1261462.4761499204,559683.4097865713,12.52999371042516,226.5125126159351,47.0796431852696,66.25554756072427,44.3821618212121,21.809132608367445,32.06460097813971,52.36431153938222,75.39719827589659,124.36423193255362,132.47816017187174,108.5190273897804,49.611305738363406,49.611305738363406,111.41312018602258,14.825297574611538,29.431106601490097,72.98914438557394,43.26771514020135,6.77080670999689,9.774336194188823,14.4155701707877,0.601875712513737,0.5486292211720712,0.5295607519689528,0.729918435816481,0.6838040223192716,0.6616003787677317,0.5387822188697247,0.47758294347859276,0.47344127879502046,488.6910800039527,68.79020251429975,410.50458527596066,11231.052280155423,10366.913325580983,786.9973538928506,604.6538606892635,1010.6125374842293,319.20062077769575,5.243401710707648
