datetime,TLG_fnf,FOL_fnf,MRC_fnf,MIL_fnf,NML_fnf,ORO_fnf,MKM_fnf,BND_fnf,NHG_fnf,SHA_fnf,YRS_fnf,MED_swe,SDF_swe,SLT_swe,BKL_swe,HMB_swe,FOR_swe,RTL_swe,GRZ_swe,GOL_swe,CSL_swe,HYS_swe,SCN_swe,RBB_swe,RBP_swe,CAP_swe,BND_swe,ORO_swe,YRS_swe,FOL_swe,SHA_pr,ORO_pr,FOL_pr,SHA_tas,ORO_tas,FOL_tas,SHA_tasmax,ORO_tasmax,FOL_tasmax,SHA_tasmin,ORO_tasmin,FOL_tasmin,SHA_storage,FOL_storage,ORO_storage,DEL_in,DEL_out,Total_DEL_SODD,Total_SODD_from_RES,Total_pumped_from_DEL,Total_Shortage,DEL_X2
2058-10-01,1148099.2916666658,1807831.8013333338,682577.4489999997,1130218.8826666658,607482.4006666667,1889524.7636666663,450300.84033333324,3711988.843666668,349430.2949999999,3026617.2046666658,1357785.0073333331,5.993972835133885,565.0306562702626,29.502226357806002,58.22011259791483,34.53430790715585,8.058719941445279,22.207832753682784,41.765408931967904,73.56715270029694,157.21950274036888,151.56696842765797,123.88018764280537,38.46248748355763,38.46248748355763,156.20788324426522,14.859711587094464,23.077459865728496,57.232100487189705,48.47574734566045,32.56486554714183,40.28371398969276,56.05095409998086,16.146660506728708,17.309005126541628,17.790517857521188,22.97642661020245,24.65172181187459,25.025251313297396,9.316894396817126,9.966288450309552,10.555784402637045,2321.082824441456,605.7042861745829,1891.983809570196,22667.094161670266,19087.37427020624,5009.358033195348,3685.6318627371406,3579.719891464023,420.76787463275855,75.96186826873992
2059-10-01,1140694.0789999994,1782046.8396666674,679729.8509999997,1135241.051999999,601379.4943333335,1846548.5246666663,444713.5193333332,3597350.2910000016,344932.8619999999,2934784.2103333324,1335082.5259999996,6.871878123693329,544.7170544262043,29.085912842292696,56.72923539040205,33.512715388889184,7.043993097220385,21.80773278951524,41.32956103224389,72.92385682160928,157.61291140230327,148.55900284190065,123.97336304106803,38.48780063676848,38.48780063676848,155.69841889188203,14.52882481755364,22.476892292898217,55.742692973491636,48.17604101402829,32.13261808828301,39.786158110757725,55.545324970436575,16.198414862800874,17.35236814553736,17.832003104135183,23.046297361346305,24.7136399992899,25.080515996904076,9.350532360147715,9.991096299887415,10.58349021344737,2301.9821932044956,604.3416452934727,1875.7939694141603,22090.8492394938,18548.148793105513,5036.985183726306,3683.9867162321284,3542.7004463882854,420.76787463275855,76.26369879822639
2060-10-01,1156469.5296666662,1819016.7540000004,689795.5496666663,1151888.107666666,611108.317,1902001.518333333,453052.7789999999,3722492.8560000015,351456.7013333332,3035147.027333333,1367819.7439999997,7.021608713197439,556.1949230282951,29.76275573845806,58.282007971249946,34.874749207887476,7.567249733838865,22.87133641849249,43.45457386042171,75.61925866896091,156.86364631641447,153.61933259757052,122.11586375293119,38.97948468478099,38.97948468478099,154.92262421258,14.970331237229448,23.452140766361754,58.16130922502343,48.92041666034949,32.767953709160295,40.53796462631738,56.36020922227642,16.188430387542322,17.339927963158512,17.826823652545464,23.019233435437727,24.686870135264176,25.06449042891307,9.357627337372241,9.992985797969478,10.58915687894821,2334.7176633474633,606.536012485344,1888.4301082456618,22578.030708549217,19015.32369440371,5006.129375575803,3654.282837841058,3562.7070141455024,420.76787463275855,76.1125257692465
2061-10-01,1133247.5639999995,1801211.2270000007,671939.6899999997,1116903.6639999992,599082.7516666667,1882854.138333333,445684.3656666666,3730595.0633333353,345117.10433333326,3041598.937333333,1358758.5486666665,6.664831894718047,552.2339513585067,27.992542862322903,53.805924471243166,30.338639061726273,6.149880724869036,20.092111517194848,40.779600482515214,72.00760397692919,151.6429601622831,148.5026934435348,116.06988015004889,35.848377446535444,35.848377446535444,149.0778091180277,14.232477924187055,21.153798822478947,52.46142116968938,46.563513387023995,32.66795877681248,40.29712758968356,56.052715406236196,16.25132163898267,17.39599094173968,17.884489162197745,23.102284404850604,24.7588991455586,25.131623396148747,9.400358866573148,10.033082752397616,10.637354929214682,2328.1473828324424,604.1227391040585,1883.9997175032397,22559.164549421872,18988.305686470765,5071.890432838383,3722.3630348598376,3570.8588629510978,420.76787463275855,76.07247712875918
2062-10-01,1105811.072333333,1764734.9806666672,655119.6826666665,1081433.6156666658,584400.6290000001,1838180.7066666663,435361.29833333316,3647617.0283333356,335441.71866666654,2975419.616333333,1334502.0306666666,6.573360663068524,542.5786193997621,27.31031179304971,53.23295373261448,30.122665551050765,6.24077113236257,19.91741927900118,39.87575206426303,70.1097089599759,144.89866245040125,144.8226167645489,109.78329295659029,35.50310350015875,35.50310350015875,141.74278250694343,14.030878489712359,20.90612994583372,51.84720235361804,45.0756313408688,32.3200466493145,39.803076037985505,55.37939101502893,16.25256821497616,17.39904710467836,17.892466331574276,23.122187599199712,24.77899503542087,25.151062664827034,9.382948820651242,10.019099190413137,10.633869996938946,2274.744417426348,599.9807474945387,1853.1300530203991,21782.9376089343,18294.619813770514,5092.0679285791375,3708.6533643622406,3488.3177951637767,464.14762649001966,76.42979892760367
2063-10-01,1181315.916,1854330.7720000006,702764.5253333332,1167316.1713333325,622885.0483333335,1923324.273333333,461816.0439999999,3775840.721000002,357994.78266666655,3073119.329333333,1392496.6269999999,6.871371806827681,559.7974340373197,30.714567845459285,59.336908420602754,33.84525907895918,6.710464218375252,22.15413914202215,44.48322579444218,77.76661064564935,156.7219293638581,159.7707844808365,120.89660155602843,41.80531400556466,41.80531400556466,153.8174269339954,15.002262373713295,23.405585637121458,58.045852448318264,49.82933016155788,32.97460122034877,40.81710183185715,57.09620052576223,16.192954182498173,17.329243471079856,17.82215310684325,23.048079251572158,24.693211148043797,25.06777610666406,9.337829102333654,9.965275809707414,10.576530106316097,2320.986419238248,605.244367251549,1892.7997035100411,22826.030676495542,19221.829499986405,4983.329934177257,3690.713860241694,3604.201176509132,431.7039244672542,75.9237644646398
2064-10-01,1189278.1349999995,1873695.1426666672,703623.2116666664,1167922.7329999993,628730.7946666668,1943131.571666666,466332.10266666656,3810094.555333336,361903.43599999987,3103524.5589999994,1402811.311,7.013608334734386,563.3087736910364,31.908891151116684,62.61912390806985,35.58841888930465,6.860883397392666,23.433667918320186,47.20776192556435,82.0819304130831,166.7823030236615,166.3921160112676,127.86418692264984,44.27345466716953,44.27345466716953,161.4572213635306,15.511841854104771,24.787281018263304,61.47245711083602,52.32554410063347,33.22336899992622,41.07483557419175,57.4280910404855,16.169485233813848,17.30619598141716,17.79950653154259,23.020469207005693,24.66794630989914,25.044803505387506,9.318501248926912,9.94444567210773,10.55420955785325,2354.6300423054445,611.7660863568,1920.3038866170416,23221.801037443205,19564.04317362463,4960.24873407013,3675.697239309421,3657.757863818566,403.63701987782844,75.79096223218316
2065-10-01,1143770.2849999997,1820190.5696666671,674432.9416666665,1119178.9699999993,605383.8960000001,1898256.6809999994,450156.3749999999,3755973.2693333356,348311.2993333332,3063189.3319999995,1370223.7056666664,7.07537683226842,559.5305215402803,32.74953191029041,64.25625309657194,36.917783269007536,7.4083230339104,24.328761844333716,48.072036837655496,83.18234341895231,166.40938224080944,166.69702137035986,126.62946816311901,45.16669719548727,45.16669719548727,158.8555698287501,15.607878228013154,25.483052451517366,63.19797022627207,52.2937325273285,32.94042020845841,40.48954423632356,56.32422219577955,16.15707059604047,17.28747381235063,17.782578429091043,23.011469863166507,24.66107470082301,25.0429996054919,9.302671317319765,9.913872949610912,10.52215725337237,2344.8206144607702,615.9080246813194,1900.6379079800422,22713.62896372814,19099.787997121355,4973.250018306969,3615.686873108165,3613.8409666067714,387.5435508883672,76.10184314840083
2066-10-01,1140010.6849999996,1829864.480666667,671887.624,1104563.7973333327,604874.9263333335,1924614.9899999995,449940.10899999994,3836736.605000003,348498.3553333332,3124614.497666666,1382419.65,6.899136644787851,569.879253644771,30.655999495302247,63.98487955263667,35.40144352714392,5.526114755312774,22.18465680999924,46.9564323242761,82.06790127871446,166.6910615292468,165.7397776363584,123.88563980122457,41.93319305168091,41.93319305168091,157.1937105388579,15.076862391074139,23.95481024393278,59.40792939815729,50.9038227586391,33.224422266675624,40.77198172733521,56.491597038438265,16.16559982022121,17.293923583942146,17.787284364791343,23.024212327327863,24.67049753120436,25.04461786996455,9.306987299943021,9.917349662083273,10.529950860164918,2359.672877773964,616.1000676160909,1905.4040252744062,23105.292668295686,19454.430238747085,5004.391646162706,3652.299701382803,3650.862429548587,387.5435508883672,75.99551195389236
2067-10-01,1146705.8636666664,1847215.5523333335,675812.982,1116239.4203333326,609715.4736666667,1945207.0646666663,454042.7073333332,3861126.9496666696,352008.4769999999,3141081.238666666,1394556.6863333334,7.136102458928153,567.0245118748122,30.765000910018514,64.71304519887504,36.70713915347542,6.213967037149176,23.040668320506246,48.33211282555653,83.94253654457363,163.85501170937957,168.87436064460564,120.92055772625183,44.711838322980086,44.711838322980086,154.10471536114417,15.010577252512402,24.73335560179646,61.33872189993822,51.72463679036892,33.26831856950009,40.93161746244721,56.69081451041327,16.172757459756482,17.306049341169757,17.798176834338012,23.02967050364912,24.678948515365718,25.052366023296134,9.31584440171046,9.933150196178826,10.543987644709793,2336.8094404961794,616.2990578602828,1886.6151747363115,23180.439362995767,19530.536017507522,4987.740504780065,3657.296868232602,3649.903345488231,387.5435508883672,75.96162053808698
