datetime,TLG_fnf,FOL_fnf,MRC_fnf,MIL_fnf,NML_fnf,ORO_fnf,MKM_fnf,BND_fnf,NHG_fnf,SHA_fnf,YRS_fnf,MED_swe,SDF_swe,SLT_swe,BKL_swe,HMB_swe,FOR_swe,RTL_swe,GRZ_swe,GOL_swe,CSL_swe,HYS_swe,SCN_swe,RBB_swe,RBP_swe,CAP_swe,BND_swe,ORO_swe,YRS_swe,FOL_swe,SHA_pr,ORO_pr,FOL_pr,SHA_tas,ORO_tas,FOL_tas,SHA_tasmax,ORO_tasmax,FOL_tasmax,SHA_tasmin,ORO_tasmin,FOL_tasmin,SHA_storage,FOL_storage,ORO_storage,DEL_in,DEL_out,Total_DEL_SODD,Total_SODD_from_RES,Total_pumped_from_DEL,Total_Shortage,DEL_X2
1996-10-01,557433.2287753863,886749.5153035126,324949.2267703801,544891.6709326833,305610.7471376136,996663.5081132473,232766.5139160617,1916525.3909927201,193284.5578483857,1520287.7284929364,624854.0773655971,24.072987507828742,307.91415235796956,87.30547370100513,114.00908134909542,81.44958068719097,57.86302836229226,64.67059150567628,92.23973739790489,133.51796187293868,179.8832344697348,237.31778510786253,168.5802162224995,117.06258590676909,117.06258590676909,165.63210651053592,28.159447655351393,58.723117891690954,145.63333177796684,86.40880940352076,7.389499561816324,10.47277751942675,15.628732988127581,0.5248947429221903,0.49472319030290157,0.49264326419725235,0.6815962276158152,0.6352731582486251,0.6208874529158105,0.439851196595714,0.4127066076960699,0.41849684775589807,528.4561252921021,37.99230038093872,390.01713873330596,12113.772738887874,11323.74931018796,979.6432534063374,597.4046501508964,950.3084916372791,76.96121810926432,5.185971021820487
1997-10-01,553586.4402733038,871463.7094343019,322535.21765734156,539320.4790215421,303500.09551603865,973195.1917789617,230492.9074989842,1854311.4742875935,191473.28006655345,1471855.7806120047,609129.9229443324,24.06474798224535,305.16023829639056,87.72924894833855,114.45670615043767,81.73213186685855,57.843994243891565,64.92990182472265,92.27119995149668,134.0045153646763,181.1960383197737,238.63343433048198,169.24664683552595,117.19726065994865,117.19726065994865,166.44742556240325,28.219278274337622,58.95043429893622,146.19707646623905,86.76854964863287,7.094043752714696,10.079057896400487,15.215004172182432,0.5599567062987509,0.5301819796760389,0.5229080634645281,0.7332045002537838,0.672534705380786,0.6449845236436168,0.4542874442548778,0.4400281506818939,0.4480505547678171,535.0002265083235,38.0291599820618,406.6858299921622,11690.839558324744,10913.211086436017,971.4823101005009,596.2632347961134,940.7529832335912,76.96121810926432,5.132479906630952
1998-10-01,554353.7196201008,870926.0048175788,323136.6201704025,541320.9283065996,303747.5103757324,974437.4656435312,230478.93270068587,1857961.0082526708,191213.95402778318,1475425.1236372828,609213.4032378237,24.080904102613207,304.69168454283647,85.45935568900876,114.56405881604306,81.68849441015765,57.61189156788562,64.75646257035686,92.2676467582163,134.08694740659448,181.7992136776253,238.46680117454105,169.95202728949687,117.27642160418671,117.27642160418671,166.9280398020207,27.859248010002634,58.89828665459717,146.0677503391951,86.80456734370253,7.174960562077737,10.161871202493904,15.254330500799778,0.5599878697615865,0.526921141186076,0.525876740477321,0.7378351197833418,0.6746192747417664,0.6541947028786054,0.4495795904197578,0.4323868149790654,0.44531509226766264,533.6213642936202,37.835471257822256,406.3616393058051,11668.734446319288,10876.56749815522,975.1719537178254,587.2239177486508,933.7562821817527,76.96121810926432,5.131335502681113
1999-10-01,561744.3928923114,874733.7034757287,329001.48735724646,554056.8623374489,306489.34108260623,979064.1067436088,231982.4750976984,1863324.9521187444,192728.54704385973,1479675.781160357,610920.2566049033,24.242781478317653,304.69259152795934,86.02816773375216,115.51588336084113,82.840912199091,57.847121257517884,65.36659030047024,92.96951498522931,135.08496069555594,182.83818563545103,239.8220794769881,171.462487544683,118.67708370638705,118.67708370638705,168.29501953165598,28.054844949824872,59.4762295518347,147.50104875534967,87.56308424762359,7.214008072232206,10.232829228716835,15.327799779918355,0.5801027156825056,0.5425352563241734,0.5431525114603052,0.7659577968939686,0.6998084060788311,0.6822891759921338,0.45905642681805564,0.43608466196519935,0.44976635650100155,533.016277213102,37.584922318531866,405.48604902189163,11653.457028228237,10865.652558696374,982.5140316957226,592.5426849086158,927.4646411231167,76.96121810926432,5.109237763600013
2000-10-01,560166.2261547969,871560.1939590768,328168.0832106165,553796.4319627435,305437.75657905283,974866.1513387096,230885.67096629416,1856544.7244646382,191978.01648097736,1475211.241581511,608421.8485706586,25.39756563989552,304.6305815266443,85.56063399126857,113.63368455527251,82.08316929728552,58.16400756204496,65.34116820837478,92.31550318481871,134.0918997586973,182.796166476672,238.95511634526812,171.49381188688898,117.19604208664612,117.19604208664612,168.47519257613172,28.354563725912588,59.28958673738334,147.03817454290413,87.30188883900293,7.196198449262398,10.229370721402429,15.287037715645214,0.5854146758452348,0.5452496299666211,0.5456843551461521,0.7694589588830429,0.6999964037758116,0.6821896093522382,0.46662537025738593,0.445206729953908,0.45932127629940717,531.4306289371605,37.0248968852702,405.4465804102879,11644.097391489717,10874.782071816928,978.140270623626,603.3167387553361,905.4174703373294,76.96121810926432,5.063022404638362
2001-10-01,537790.6444982727,838407.4664766435,315586.6329423966,533824.9885814883,293124.95364049583,942626.6835768697,221198.9693579569,1835142.5486211302,184647.05988199176,1461677.7114924039,584247.0649628086,25.29686471015353,304.67651140201434,83.11083036708854,109.8566965613041,79.62255722672961,57.60362586497525,63.79656179701044,90.1503763190818,130.7532675078065,176.0909301373491,231.74729996188807,165.42172240033022,114.45803033984102,114.45803033984102,163.03971179844075,27.95856229169005,57.91034844275701,143.61766359232857,85.01394623224743,7.16357536070037,9.866967959917565,14.689980697443549,0.5619154565194344,0.530446285087091,0.5273518530339791,0.7399235782092934,0.6868253100724654,0.6653105262937804,0.4517939614052928,0.4295153941360673,0.4412583831709386,530.3878372263885,35.3114217885309,399.6214862537722,11416.74731929351,10672.011534578787,927.0209342183208,606.7183289684389,889.8070405026042,76.96121810926432,4.913858411926524
2002-10-01,546274.5658810681,855560.5393760038,320306.3221650295,538957.1636444487,298279.8795108939,953526.7816863758,225589.78503523642,1834260.6221545453,188075.38089951067,1460105.6292093336,594296.6829365847,24.878147826137614,304.0463834605782,82.55524438142338,110.79623896005587,80.02346006050298,57.63303374727688,64.51619729363253,90.70843618332769,132.2814533497607,176.44217778680962,235.37868667712698,166.10546779097731,116.1899618725293,116.1899618725293,163.6792801365052,27.827770724918736,58.35294292044204,144.71529795630053,85.99187697990256,7.174901362911681,9.976578249870514,14.966168387989368,0.5734246737363878,0.5368595893006753,0.5351780151154611,0.7524843572934703,0.6933857528438332,0.673440656078269,0.458260971785547,0.43318647439072944,0.4466638212270608,530.3931713194662,35.455204705010004,396.77670063947625,11525.062557138937,10785.735733149957,943.5216488284768,618.3643694798241,885.8545895259862,76.96121810926432,4.949489712360951
2003-10-01,548999.8562790419,851857.2203122767,321393.2015876383,544455.4860464751,298832.8841804224,950385.9861554016,224895.47861911714,1847912.0468911466,187340.61248792592,1470361.5615427392,590838.3805798005,24.988140705768664,308.50833777242616,82.74911403999354,111.37869872576572,81.14155457429207,57.64642320824982,65.10255457481642,91.71134428780464,133.85350829700124,177.5439631104715,237.64709124292827,166.35245539022134,115.53093935524535,115.53093935524535,165.51407801520122,27.942291695126062,58.92183610980542,146.12615311375208,86.44033646974069,7.2477343290713945,9.94673282423019,14.8328566774908,0.5941547015608707,0.573187438051126,0.5807925279634164,0.794099883241336,0.7344110915730128,0.7167705331132125,0.45158028407821216,0.45504405518272467,0.4829323107523589,528.7271840296434,36.24269124262433,392.4255561857041,11377.575610585327,10643.853865095949,927.5650939377284,604.7212498258552,886.376690724041,88.00653337222205,4.888780704785809
2004-10-01,549318.099181257,849802.5071895646,321785.18651586695,543785.5820237729,298796.1668233582,945699.0215033464,224320.4036689876,1831709.3709821727,186969.5445748747,1455051.9169209052,589381.6474679937,25.014749762836946,305.7355696965313,82.4308211998926,111.88827429832594,81.30334168589332,57.36962523531941,65.44168621798694,92.14158704428289,134.23386762834957,177.9946525126721,237.84895434474484,167.46126398784298,115.71594574630397,115.71594574630397,166.34394894065247,27.9658861001807,59.15989873664926,146.71654840429352,86.66590959629366,6.920718126963797,9.766029611191358,14.674847896622124,0.6688004669532173,0.6314500461046266,0.6418016869248601,0.8699340407119286,0.7848831533057662,0.770040072456318,0.5167517973036672,0.5157303047128569,0.5475273025793673,528.7198483782443,36.38821553138561,392.33457141915227,11332.069424291198,10604.429224801772,926.3805429757483,596.3231421068602,890.6230276729317,90.39253450549663,4.902706172692232
2005-10-01,569149.8506215605,871527.2284296865,331181.6035595889,560605.4583779827,310177.034849181,959306.7074387786,231668.19207689643,1826026.1355688064,191957.28701392683,1450319.8152999133,601409.2562063843,24.91331787243981,304.3170667657055,80.68650309291236,108.85151246488067,79.05003218490306,57.302951695144976,64.14229532385025,90.15627458529646,131.70758880047214,175.12548047161997,233.2792713366557,164.70378514221022,113.72594290009913,113.72594290009913,163.68445474535048,27.695654374929184,57.93603251434868,143.68136014763255,85.17105797792648,7.096639261278694,10.339688985244985,15.572141366103788,0.6712693370339924,0.6317422308995584,0.6434281104747365,0.8700257287502325,0.7853706963701578,0.7698311873087088,0.5258382489852349,0.5237272014661214,0.5554981496677444,528.1745185157095,36.20039371000414,382.54244744285756,11402.7019382379,10693.25882683893,867.8527639877345,590.7837342945891,864.5344692848499,90.39253450549663,4.870013818478897
