datetime,TLG_fnf,FOL_fnf,MRC_fnf,MIL_fnf,NML_fnf,ORO_fnf,MKM_fnf,BND_fnf,NHG_fnf,SHA_fnf,YRS_fnf,MED_swe,SDF_swe,SLT_swe,BKL_swe,HMB_swe,FOR_swe,RTL_swe,GRZ_swe,GOL_swe,CSL_swe,HYS_swe,SCN_swe,RBB_swe,RBP_swe,CAP_swe,BND_swe,ORO_swe,YRS_swe,FOL_swe,SHA_pr,ORO_pr,FOL_pr,SHA_tas,ORO_tas,FOL_tas,SHA_tasmax,ORO_tasmax,FOL_tasmax,SHA_tasmin,ORO_tasmin,FOL_tasmin,SHA_storage,FOL_storage,ORO_storage,DEL_in,DEL_out,Total_DEL_SODD,Total_SODD_from_RES,Total_pumped_from_DEL,Total_Shortage,DEL_X2
2061-10-01,587804.4398349975,920796.6833430406,357955.7735825477,610556.8274695274,316455.41630689206,1054541.0921418525,233030.33496223966,1938275.5223686483,196272.26096440476,1541011.5545114279,669728.6103064662,9.150468193119114,230.58249093640248,43.03261001560496,52.78209533879408,35.914253253099034,22.186349079208995,24.930355525731542,42.5399939233765,63.42079511438448,103.16730749674134,122.88272750736182,84.16851006874793,41.69746661609474,41.69746661609474,90.95430375051038,12.211991251803173,23.96684077622789,59.437764965439264,35.513171926444045,9.143472132414749,12.533350968163303,17.72475779516621,0.8486867949009087,0.8460487839474312,0.8467273600015528,0.9953209183323666,0.9914718801503076,0.9634353044594679,0.7761447763157291,0.7712601338570457,0.7935234396328094,596.8231546786684,107.26220364657866,420.00708322277535,13357.672085071381,12430.637817564151,699.2478851787421,550.5458702182616,1209.8141466575307,615.1237383234077,6.762246622676177
2062-10-01,587067.9787292136,912503.490028964,358078.2665477905,611294.2882242673,315512.7839846771,1044358.8640288119,231618.84357498554,1909110.6997105938,195702.0020215796,1517453.746671392,661851.6196032735,9.155267337533322,225.78666522555804,43.212917215356015,53.228347706967476,36.21116474950482,22.20779607542758,25.004713043405694,42.649132378106884,63.78875028244477,103.03854756473214,122.85444895368967,84.64268488549685,41.8312623478917,41.8312623478917,90.84275971008316,12.252894193834365,24.07109536215539,59.696316331726834,35.606919579958195,8.928754266208879,12.269565507692807,17.430111197486063,0.8291993309106201,0.8247365586921285,0.8281620357754164,0.9898996206322147,0.9866754078977114,0.9604391167193803,0.7420152581261137,0.7312668945891854,0.7569965893163945,598.7922900809485,106.08119207650617,425.0822494560551,13279.109509112435,12376.222200303171,678.6798135066599,557.5357267082891,1182.603751545342,588.5009165022865,6.685535509301562
2063-10-01,587313.171408918,912883.622976763,358208.6453477985,611382.4981831047,315370.40080146503,1046576.4228641508,231325.27242488234,1904132.0838579452,195478.77802517766,1513048.6785550867,662498.4029449266,8.105058967179422,225.0893568442329,42.85196499858504,49.96878084053429,34.695836655273126,22.21250259881002,24.22907876469956,41.760921367385436,63.42198930865301,102.89406719915776,123.41965363893519,84.81159362675953,41.663746455159085,41.663746455159085,91.520539332386,11.896460074998572,23.558293940466687,58.42456882835035,35.603503668195685,8.903516056079855,12.276788011654588,17.417177840878495,0.9178705590430424,0.9198236045543188,0.930784998649548,1.091383970860781,1.0796412310361514,1.0569968340410132,0.8110636921008103,0.8218134168288763,0.8591317435005592,596.8322643779353,110.19361855627315,424.05016939569975,13336.691126604388,12421.348092994936,689.1197947255471,575.7732304311858,1195.995550486938,586.2610143546248,6.686242391217491
2064-10-01,592180.1978234666,916686.0348967717,363187.56435411796,622798.3642268383,316878.94873966015,1050487.1203015712,232139.10214796948,1905563.2526499454,196953.82043677472,1512161.7591153583,665128.2457996674,8.102578016875396,223.50254132491864,42.8384472082134,50.55085115757489,34.91235861210156,22.21317329590973,24.288137546293566,42.055092525571965,63.91957067339599,102.82901614958521,124.8568284333943,84.78147904900952,41.83909494844826,41.83909494844826,90.51706199110048,11.905736272585303,23.678630299683636,58.723003000919064,35.82843905403233,8.953020918555445,12.347413229565905,17.48363543264777,0.9330142295575431,0.934781658829667,0.9452682608995212,1.0909091673710278,1.0769243371121189,1.0540288171086911,0.8462020469068307,0.8591499692159837,0.8955079947628402,593.0325304725825,110.13710023277774,421.3843848208332,13356.91477466983,12440.86352569643,691.0218320760647,582.7473540053072,1187.559211561193,584.4597839428069,6.671188327788077
2065-10-01,625888.7400357877,941537.1721001903,385294.9038664511,666747.5624439847,332594.41316972463,1072315.781622372,240784.31426133311,1919506.455406657,205525.66839807903,1522472.0232972503,679256.8961348867,8.085061484635055,221.84627560792748,42.83580348729264,51.03866797474614,35.16146417861288,22.232003961853202,24.51735517556451,42.7236880552552,64.80230661938114,104.22165617401292,125.91371509721347,87.84244367089956,42.013032816744534,42.013032816744534,95.2300310129929,11.981317353395967,23.916014682412815,59.31171633215806,36.47003519702244,8.938074630380147,12.529974661688257,17.90419109867892,0.9049943708078301,0.9133255482209139,0.9256314799669618,1.0501282404800327,1.0500794013205093,1.0336429128385232,0.8325670123829266,0.8457911976524826,0.8795456511336602,592.1205463007134,109.86680152960571,421.94062804419053,13566.592174467229,12643.403060328554,694.5943693786759,580.807989540546,1189.4740596252889,584.4597839428069,6.671423883152743
2066-10-01,620392.7474048343,933780.7735849869,381260.41773811803,658489.4650375474,329684.2043619269,1070727.7309984742,238536.9511347338,1929419.822856013,203422.732415091,1530779.934521913,676143.1300207981,8.079978238601221,223.3653236391543,42.88924240418395,51.41160515935443,35.30954490687423,22.24826021402406,24.622923031489655,42.87693641437551,64.9848146957742,104.87697950430334,125.18699563797121,89.06762504327875,42.09892767411516,42.09892767411516,95.83537548706461,11.993069279230813,24.004414595943853,59.5309481191682,36.47200184201504,9.001183695972047,12.507169479957192,17.722882261167232,0.9528194846498278,0.9529493075903833,0.96362720592743,1.1192995064840732,1.1028220048087511,1.0815619220530936,0.8550869791147002,0.867393466771939,0.9023958228488005,600.7099056750964,110.10062879644265,415.7464637548742,13481.952285636811,12565.250128423748,700.4948214115,555.5352838630777,1185.004103508644,607.7109465989236,6.574334787701024
2067-10-01,620435.9336301613,940219.6341680081,381455.25995802233,658260.3092334794,330235.03905798536,1083055.2223452465,239412.30468033292,1972866.9235765054,203901.1895607392,1566068.3650003122,682416.5742956853,8.101222872004161,227.3801492602664,42.94579335562982,51.599708772104776,35.46343611337185,22.253308743591585,24.70157781138978,43.0405951067198,64.99252663135893,104.90975203387472,125.64880891232791,89.26279217615371,42.258936194252875,42.258936194252875,96.05449147747606,12.05408837361666,24.07596779384458,59.708400059061375,36.60332675869912,9.194830241687578,12.663512930644526,17.874588850796567,0.9416214391904151,0.9397722383694738,0.9516006049926282,1.1095889857171446,1.0872020298060328,1.0684000199861794,0.8442697262246496,0.857611576840022,0.8923578120977778,624.9834230860451,115.42671308202266,417.9118719197016,13602.37704030503,12650.569751340547,723.051849089923,569.8615308976882,1224.8888567930771,615.2192706527385,6.781368978207204
2068-10-01,622587.4161545238,941962.3856898063,382948.58039888873,662193.4626703206,331391.1329034166,1085065.2536649075,240061.3111958498,1973057.3062966825,204466.43919226702,1566646.4375021462,683403.7663397602,7.916037197282817,228.20933503624258,42.79114649534505,52.284560506155856,35.633561293540275,22.288232180124506,24.818959444460432,43.45614608050584,66.03571431789588,107.31642478127802,127.7970210262767,91.07071027870879,42.52990128169707,42.52990128169707,98.62872327649436,12.112665324329988,24.259622534734756,60.1638638160528,37.2933199566565,9.15366588477735,12.662711008482567,17.888426504300412,0.9904368631560082,0.9891559450476497,0.9950211884170556,1.1553670967687957,1.126864586980281,1.103642312610687,0.8907842673594326,0.9119226204821183,0.9401845190611807,612.3008587850031,118.4730590619836,414.57155652759997,13619.954706821454,12668.200350996814,723.0738514960091,572.6277544305129,1218.265606827296,617.4135727684069,6.751769241952024
2069-10-01,622965.4632698699,944737.5099279971,382709.8525298978,658687.8431087262,332196.90825081023,1086467.6966446834,240687.9641182976,1971288.9849594338,205012.11647016715,1565235.0711454886,685012.7211046822,7.920338829937096,228.56018767969059,42.888068161007084,52.04965416442638,35.614962503070004,22.30322289161196,24.832744199969614,43.11885786417969,65.46395556728777,107.66804096170866,127.18238450857315,91.62017316702432,42.53176988389106,42.53176988389106,99.00823268737207,12.12994982878875,24.251236417102817,60.14306623766357,37.28535968777457,9.144526732055889,12.675960553027608,17.931686605145572,0.9991297490197264,0.9961535112718777,0.9999423886447777,1.1673001313875402,1.1357769544355916,1.114227845152978,0.8942439735252814,0.9157306984887618,0.9369043365375281,602.6245677457467,118.37977515301557,409.72762048557314,13710.442957938069,12754.335854522738,704.6327023969583,573.7437068900431,1212.7622688871134,613.5869944046995,6.788718851959649
2070-10-01,647630.8098926039,969991.1385571447,397050.04980007774,675122.8966513437,346123.89027625934,1103032.016615777,249334.12072174926,1982297.0930332479,213872.75312461364,1573156.0457691862,697313.0862982562,7.925122973987256,228.5786739137099,43.038190560190976,51.928635233172315,35.62771101269549,22.307800363838112,24.840237818264864,43.1074343179366,65.29829687729132,107.28259535981222,127.06196962702897,91.59595958458183,42.552809734458755,42.552809734458755,99.15998369200663,12.13759564190963,24.24995073577071,60.13987774774782,37.23393880121903,9.203265272095917,12.928525984426456,18.527252866608855,0.9939056718652239,0.9901981771820588,0.9951954325522986,1.1582028384213923,1.1260865496634647,1.1059769208450965,0.894667801082834,0.9150559596421092,0.936860420197351,596.4706904252926,116.77375342124083,403.7678103324124,14042.855538687942,13093.780360830535,701.3105284273423,576.2927532802021,1208.7679144681397,613.5869944046995,6.80206553835098
