datetime,TLG_fnf,FOL_fnf,MRC_fnf,MIL_fnf,NML_fnf,ORO_fnf,MKM_fnf,BND_fnf,NHG_fnf,SHA_fnf,YRS_fnf,MED_swe,SDF_swe,SLT_swe,BKL_swe,HMB_swe,FOR_swe,RTL_swe,GRZ_swe,GOL_swe,CSL_swe,HYS_swe,SCN_swe,RBB_swe,RBP_swe,CAP_swe,BND_swe,ORO_swe,YRS_swe,FOL_swe,SHA_pr,ORO_pr,FOL_pr,SHA_tas,ORO_tas,FOL_tas,SHA_tasmax,ORO_tasmax,FOL_tasmax,SHA_tasmin,ORO_tasmin,FOL_tasmin,SHA_storage,FOL_storage,ORO_storage,DEL_in,DEL_out,Total_DEL_SODD,Total_SODD_from_RES,Total_pumped_from_DEL,Total_Shortage,DEL_X2
2074-10-01,512984.47211985925,794399.6574282297,312297.7249499724,494833.807306266,276457.0370107012,952544.8591057325,204379.76981520987,1952045.727033344,175844.64342832993,1580363.8039139968,566213.317492485,14.508360969015564,260.2954242481883,50.94758001390316,71.22687181160522,52.891069117264124,23.489905482772137,37.733063206579764,60.475880708277764,85.28408128431153,124.8373791984816,160.17721597902653,105.16835448942707,64.02109832018775,64.02109832018775,114.71160151497311,16.706735032799962,34.50550032947195,85.57364162441469,49.47776862593724,7.5591656612545375,9.747387081174988,13.541390093101695,0.6189629937960677,0.5860053700464414,0.5692742265452272,0.7275479699334831,0.6764050120248323,0.6421986498606225,0.5626908183974921,0.5741906092360782,0.5675469124108597,569.8328960149834,63.164066673670405,353.6775244608393,13680.14159652882,12989.099235923233,662.4452251350061,517.8222668847773,895.0294878339752,277.8557061759806,4.840347280260357
2075-10-01,532974.8602857711,830474.0298372001,324034.3914607198,518334.3588302913,286761.8447315305,998417.9706269823,212100.49279932425,2020136.2123402078,182205.4125510277,1634088.3729285905,593584.3210519666,13.41481507848704,266.92532919585926,44.11965137232363,67.91640203604432,46.93561483167822,10.274176369367778,29.64123365027545,56.02006673469057,79.1180892688122,124.92541219091216,156.705364431423,103.94672668915783,58.09879440413432,58.09879440413432,114.95794667915553,14.881013027037973,28.908971655391426,71.69424994374218,47.480774787952924,8.059924659274087,10.453353501484571,14.389185791922236,0.5879131441127083,0.5635296277885589,0.5490600813113212,0.7053349556675199,0.6726442224845608,0.640654568681745,0.5260338308677439,0.5306633849193794,0.5238790273583385,597.3408983361899,62.76093138780789,388.2956811421251,14119.806413790195,13371.51777777355,644.7331282199258,505.628825240128,928.975076848788,276.84394274564244,5.046546958927372
2076-10-01,564678.679070429,886126.3377268395,342100.34523668315,544578.7946021552,305275.9788267834,1050730.4797097477,227310.9556771218,2057973.2712671238,193199.2363271311,1661057.9040766642,631591.8313955889,13.386958992694506,273.6000896127291,44.8143564439665,69.50030976490254,47.36998541510682,10.366937630108731,29.920711472115343,56.4098542776619,81.20255664604254,130.60611231828668,162.3370441160846,108.63589496870222,59.094237456535026,59.094237456535026,120.50081805904206,15.012793824525271,29.265035030377256,72.57728708921914,49.15498613993321,8.14787910217535,11.05416425019454,15.50334992566128,0.5839107493283194,0.5569019378478528,0.546760432513793,0.6917618153836301,0.6660643228243008,0.645145832859615,0.5265813981113407,0.5272388337597049,0.5210721672024631,608.8749923898459,69.16320326756309,442.73787501221557,14487.079811686446,13661.477977414368,702.5397545456832,532.337299488052,1013.4798855152887,280.6239127668981,5.550723904058755
2077-10-01,561659.6677486179,885438.1285383218,339918.1269441961,542896.323572189,303730.68011840864,1050685.4256740962,226667.9611145481,2050200.3374515143,192040.85346731546,1653941.1546739151,631555.269131085,13.751597556913643,273.4414307201256,43.89359736335633,67.10734154391317,46.04005360737985,10.477593381635925,28.979604900159615,54.57133736720541,78.26661014928624,124.97500291514152,159.96200828687955,103.09854474823081,57.85890779273869,57.85890779273869,114.39673884478952,14.718859619919076,28.375297762904,70.37073860227807,47.66986709090251,8.098623323414614,11.055099935949869,15.499512981602242,0.6092932883218158,0.5816945754214701,0.5645245751722833,0.7297640528968812,0.6986708720641058,0.6649473911076544,0.5369524889186099,0.5396683527770045,0.5338571500135293,606.6875055069961,68.6549000837894,443.05138105308885,14508.66476779074,13684.930858764992,702.1339802461234,527.0830720376538,1011.9881911696052,280.6239127668981,5.540540810036909
2078-10-01,576560.322659484,909737.6942729637,347251.38065612764,555331.5542606954,312231.0142531596,1076435.5119134604,233354.16624458708,2046114.4323714867,197450.9922913505,1647559.584586187,649294.3890959568,13.842206639562827,268.98716999164117,45.010431862217565,67.45778049844398,46.4182978906857,10.550791589020704,29.071418004699463,54.3682253038998,78.14074840942067,124.4056230415112,157.7456605823429,103.48379322802586,58.05692703763856,58.05692703763856,114.48797484213762,14.844975782894307,28.491609822764143,70.65919245095631,47.29597321583237,8.125628486201133,11.403218303146387,15.975016573388823,0.5875933070428339,0.5624780679077239,0.5475201163104526,0.702394882778907,0.6835061576797337,0.6557187048045666,0.5293685641011378,0.521044754805149,0.5078754680207878,586.6274593759572,67.62497181951825,431.63819716481567,14318.738071371474,13525.660869569749,693.5713431420544,524.8396498343309,983.3355208845528,221.03077914844096,5.412632225565929
2079-10-01,575843.7190766972,913089.000253395,346931.03120278893,554841.74033874,312055.6948051952,1084112.5821772923,233441.69684740837,2071705.8841503726,197402.83353309988,1668537.1289714489,652798.1577387224,12.621738643224258,269.06526365068584,44.736876487048626,65.15937971518255,45.05862466569038,10.702284504647002,28.7409380935589,52.46640446011762,76.1287555650996,123.51039001745004,155.41232153206593,100.11914957167805,57.4612304157773,57.4612304157773,111.86449807037201,14.167541153168228,27.6572505798405,68.58998154255156,46.65708266225798,8.270486281671833,11.533325984633255,16.078878854341525,0.5700119537014551,0.5381337252337088,0.5206862122935033,0.6860825241314057,0.6571187726801613,0.6285453697977252,0.5119382326106418,0.5020931890420276,0.4847616385492123,591.6567305768558,66.97896863647317,429.88320135894725,14374.757452588636,13575.971673186248,694.0646143616332,528.6127126719032,983.3153999108056,220.16709776875715,5.346766317265831
2080-10-01,563279.2796550274,897632.2752097104,338093.5815380316,544873.7932858935,305008.1528039902,1071087.3934884914,228910.60739950422,2063131.0435300807,193330.03319863192,1663483.5120429646,642471.2156533145,12.54576871069704,268.36854022533225,44.28543338789599,63.61572706605513,44.272942812633616,10.62547479140815,28.187730689674154,51.72852627287497,74.63069804995789,120.88497364265353,152.01250369932504,97.30440468880487,57.21174708212832,57.21174708212832,108.25285155233678,14.027367193116197,27.069042876629585,67.13122645173617,45.56486429656986,8.27516589935428,11.471632160349234,15.898129896952584,0.5710350133801454,0.5389818727707223,0.5205839554186346,0.6857203101938509,0.6567042571229825,0.6280422039147744,0.5144783680451062,0.5029395302987347,0.4825816476780863,601.2469913625854,62.038665477313636,431.81084216822956,14271.367119218192,13483.63738462912,687.8512035782582,525.347526531767,973.9697195891779,206.7763622756676,5.305693854908982
2081-10-01,660579.1629438668,990591.8008760319,400352.3014344614,666774.7321880426,347867.03329879086,1151799.7962321602,257168.6579598286,2146587.573914836,219766.6274340193,1727915.9611521952,692581.6787105815,12.663553347878546,268.433377726973,44.94281819224204,60.64905527599258,42.22181142926311,10.737578500807848,27.641655078801904,50.30560129723176,73.11325343295728,119.71465977688177,151.28088636247045,95.74490995692034,53.43020937641843,53.43020937641843,106.50145705844014,14.147850989247257,26.362118896329516,65.37805501197015,44.114396381619244,8.524320137923004,12.260366526935757,17.504230350280285,0.5894083423501183,0.5499251448850146,0.5351305826694157,0.7041114865185556,0.6602668880985113,0.6357478716952445,0.5308740274803472,0.5194904358090927,0.5024733401199374,610.9366688471841,65.47833607265916,432.14588133800873,15492.313976070913,14776.624013628321,639.6980501738824,497.5816832318988,969.930066294953,206.7763622756676,5.3146298400977905
2082-10-01,656153.8562994584,991461.5753712181,396644.6611299109,660321.6322152454,346399.88604280987,1154414.0222839972,257329.20226229497,2160025.0179137886,219564.65389304975,1739143.3640444947,694037.2644375769,12.744168187529425,268.38329247924355,45.00006102476123,61.330598712854034,42.62199887251038,10.307398044872802,27.645914176070974,50.497556965406645,72.38233846477566,120.62606980148783,154.29845895661683,95.55472670095345,53.5259684657065,53.5259684657065,106.10709543289417,14.104895007218616,26.46788823493702,65.64036294319936,44.19647739678859,8.62772136084999,12.335721994255547,17.54319708969482,0.6015661165405721,0.5651386526781662,0.5472591646414999,0.7288815170584134,0.6749737772448912,0.6442111788025079,0.5293482383363078,0.5332350886727002,0.5172559564488299,588.3326853274875,64.42846622606625,414.10722643342655,15395.997571480995,14699.316760700927,630.7165105907037,496.42029247724184,945.802600417198,206.7763622756676,5.2199231887991
2083-10-01,651408.1221036803,978930.815413919,395852.58572080266,662914.8109349061,343632.2881143714,1132604.723380167,254758.62699851074,2123356.7747350163,217660.06276378417,1707558.8946147317,686126.6682574742,12.663131048391122,259.82248089278124,44.04355877972234,60.42627053552631,40.97139181226174,10.278415352592312,26.268630973062827,49.27550852524587,70.62550569001002,116.72893800087182,146.39788786175544,94.206123718342,46.05535071158576,46.05535071158576,104.49387164479727,13.54665378094659,25.50358302942249,63.24888630277004,39.980026257183596,8.514549349620331,12.111804234076507,17.311525688716866,0.6080054128783207,0.562616367598471,0.5460812326060133,0.7277796332984697,0.6679728032134027,0.6400709313098594,0.5459830254289503,0.545846587115525,0.53028045636141,585.4675070132342,63.942154538452,411.3884471740681,14724.127207679068,14044.083810823915,625.28780720761,495.21736785902743,946.2326885677542,206.7763622756676,5.18228035111656
