datetime,TLG_fnf,FOL_fnf,MRC_fnf,MIL_fnf,NML_fnf,ORO_fnf,MKM_fnf,BND_fnf,NHG_fnf,SHA_fnf,YRS_fnf,MED_swe,SDF_swe,SLT_swe,BKL_swe,HMB_swe,FOR_swe,RTL_swe,GRZ_swe,GOL_swe,CSL_swe,HYS_swe,SCN_swe,RBB_swe,RBP_swe,CAP_swe,BND_swe,ORO_swe,YRS_swe,FOL_swe,SHA_pr,ORO_pr,FOL_pr,SHA_tas,ORO_tas,FOL_tas,SHA_tasmax,ORO_tasmax,FOL_tasmax,SHA_tasmin,ORO_tasmin,FOL_tasmin,SHA_storage,FOL_storage,ORO_storage,DEL_in,DEL_out,Total_DEL_SODD,Total_SODD_from_RES,Total_pumped_from_DEL,Total_Shortage,DEL_X2
2012-10-01,619713.7520332125,922247.4805030836,357860.1541790051,579278.365903721,339135.0989287599,985758.0637738534,253748.29315794827,1663326.8044687682,207801.25060736042,1300371.854791497,643884.2150097631,17.185159929514434,217.21519510663236,63.62903675489324,82.23941210665316,65.41149376041372,44.71166431203458,49.203610039423516,68.5972125566297,105.60099063409815,126.95339202204569,202.76128994321874,133.65372188223205,101.49326886592152,101.49326886592152,136.79252074347414,20.226767030569167,45.817454459525244,113.62728524087746,70.49222002707302,7.621327754932073,11.93237944232896,17.90705766445408,0.5162842777614425,0.5195925281030038,0.5093208853433662,0.6175929856504699,0.664330345593124,0.6444759385760862,0.4970454226400714,0.48341127746399365,0.4734736410836929,769.6940157116214,118.67255522476627,575.2275172704186,11383.416310889428,10286.909550468168,1178.39301742758,813.893344448356,1231.3557789472504,469.9729723143348,6.08182514716095
2013-10-01,615416.3290552029,891199.9612330622,356265.9578284937,583509.7011326962,335253.75395179103,931110.6539387016,250513.38783517026,1605301.455174926,204189.68170201164,1261379.5099531694,610154.5382466033,17.196523445078277,211.90237152575688,63.69740553276889,82.233610384709,65.5849731513597,44.679910213570665,50.07192063550518,68.54599542452148,107.18486672549496,122.96520760240406,204.89285316227324,135.06070680672184,103.98047930626846,103.98047930626846,137.12749645536016,20.473713681739582,46.46139695785292,115.22426266441539,71.89114138198171,7.642767468109565,11.536463762946596,17.594530167219634,0.573808652540702,0.5784910793957673,0.569637267094687,0.7007702627344373,0.7326510092080694,0.7108663571506314,0.5219721861687708,0.5228070390812845,0.5180227838125663,863.9186309779092,127.11935738883587,594.9435609463089,10896.631269519467,9774.170959680543,1223.2794686906761,807.9455606631277,1259.724589278116,478.0103665651397,6.293351116684825
2014-10-01,600583.9074676636,866164.5620958701,348557.93607966596,569928.1710040027,327300.6250486906,902161.0434997382,244883.18426095136,1554036.4315163738,200107.23737791897,1221259.9044148969,589967.3345761588,17.593904418897086,208.1600245921819,63.71207426552733,83.35570670244563,67.2961439187334,44.74633298605704,51.15512937788536,69.96167262066773,107.47670807119013,121.22311990051443,205.94064305883444,134.31966672537223,105.00490271362602,105.00490271362602,135.56046437308086,20.55533565133099,47.29527052699578,117.29226920343132,71.82737159744936,7.413613158496245,11.165069646943797,17.04318779023157,0.5718505140151102,0.578777816580062,0.5698823625603852,0.701340809071578,0.7284567532440669,0.7044343495122144,0.5123899961263959,0.5136418796766701,0.5104273033303315,856.5555235689413,128.02498314721322,592.4173981064249,10649.679029137471,9549.432931977168,1202.910493843114,819.7586577907566,1240.7021361963696,478.0103665651397,6.179150310941491
2015-10-01,600594.3982376698,860716.502072697,350209.3554723644,573957.6128918648,327262.1098972189,884499.8348337347,244438.0917858555,1518959.7086583371,199654.8407945698,1191623.6170437078,580110.250551093,17.477878116473764,205.01653091059904,63.22006398871598,83.09377269488152,66.36663946115507,44.19530803914336,50.26849291190018,68.42024926115313,105.82075801121714,118.57319295644078,204.69120472775177,132.4462986729253,103.91665832849152,103.91665832849152,133.8375447695461,20.280858086296135,46.496282055564116,115.31077773205865,71.18857379704563,7.363614376349431,11.129352673894102,17.147085153559676,0.560732670644557,0.5700066653853795,0.5559751525575491,0.6969366938488297,0.7266853037952143,0.6987910789573426,0.4962641847942903,0.4981143342224346,0.490283871766397,817.3475654412807,128.28236170649222,548.352805885837,10382.73760703324,9336.869279671488,1171.3432783787368,832.7099048433602,1188.3302571300421,474.77093703834686,5.9733914046733885
2016-10-01,600854.2608480647,861411.4275588606,350371.17169679835,573371.4063422582,327414.5895262464,893711.5092556988,244431.19151691068,1525737.0866421107,199931.94978065262,1196787.9287401864,581308.6916822164,13.448474626986435,203.77965019450014,54.13334226403654,79.21420593276612,60.8515750375478,41.219358174422275,45.592282826387816,64.44869476028533,101.10119299162658,116.67561892052127,201.01785855858233,130.9618152682137,100.41245466735647,100.41245466735647,133.44149724872983,18.502119904434302,42.77738953214118,106.08792489179488,69.58643677167242,7.359263637151974,11.095765675371286,17.067660908271193,0.5673370188100868,0.570051221876561,0.5530278714131681,0.6956931789768436,0.7213346402663964,0.691901135543454,0.5054043702072569,0.4995035330984677,0.4900940319276861,822.267403970799,126.64368527497875,552.6849411735662,10637.88120650571,9575.251474099608,1196.58094902695,838.3014662865783,1194.09379726324,474.77093703834686,6.276742228129142
2017-10-01,610985.7714558082,852950.3909864463,359574.5254010639,591154.696758476,330552.68591878255,868202.0372284334,245312.71152759696,1449603.6088340806,202519.26269123662,1134109.7569519538,568492.8191586562,13.23301536029986,194.41293205846193,52.62671409053533,78.57346125800709,60.0383117477027,40.72447074426417,45.182268724248885,63.19333055906169,100.49268513204443,114.51946074355958,199.47812891927464,129.71319631128802,99.94441388102565,99.94441388102565,132.3133489616019,18.16284138554609,42.198392381556204,104.65201191678464,68.91913990628201,6.903945246254306,10.579018344559175,16.587101836336345,0.5593378646577629,0.573341005161164,0.5633319741131759,0.6939881824986118,0.7303520545462256,0.7041341316271226,0.48776778746422816,0.4901310896219274,0.49164947420283706,817.9684136408493,127.86066417179883,548.2511979476478,10344.783245849047,9322.49694834601,1154.0292092931359,866.3380935267799,1163.6756383922097,473.9811067821361,6.110549172340973
2018-10-01,616471.8030677403,851493.0747180247,362908.22723796044,599895.5713936449,332136.094367345,867482.4629662256,245588.5101308999,1450708.7798909496,203353.69221279275,1134494.557695686,567675.6174340369,13.666131585669454,194.484015177331,46.99414613739147,73.94325117503725,53.789144547445886,33.12225046193393,39.67914678038426,55.73385582030044,87.60484148738169,108.54185449568502,185.77876685416018,126.15429689517777,93.52601949567685,93.52601949567685,130.0982017134192,17.351135278269258,36.56151412963862,90.67255535670158,64.64322810325191,6.887716881212929,10.568725322812766,16.547715573098177,0.546171090167716,0.5717556816020624,0.5598630116379931,0.7200520931059126,0.7331920461412488,0.6843221716152331,0.44563829586937287,0.4834653688106539,0.5085941479825108,826.9564108641248,128.12277769529774,556.326389527792,10473.587474357393,9457.230471890456,1086.419105988094,823.074018586705,1163.9484177732827,473.9811067821361,6.078891752795492
2019-10-01,616380.8642778635,855072.718572681,364085.58324622776,603718.4062378055,331856.81183543283,884668.4031903876,246064.614661624,1504977.9926049816,203053.09988490594,1176257.0196666063,575904.8521121141,14.047267568992863,207.04965069058224,49.17990788302585,77.63131129526218,55.928792932377874,33.380630451373655,40.717360926311834,57.47505684142018,90.90513997854217,110.77954728372958,189.82017735607386,127.38552614726817,94.45221319522442,94.45221319522442,130.74880979045494,18.10365900079611,37.73356441763018,93.57924006312898,65.60892262465755,7.207725079478746,10.760636108453653,16.636510487405385,0.6507949887601638,0.6913829539571218,0.6796948069451746,0.8432837614555131,0.8794888060680557,0.8250731793982637,0.5203648337700852,0.5626970062174547,0.5938963224451452,796.304278579739,128.36531114479644,556.5560406447577,10586.624792167471,9515.581952584258,1106.4169584207764,830.7844680549912,1188.598719179622,473.9811067821361,6.423006036440975
2020-10-01,564789.0792241498,746815.9631740282,335244.21904762613,571260.3134104838,298332.12342459545,762394.9671192409,218269.19933457577,1355927.314807218,179977.0906575782,1062402.1202138057,500002.64808994415,12.522477848263804,192.0728377135717,47.040663328721465,75.17943724335021,51.44789483674335,31.989099512201086,38.03579749812512,53.091107117783764,83.70148116779505,93.85548179200116,178.48095263663697,117.5387967149479,90.78402497004065,90.78402497004065,118.03988790907083,16.837082866432215,34.876980953244434,86.49491254959025,61.32230710155097,6.782786072807298,9.697598969605712,14.925144705246913,0.6189841312521788,0.6490097473055135,0.642197474817955,0.8132001631774474,0.8197551752228343,0.7752154045256909,0.5032543244387953,0.5512983548507375,0.5775634708621774,773.3519897613256,125.39434108702876,541.6448888431974,9826.144485116552,8837.036028740547,1007.4178585560603,807.2800894092289,1116.2473181066487,473.22812061932825,6.041262690462214
2021-10-01,542744.6882453643,721826.2575602318,324358.59867849346,557682.1793644978,285525.3669647222,754930.8112431029,209472.0144786397,1385599.5440762176,173697.1453801968,1088824.0629289364,489712.281499438,12.573952633334244,197.03062099312118,48.716265795048486,76.89084464524134,52.91063687161077,33.0231503195807,38.03276907536286,54.07146103597972,85.41761274576832,101.69505594657362,182.72789216202392,119.00285733166059,90.6956038161687,90.6956038161687,118.25656781139584,17.34187724447508,35.426645795308225,87.85808141601433,61.80073065939305,6.8962162353582075,9.483957908417942,14.289080638004497,0.5993960470771529,0.6454520997666423,0.6423585591209907,0.8059557445753089,0.825659005957467,0.7814481963136181,0.467688323207728,0.5273088228797314,0.5565839152123842,755.0805455062749,126.62368053255162,523.2941212548632,9945.717687705903,8903.44374862109,1021.5282790335906,807.0621106882508,1151.7250835411057,473.22812061932825,6.210185964941684
