datetime,TLG_fnf,FOL_fnf,MRC_fnf,MIL_fnf,NML_fnf,ORO_fnf,MKM_fnf,BND_fnf,NHG_fnf,SHA_fnf,YRS_fnf,MED_swe,SDF_swe,SLT_swe,BKL_swe,HMB_swe,FOR_swe,RTL_swe,GRZ_swe,GOL_swe,CSL_swe,HYS_swe,SCN_swe,RBB_swe,RBP_swe,CAP_swe,BND_swe,ORO_swe,YRS_swe,FOL_swe,SHA_pr,ORO_pr,FOL_pr,SHA_tas,ORO_tas,FOL_tas,SHA_tasmax,ORO_tasmax,FOL_tasmax,SHA_tasmin,ORO_tasmin,FOL_tasmin,SHA_storage,FOL_storage,ORO_storage,DEL_in,DEL_out,Total_DEL_SODD,Total_SODD_from_RES,Total_pumped_from_DEL,Total_Shortage,DEL_X2
2069-10-01,537454.5314287804,818202.078687618,328564.3283204031,539234.9302140769,286858.32572400727,906595.8563941094,210385.05037766282,1641609.3666397675,180412.9007751345,1313217.455037216,579817.1266798537,27.342165958009137,253.63794741403908,88.83736618393837,105.26876237808658,78.22461083740158,30.52162720669016,54.484917701326246,81.6811836337719,118.47302986547082,146.89701810097185,192.5595931341296,132.34162873526668,84.53293556511967,84.53293556511967,130.62577382532524,30.298202032528703,51.62397989882477,128.02746943961378,61.88282648714851,6.768026340514628,9.780901705502039,14.604483173319915,0.7774433576741223,0.7513977313875464,0.733371410535142,0.9601461482268103,0.9104448847786254,0.8637333001818078,0.6434730890767053,0.6441285369194188,0.6504047946722638,667.3783763191763,93.69526202879472,424.7965341564492,11932.682109256892,10931.444085390644,811.5992539983112,683.2548659114467,1183.3407400242247,471.14460048916385,6.421178315743981
2070-10-01,535550.2896402989,800142.1049667059,327993.6836745686,547482.5933096063,282502.8668228942,887996.6555371761,206100.48970828176,1607421.9682045977,176232.73800768782,1286558.7762456234,565885.1660094202,23.608188362835158,242.92477791688734,83.85240997323278,91.67776108193226,71.69352503272604,30.00341463578784,49.747749236051405,74.08811779636547,111.66623632122885,128.19162938557682,182.17374626252553,109.5298065127759,80.36713125376309,80.36713125376309,113.40537239968397,26.80828933457045,46.994472248532745,116.5462900364883,57.940652211790876,6.730008011280702,9.697007314277224,14.440720967782983,0.7599392316089199,0.7394942033169853,0.7231553399666467,0.9419378954794027,0.8988032212168863,0.854877010098954,0.62815849627411,0.6333323363217435,0.6409340180169879,652.7696720810249,93.33001986377565,417.0210532310112,11676.348137267983,10694.639673917098,796.460029937235,682.3188732572033,1166.8225953283754,469.67458686518603,6.279727028457346
2071-10-01,522589.5122737622,781140.70693957,319882.73450996424,534312.0251820763,276071.7788189772,864253.5103312484,201944.78136970545,1569442.622462147,172450.59961361045,1258625.8101939426,550774.0264171404,23.63119483135416,236.80872249610326,83.59153235355389,90.94346434320265,71.33548553961113,29.94426470976725,49.52234201335321,73.41807946783084,110.74123186917122,127.18614005154554,180.02691588688228,109.61223381811534,79.97506703151396,79.97506703151396,112.39897119447781,26.698966119213534,46.713214558565824,115.84877096966129,57.464368824456535,6.619429257323844,9.384792609458842,14.006605877665626,0.7615088449542355,0.7388962402109291,0.7221599557749312,0.9447581240371354,0.895269797102295,0.8493930344704964,0.6271320388659818,0.6330161339926051,0.6417954563924064,652.5258533411619,93.2754883673908,417.18661524449885,11356.70777904927,10368.742224152773,787.060172701016,683.7826647027437,1165.8054171340798,472.11556542937353,6.151649709237208
2072-10-01,490427.759512193,744267.4750084272,299500.22974065633,507285.19380687684,260278.79171818425,826194.7664236058,191296.11825140446,1523212.1017078871,163220.68910841254,1222064.7558196918,527414.983527898,23.633122153395718,233.13688796127045,83.24296937019092,89.41035481244626,69.37195873296422,29.977753006752604,48.62493450345482,71.84522052373539,109.53378527141315,127.1737393899185,178.681514547672,109.61480531283995,79.55433192334,79.55433192334,112.32051203321853,26.535677934238127,45.84788662374834,113.70275744882916,57.30065241248941,6.416607638697236,9.033812215331148,13.375480736072086,0.7658399891342166,0.742154116597446,0.7244102567080826,0.9505566608717582,0.8968232783880273,0.8497624804501408,0.6278964580397839,0.6330793588917917,0.6412478987553927,649.5697838393728,93.01001303058246,416.3930442920381,10512.011862424943,9515.684251501034,777.1069600594982,686.6713632952,1152.8300366814383,472.11556542937353,6.023037890562697
2073-10-01,455700.00552696805,723421.0278178533,275608.2992451834,461563.75510438014,244499.46538922878,818524.3102376154,181782.09937125194,1514155.4054690634,153921.94903489837,1214995.2178045523,520082.3698150765,23.617148144756552,233.144903943917,82.79056542604,89.45328527058088,69.30299147268292,29.986955097111927,48.53558159047921,71.99858599089694,109.8608771603332,127.35138734151082,179.11145259246373,108.01123746697522,79.54626850025946,79.54626850025946,109.73862644158261,26.451968159982027,45.853725869082325,113.71723877954584,57.33729154062941,6.267954573700575,8.869648837058545,12.935379926299904,0.7677167396921656,0.7412310627512143,0.7217667747571589,0.9385862867913705,0.8799743996244281,0.8324602854247397,0.6362816483134948,0.6426214215503279,0.649310213727544,653.9534681152927,92.20484154515523,414.84993530993756,10408.37494043872,9441.862537218189,773.5771144336543,686.5161431679892,1126.818380952496,472.11556542937353,5.9670767510274345
2074-10-01,453882.38677863026,708900.3952291656,275046.4223889353,461557.5706375602,243606.94943691397,780669.7572666623,181204.58398113865,1420985.308777421,153327.85209927987,1138909.7087645007,500028.54977282847,13.08513551518529,211.22150703510323,49.871079082301755,65.62566318743843,44.75333041949548,11.864769641688055,29.055418564418623,48.27767720075512,76.9274417863206,112.70310999555936,142.14453380770442,101.74538326518238,55.37259503887969,55.37259503887969,105.85950862166368,16.238706378025384,28.528857829719186,70.75156790205573,44.298414665208064,6.189821223914883,8.675970235887336,12.816090046199992,0.7773405092443442,0.7528570534646133,0.7350651973098291,0.9561360642139326,0.895938941616619,0.8511571000910579,0.6392494639941064,0.6495194225153856,0.6570901594868394,639.5566235024482,92.40283281278076,405.0336028381646,10149.657581253196,9207.252441350769,715.032525529993,657.7982445590071,1106.213625043629,473.5636890286902,5.907069531197135
2075-10-01,443391.6229633503,702888.6311214598,269184.20064008003,450761.5463448884,238377.2827785486,770431.7746554493,178411.10618419963,1416954.383799253,150580.94149136855,1136122.8723596635,495810.29575053457,14.287244425230428,213.10724735896105,55.438666690028334,68.0620834665794,47.908287248251014,15.1318923407221,31.54694202173005,50.40286312632497,78.13131031933396,110.86480912403832,142.7358642856097,100.29510702387587,56.53670811968908,56.53670811968908,102.90116289842514,17.196779316851526,30.63505984533784,75.9749491670401,44.51292816625441,6.173784830473966,8.606963335230008,12.723676238453896,0.7954942871137151,0.7732655934203057,0.7570153339991621,0.9696333181189563,0.9088075816055344,0.8635000315954904,0.6620274577317709,0.6783022248596237,0.6895159611031072,622.7772801454473,90.52316560117474,388.999728870458,9964.15380462076,9067.322532208116,723.2823723452387,655.9842809504141,1082.679445030778,473.5636890286902,5.810097242165639
2076-10-01,447489.5519692745,713349.9621448077,271554.3215207225,452533.3545740001,241148.81901897732,787099.0899220177,180739.21627953186,1468724.2196275343,152323.0252532683,1179009.303175798,503055.86488296173,13.774338596859893,222.6670438344205,52.533833353821514,66.475775428598,45.02029998061499,13.88625557335931,30.321174785743512,49.894821355859555,77.72849874135984,110.6630600955508,141.502799224509,99.18336398220147,55.109090410905814,55.109090410905814,103.14625599575568,16.85495134597076,29.660699335707076,73.55853508017404,44.11478819450199,6.658763746244702,8.951081340305267,13.082784548586572,0.8047539841365949,0.7826796601611667,0.7670394659359964,0.9926827159260293,0.9295323435470406,0.8791201463951124,0.6621749824211423,0.6796826496863418,0.6943735672775698,621.6093687531052,88.27146196385081,388.1505345752617,10306.09854427059,9383.780512442472,732.4993350693212,682.5051623155927,1093.3438195810027,473.5636890286902,5.9591088557064085
2077-10-01,446726.5059817176,711597.0350206158,272303.1609909371,453971.5341303035,239948.51134870882,785547.8446236583,180124.245674425,1469103.6492639922,151911.03253638156,1179898.2766756369,502557.7319765448,15.043488193405247,224.17150705624564,53.85996596999187,67.33823029803071,46.56584236983111,22.370764194763957,31.723764533845646,50.20187486226266,78.23563887762677,114.75412635299251,140.12925419647217,104.27582036681873,57.89006536367198,57.89006536367198,106.22706640593844,17.054870897687035,30.897338175758236,76.62539953299687,46.050796789070766,6.66942340233953,8.931620710499566,13.025786891053276,0.8001555573041128,0.7692866712253038,0.7525079315866497,0.9862690552646649,0.9166227101726994,0.8735594657368425,0.6604539315568492,0.6663752954408682,0.6701533380947012,631.8617342494325,89.50500376082945,396.27149739920816,10275.695392502512,9355.353853723907,777.3942375654559,687.1011069635318,1099.2868798989136,475.3630462350756,5.975353466406567
2078-10-01,433078.0093558418,693139.8074495202,266364.18063041853,443734.1086450275,233917.19360263678,761587.5644559005,176353.96354546392,1411468.0686810892,149435.90388955007,1132677.7518645127,490044.9951767142,11.713080471238646,213.01369225078184,43.054880065131634,57.51414071936424,38.8038709022081,22.132172898741846,27.598011887323043,44.11326083576521,64.15446623647748,109.22539051835878,123.96583692445331,97.75526159019186,49.58449864868609,49.58449864868609,98.13314279395827,13.271764224063393,26.07902041550439,64.67597160212861,39.38020356555012,6.449796938028608,8.671762581235457,12.595844958163248,0.8069914693593092,0.7801060374377745,0.759389014976504,0.9986427549367277,0.9317443810220969,0.8832747873391298,0.6621282318533843,0.6725030907797339,0.6741554358987104,631.5610960649412,89.48153576770733,397.58289411990637,9744.962277200748,8845.346207540772,749.2257008999903,681.9482690290465,1090.0330987330492,475.3630462350756,5.8005642315709425
