datetime,TLG_fnf,FOL_fnf,MRC_fnf,MIL_fnf,NML_fnf,ORO_fnf,MKM_fnf,BND_fnf,NHG_fnf,SHA_fnf,YRS_fnf,MED_swe,SDF_swe,SLT_swe,BKL_swe,HMB_swe,FOR_swe,RTL_swe,GRZ_swe,GOL_swe,CSL_swe,HYS_swe,SCN_swe,RBB_swe,RBP_swe,CAP_swe,BND_swe,ORO_swe,YRS_swe,FOL_swe,SHA_pr,ORO_pr,FOL_pr,SHA_tas,ORO_tas,FOL_tas,SHA_tasmax,ORO_tasmax,FOL_tasmax,SHA_tasmin,ORO_tasmin,FOL_tasmin,SHA_storage,FOL_storage,ORO_storage,DEL_in,DEL_out,Total_DEL_SODD,Total_SODD_from_RES,Total_pumped_from_DEL,Total_Shortage,DEL_X2
1989-10-01,995650.834,1795331.2980000009,570617.6410000001,896520.1029999995,559400.2739999999,1901479.8539999998,437291.4149999999,3751782.391,327644.7679999999,3044172.1419999986,1358843.3770000008,17.929128262892707,657.2361717275855,85.78731909991707,139.06374734583724,79.8473268034739,34.42715858123724,54.60404170056612,94.44531633792232,149.21218873854704,235.11414956400145,297.01528458171896,196.06113675926093,108.77292079043859,108.77292079043859,212.2582112380634,30.04236779582506,56.0590592170063,139.02646607088212,93.50482969851683,31.99360377645583,39.1535182151041,53.8456114141502,14.285108510335666,15.47460423294062,15.969655476887542,20.938875771215926,22.631096230670085,23.096284113390393,7.6313412684971,8.318112251609326,8.843026840918794,2730.480598152095,677.7795812527687,2215.124982831224,22225.6609438028,18209.48353822021,4223.354678094557,3111.50504889062,4016.1774055825836,318.6201288074165,75.16314448470561
1990-10-01,1003556.676,1826479.1460000004,565833.947,877558.0679999996,566454.9899999999,1967965.0279999997,443615.74199999997,3953112.0479999995,331099.4049999999,3202925.6439999985,1387856.7730000007,19.37405978229115,680.9651120120011,91.06929995175673,143.38551177507333,85.35039235274792,34.30125995521101,57.07892392357006,99.58067804247514,154.66382678251895,237.89245879928444,302.1834791429849,196.40875868705865,112.88544396067871,112.88544396067871,213.56017310446828,32.100333455520186,58.63443432484335,145.41339654141404,94.5622956451422,32.72933741207048,39.85490048453886,54.44812078673668,14.359823579220471,15.526157657390437,16.014965069421958,21.060511391164916,22.719249653626683,23.16972520848129,7.6591357862442395,8.333065676932842,8.860204925949757,2930.917359391823,677.5372687396623,2288.2823047655775,23241.421563863438,19029.984767354348,4162.34308027811,3132.8417612520166,4211.436796509085,184.84906185550852,74.19355910775876
1991-10-01,988601.9859999999,1762850.719,557629.645,864553.7999999996,554168.8729999999,1887939.6589999995,429857.72300000006,3818041.5089999996,323359.6379999999,3103208.7349999985,1339690.7300000007,19.33027616684741,658.8354027288897,83.8958483032419,135.38170236899728,80.79103418370349,30.030147666898806,54.15865499875645,94.78543617097858,147.83001764217414,229.61594904407156,291.23802355152026,193.20821772521188,106.14037864308716,106.14037864308716,209.21816028356162,30.952981176270832,55.260392910727624,137.04577409030634,90.97080346077755,31.868430054098233,38.63287814943679,52.9933426241044,14.422630744753652,15.604448936086664,16.10112396066174,21.151732221283545,22.83126456776603,23.294069372217887,7.693529283301585,8.377633308662222,8.908178547116975,2955.59470398443,672.8753527848597,2264.592861956427,22549.139642448306,18435.893261601603,4293.059961980366,3025.7939880388626,4113.246380846702,184.84906185550852,74.80594218646335
1992-10-01,879145.8119999999,1608613.8410000005,491113.412,755794.6499999998,496263.97799999994,1711141.8519999995,388217.97400000005,3560018.0010000006,290221.3249999999,2909538.425999998,1224701.2530000005,16.83906796023627,634.8436565080723,78.47233571623349,121.57477092924482,73.08984262408175,25.24344360687993,47.792731899630546,85.81188292395649,135.5050889516688,202.25152699291615,266.39709125381364,163.5047164251625,92.75292414589352,92.75292414589352,182.39408387694473,28.42206449829846,49.39943260450279,122.51059240724388,81.0246699887612,30.786231128621647,36.72296253139567,50.27550482441558,14.42573759385894,15.58608454793595,16.07365958510255,21.17045002453643,22.82397416232276,23.285970736577024,7.681025174379871,8.348194953938147,8.861348410654339,2876.490553511217,669.8889868933442,2159.6353771846025,20506.830400485807,16611.70524274124,4412.791091340007,2919.9190689159054,3895.125157744557,184.84906185550852,75.86056800647088
1993-10-01,840071.476,1639207.2750000006,463864.75599999994,697329.8809999997,480747.04799999995,1833520.1719999998,383154.57699999993,3882360.5670000003,284765.142,3164994.9809999983,1278826.645000001,14.433976866275469,666.7160403578185,70.45684906345002,118.01448237652305,67.61070680981933,13.432872429846721,41.432354721224236,81.41846904345891,125.71492488606255,205.71056411357876,254.11134557279806,153.27633757162607,79.57014264537592,79.57014264537592,175.66508350517566,26.390932547972433,43.75728643570041,108.51807017028086,73.255706161184,31.929340735546724,37.960576636195164,50.69115108367477,14.445502373605285,15.611676381340732,16.09937560955086,21.129831169687733,22.820983936483426,23.299031824733127,7.7611735924891345,8.402368833204232,8.899719379023887,2836.156688908153,670.0283433887273,2112.01887246151,21610.99894497849,17721.37047759796,4564.426773080651,3081.4461266314156,3889.628467380518,184.84906185550852,75.6180244335768
1994-10-01,857640.2799999999,1653427.7790000006,475069.1109999999,709837.0439999996,490748.95999999996,1805476.7480000001,391019.64499999996,3759855.9379999996,290598.96300000005,3069926.9949999982,1270690.4490000012,12.989352183235008,646.8821993501157,63.2494190571354,113.07409342998986,61.689117697635524,14.14656015909435,39.09789168924642,79.9140526864577,125.62446205250123,209.59922412330258,254.4697152758613,159.18775923509327,81.3277042658008,81.3277042658008,181.374480857342,25.10121968979073,41.944254507267274,104.0217513690313,74.8077934767791,31.72040566779588,37.80580484638362,51.09341314730974,14.506648946613208,15.679733917529603,16.164018073048783,21.19315720034708,22.893183942354405,23.363601683780583,7.820140713159018,8.466283899852353,8.964434447614241,2697.1778431563025,671.8970256804073,2022.7943950634653,21260.26108130599,17454.067545478374,4630.260697929698,2997.161783032528,3806.1935358276,184.84906185550852,75.93087185767145
1995-10-01,871901.8699999998,1685836.6080000005,481778.2579999999,718937.6529999997,499894.414,1840213.173,399356.821,3837345.8659999995,295551.67400000006,3130875.248999999,1297276.810000001,12.794381262292031,653.212952271456,63.89901758243563,114.09951868638,62.80451191373136,13.759621498197458,39.182882571060375,80.29382561550698,128.0858340089357,212.71501771265034,259.81660855870314,162.41038733020383,82.5320425541722,82.5320425541722,183.01874567593092,25.231563908098472,42.34125215546914,105.00630562421482,75.73209668772634,32.35498691940875,38.603586040191885,52.15205184755479,14.511604347652755,15.681790499931518,16.15214382271584,21.20199229419325,22.88829195189738,23.335222791307068,7.821216426036412,8.47528905375339,8.969064845383082,2693.3162437227156,693.5760283667572,2012.8831289287896,21393.064061702004,17524.832119206054,4629.0897625566695,2995.476914615243,3868.23194249593,121.12578676989351,75.54382896597804
1996-10-01,889984.9699999995,1708461.7040000004,492132.093,749895.5319999997,507723.1539999999,1886446.534,405278.64499999996,3957030.1279999996,299722.658,3225577.4909999995,1318317.106000001,12.847668864914244,653.0872122060773,68.00120407726148,112.9106634221605,62.31371470007247,15.703539338802372,39.48601422470237,80.65895976952626,128.4361839431348,211.65301216665534,260.3226466778755,162.02126121568512,81.06081797259745,81.06081797259745,182.5400586168028,25.948739070117654,42.685143073217986,105.85915530848763,76.23127219459495,32.703480504406734,39.07834555269142,52.728571676566126,14.553761884393746,15.732915159887835,16.19996025987207,21.226304614848996,22.925549488040854,23.3700090885696,7.8812191638854445,8.540280836488146,9.029911424719732,2706.867467339268,707.2609428170085,2024.6217239453642,22033.63268494075,18134.017955690553,4625.789349896931,3031.3380272388586,3899.614729250182,121.12578676989351,75.17831942825293
1997-10-01,796871.9189999995,1516171.9770000004,438005.32700000005,671268.3509999996,454895.13999999996,1662112.2719999999,365101.74799999985,3571415.4959999993,267622.09599999996,2925526.2139999988,1163098.878000001,13.174313910398695,608.6731303541561,67.66981830497511,112.41268405299593,62.39115357679433,14.978768324225374,40.263713764569914,81.32915301385012,126.96967798048055,202.82115233145194,255.68279397785733,160.41973651515167,79.89980184157538,79.89980184157538,177.56200412908473,25.629055196135813,42.71295560383352,105.92813044333916,74.47050352610893,30.653623357956786,35.97630518168603,48.60352529022013,14.526517356163154,15.728447862363064,16.205079168717155,21.25822852520779,22.970194168065834,23.422776210966987,7.794806197193479,8.48670155730619,8.987382104710607,2594.1204056217402,697.372765252911,1947.9819307463863,19747.533564352812,16161.615904513446,4801.812417287289,2917.379522175085,3585.9176598393506,185.67297994983738,76.6841311309292
1998-10-01,674562.8659999998,1271611.417,371810.54600000003,569739.9099999996,381743.1639999999,1399594.6050000004,303603.63599999994,3053421.2699999996,215641.38799999998,2496550.4659999995,1008205.3640000008,14.533952255346302,558.655132081796,75.58182117467257,112.93229804472676,72.5849807819875,28.923792666438764,49.23533833472408,77.70233129019627,130.0241409029818,208.91588385276447,246.75729585377394,165.27692539218228,80.98782124814225,80.98782124814225,179.5577020371596,26.92885372004299,47.87423635427393,118.72810578461592,75.9776809416154,28.65923615556103,33.05728954463516,43.974549451227276,14.434672147241034,15.672316355972296,16.16315451029027,21.178866874170136,22.929429785886363,23.388721422403638,7.690477430651745,8.415202929757331,8.937587585175125,2536.555789687913,693.7619743764952,1898.9409832471326,16201.720558036144,12723.832171580842,4753.518086078335,2859.2502330292214,3477.8883864552927,185.67297994983738,77.4689348846581
