datetime,TLG_fnf,FOL_fnf,MRC_fnf,MIL_fnf,NML_fnf,ORO_fnf,MKM_fnf,BND_fnf,NHG_fnf,SHA_fnf,YRS_fnf,MED_swe,SDF_swe,SLT_swe,BKL_swe,HMB_swe,FOR_swe,RTL_swe,GRZ_swe,GOL_swe,CSL_swe,HYS_swe,SCN_swe,RBB_swe,RBP_swe,CAP_swe,BND_swe,ORO_swe,YRS_swe,FOL_swe,SHA_pr,ORO_pr,FOL_pr,SHA_tas,ORO_tas,FOL_tas,SHA_tasmax,ORO_tasmax,FOL_tasmax,SHA_tasmin,ORO_tasmin,FOL_tasmin,SHA_storage,FOL_storage,ORO_storage,DEL_in,DEL_out,Total_DEL_SODD,Total_SODD_from_RES,Total_pumped_from_DEL,Total_Shortage,DEL_X2
2022-10-01,659000.0456017308,1061197.1759084614,371195.15189685306,579490.6928076488,361477.75731928315,1176242.5877532675,269342.2300961585,2101202.8625342003,224733.92531615222,1706448.3149779132,738306.5443754601,15.638917704953638,295.1077483386441,51.008563652160966,80.383628317554,53.65001803279697,36.85474596911142,42.19692270532125,74.90319594726374,112.62573895750052,149.33758794162534,180.14007490225532,135.84256557610402,89.62246747330684,89.62246747330684,138.8520139600846,18.18305046023507,39.45761040107049,97.8548739885416,62.92843886475695,9.480082014977803,13.534358894067033,20.407941306920414,0.5177417172583043,0.5226986549642034,0.5188127174054673,0.6835085090695049,0.7081626045092462,0.6840924958863711,0.46666118404138335,0.4486141230211029,0.4625556030754143,450.8347264692027,64.86028733065821,336.6797394879089,16099.95599428199,15232.334820211918,974.8805856980872,655.044225450702,1024.1411907031927,233.3359189012336,5.818212910069506
2023-10-01,681951.6610949136,1087078.0358250076,385316.399989685,607698.0218800595,372238.7299714565,1194013.8264191092,277422.89046643727,2121676.244837601,231489.05328790928,1721044.5045781592,751224.6752655875,15.524430512750282,294.3393839738567,48.892734068909746,80.2569200367576,53.247909781466696,32.0250012195122,41.89161946576814,75.08568598436437,112.6800284409773,152.77044136697293,181.46177403303247,139.49293614957847,90.2312010859225,90.2312010859225,142.6712146293742,17.714055733536675,39.099751872748605,96.96738491042437,63.363478955730905,9.482778740376332,13.594257103362589,20.641782669754246,0.49530757886511084,0.4921046897435518,0.4874474214484991,0.6481592847649928,0.666175150786408,0.636111063235878,0.4591709038778289,0.434425674313087,0.45170112360751374,469.09477214778644,64.11123746676117,365.46509240319295,16417.591933304717,15490.82848070634,963.1073441529858,695.4446586667052,1088.4793696123925,233.3359189012336,5.919163714258814
2024-10-01,683676.734727129,1079013.771690575,387917.90516213677,615159.0570389751,371558.6140483659,1178982.4474633492,275808.8890013331,2103644.9527836046,229869.88610526937,1708129.3388777948,742098.3130958742,15.633788101584354,293.23015520258485,47.95502526148901,79.54965620962068,53.53388880199349,33.586999884675066,42.09943786819,74.7132085759906,111.83223910425083,152.67396384722625,180.28423181777808,139.47579871731133,89.21869417454633,89.21869417454633,143.2555528201667,17.900662998143968,39.10430875745054,96.97868563680348,63.13298866799114,9.358157778079603,13.41712388412027,20.526042306261974,0.49501935672508485,0.49832614440456025,0.4930678006372001,0.6646917051140149,0.6777367447337659,0.6476405514949699,0.4336599959727128,0.4239091227446973,0.44178593955922174,477.66834621535185,65.21227145548043,364.45111387886436,16365.569157864988,15456.386653123218,968.7375411710344,683.0193228607351,1071.8379506216438,233.3359189012336,5.896222645825069
2025-10-01,674864.129633132,1057127.6014976432,384730.10114877584,624984.9624790633,364355.50659566384,1165099.9718770897,269546.176364797,2091597.9523649702,222648.9049009915,1700545.3824669793,727700.5448168697,14.340567743098038,287.84252421028475,39.67261126182351,69.34150797428171,45.513430818972026,21.536169545147626,36.3328501148025,69.741205181984,97.514760978085,148.24801230411526,146.28959649962258,135.80239296786394,62.23540179259445,62.23540179259445,138.77479837783744,16.18037364703995,33.13025734677484,82.16303845687413,50.350539479547855,9.287863546212417,13.31457735944268,20.280671056505085,0.4925382443634845,0.4893857571308422,0.48843392483478243,0.6787790887340395,0.6818832644029797,0.6614126343820025,0.4148469731004664,0.39773466315338946,0.4141553195158784,482.0648725820813,65.40472912353978,363.3437065452628,16364.417462570857,15453.25289170454,934.2742884764052,659.2712342349608,1073.310829876166,233.3359189012336,5.803333251000101
2026-10-01,631003.7999666979,977548.0142728172,361493.21587309154,587927.3918249795,339380.1709079707,1079590.9831133012,249899.17603420262,1925057.8975906142,210018.76650895536,1568710.6591785713,665827.6206248472,14.16904637153085,270.2910107859264,39.55326620665492,68.50486857914582,45.01495800658134,22.05098609676996,35.99931718654003,68.2569071007201,95.67583984625072,139.01083877490203,145.62338159114378,128.79708982804715,64.88197394967852,64.88197394967852,129.89862154086362,15.833429613920368,33.14723595801705,82.20514560717125,49.73498482506561,8.267804384246384,11.978603730792784,18.400837924978518,0.5261117152336385,0.500373499550793,0.4893903674403234,0.7043296449643853,0.6633273493318879,0.6260448095333156,0.41975271411448634,0.4018928544856344,0.4151365279373378,483.08417060055865,43.033630860710154,364.35888102980897,15597.488669610073,14778.67068943981,860.1463563696127,710.8566794661764,988.489885164145,203.9495618463166,5.061082885915649
2027-10-01,631852.8796244022,973168.5379014057,362559.94875530666,591229.5914184026,339407.72688943014,1069343.1030098498,249715.85774373327,1891658.0314295318,209513.79922242227,1542094.598763033,661728.2920225993,13.91942343094965,270.2919491241247,39.15022510023259,68.14679802346944,42.44383148815438,22.796265265647605,33.71605570096347,68.23182704758239,94.86969359034933,139.1258413046467,146.00867829020453,124.95691282296943,58.31909642067198,58.31909642067198,128.49488662925063,15.21267918319273,31.745613928371423,78.72912304268863,48.280430540752334,8.124440796190006,11.806826876887945,18.27080033063271,0.5399496490293474,0.509642969912325,0.5070904129955993,0.7175571917238119,0.6703872900489612,0.6380599145156328,0.43203490051218035,0.4132785341177219,0.4388120237044251,491.19505916771465,40.44137841260905,365.61686427321814,15406.516912274097,14592.593857478536,797.019342686786,646.3112093751687,998.0843024176638,203.9495618463166,5.057361608714983
2028-10-01,644906.4896888649,994110.0927785087,371906.92606352846,607349.0200639345,346743.8688111586,1089273.2245255215,254930.2077543619,1930717.367208792,213532.1929947926,1573592.8400774118,676539.9433710851,13.580470821395366,273.5376204432671,39.11296747851911,69.00989152289901,42.32113054971438,22.749798389776203,33.46543818638358,68.59139987815071,95.33559204019141,140.06319762239897,146.98782704088714,125.50151051703013,58.26439125757281,58.26439125757281,129.60779986956635,15.134213443826283,31.739337870056094,78.71355845642604,48.58648662850167,8.2422254928919,12.00005763197397,18.644419505426164,0.5376895677965455,0.5123463024737069,0.5158984895260961,0.7279486240597227,0.6961561109795734,0.6711525729715362,0.42182339407519825,0.3982093525173273,0.42779905051883177,490.26672287094925,39.6514099173124,367.1773218191902,15590.47302760742,14759.5311397153,801.4117789163399,637.2503084813573,1008.387053064801,209.0399251420372,5.110559291788406
2029-10-01,651407.0727620649,976552.8731018385,376525.0888831446,618115.5706321265,348575.8941922127,1048120.3156198375,254748.95508400028,1826562.8224857524,213509.00332907616,1486637.9857508582,653588.3940327822,12.518684701243185,266.4786656726202,36.20845191757863,66.14437267375752,39.54364759375881,22.119063703887626,30.233158547409165,67.63878096985853,91.42141379153674,138.5074733461387,143.88231263081408,126.0114135834268,58.24079675554126,58.24079675554126,130.40805677926198,14.476519006848699,30.370763499409318,75.319493719288,48.33640759525113,8.03178633559874,11.665671405699152,18.370065807964817,0.5464291341586,0.5223229293422873,0.5288854869583547,0.7249439065008596,0.6944480542302569,0.6721055057750621,0.4501307182301562,0.419352549647928,0.44605352565354167,490.093836721628,39.621193498036405,366.41020684903356,14733.044027872571,13950.878889514095,780.3760735022255,642.5561354431263,968.8111981751015,209.0399251420372,4.835173913147429
2030-10-01,593879.7374640995,875149.5570477799,343671.40202509897,586782.0683961113,315208.7803461086,912712.0774375026,229469.98954746852,1576535.4450541106,192915.9652346235,1272555.4230593992,581543.4378432917,10.736902905197756,235.5191245642463,33.54769447281901,49.94227711401851,33.33713613023783,22.026757776232035,23.656482985532598,50.31973797108328,70.68112414859763,106.68974013793492,124.37817221636611,88.40993142244494,52.15836123786813,52.15836123786813,99.15856506966108,11.856291140272916,24.12327909952677,59.82573258723472,38.871278068174,7.546534904965617,10.791672077756386,17.064555965619636,0.5456606512646609,0.5225167146567309,0.527466467088758,0.7242319905930816,0.6962624700820699,0.6707928966362947,0.4508509866111353,0.4176371438336003,0.44467564305657453,489.57443912588684,39.695243814103584,356.7398203758994,13409.234489653589,12659.223617571031,766.8030009655142,644.3871070075146,939.6099199513474,208.68123310646078,4.534689284601455
2031-10-01,591726.773932463,875440.565993995,341596.3989275831,583192.3611330114,314145.3206271606,917399.0477675733,228752.56931121025,1588120.960083587,192035.7081746851,1282206.5871575584,583231.761980324,10.484676945440954,236.06109755285888,33.065226543130784,49.23165424007456,32.841717112786824,21.72379197471286,23.397264901982915,49.85344487495763,69.29839408163599,106.34238477878966,120.81508890878858,87.58337416945378,50.53466652326239,50.53466652326239,97.54653464124031,11.675307536101222,23.721015321994777,58.82811844154915,37.84344358894332,7.548860634610447,10.822201256775559,17.080668491729224,0.5466923174444527,0.5263089951716418,0.5304782000548336,0.7272196957742608,0.7046634531953229,0.6765701813547376,0.45085248981230597,0.41785189904367953,0.4448166918793358,490.2144607286223,40.260520533522985,354.5663816533374,13526.602628241755,12773.736733609792,759.1664607467754,619.7009950245772,938.3082777127878,208.11436371586308,4.54766332235073
