datetime,TLG_fnf,FOL_fnf,MRC_fnf,MIL_fnf,NML_fnf,ORO_fnf,MKM_fnf,BND_fnf,NHG_fnf,SHA_fnf,YRS_fnf,MED_swe,SDF_swe,SLT_swe,BKL_swe,HMB_swe,FOR_swe,RTL_swe,GRZ_swe,GOL_swe,CSL_swe,HYS_swe,SCN_swe,RBB_swe,RBP_swe,CAP_swe,BND_swe,ORO_swe,YRS_swe,FOL_swe,SHA_pr,ORO_pr,FOL_pr,SHA_tas,ORO_tas,FOL_tas,SHA_tasmax,ORO_tasmax,FOL_tasmax,SHA_tasmin,ORO_tasmin,FOL_tasmin,SHA_storage,FOL_storage,ORO_storage,DEL_in,DEL_out,Total_DEL_SODD,Total_SODD_from_RES,Total_pumped_from_DEL,Total_Shortage,DEL_X2
2016-10-01,991798.5905000006,1757015.2657499996,559602.6379999998,890784.7795,551945.55175,1898859.0095000025,428240.83250000037,3818149.889999998,318749.4757499999,3116608.709,1351680.0969999996,20.66024696257036,686.5920144015325,89.85110630292778,136.74690956560326,87.41712934000095,31.0163063532068,58.96613357039651,95.5103892426833,156.15296720048406,259.1982995377655,295.93388419084124,209.54208352002462,102.60005293667618,102.60005293667618,232.55466364177784,33.34338766776611,57.94101074138875,143.69370561527563,94.30195404706873,32.74595166124654,39.6162284331384,54.04968067075803,14.77482664219498,15.969080272624433,16.464453106907367,21.399576468719264,23.10768535063638,23.56755205428157,8.150076816332234,8.830475197029456,9.361354177352277,2978.624664795634,715.0015996903433,2261.1649894989223,23089.844921626718,18989.043964517674,4448.162081012908,3192.8707738818166,4100.800957109044,93.1140162967053,74.45287911485869
2017-10-01,983989.9175000007,1743716.7292499994,555121.8409999998,883155.1707499999,547405.716,1882615.1240000024,424889.4512500004,3804205.2674999973,315936.02475,3104778.062,1342763.7049999996,20.72146888151529,687.8299241230477,90.06303164948517,135.17099591138037,86.22431837205261,31.26515566787031,58.36963834500116,94.64572072981638,155.29214595599606,256.1136317411994,293.25957457782243,205.63088488448648,102.1902796324097,102.1902796324097,228.99565961773925,33.30616469807944,57.425174974233116,142.41443294073306,93.6626970617807,32.70803625965321,39.48933530427159,53.85461668143008,14.806867054526057,16.004679930068537,16.499858587240347,21.437395647294174,23.152718228166517,23.613039724657444,8.176338460013094,8.856641636095933,9.386677464656895,2980.706886433536,711.9405846630614,2252.5726807897795,22972.63235259239,18868.85959496735,4451.10419823397,3183.968232796561,4103.772757625036,88.09387884726053,74.52744214677018
2018-10-01,991900.8630000006,1751150.5274999994,559309.3099999998,890220.9174999999,551299.8532499999,1888773.7652500025,427131.9865000003,3789079.2727499977,317804.5739999999,3091962.6010000003,1346511.3112499996,20.077283258454123,678.5095603729819,88.17637551623842,132.69401025628815,84.6393642303476,30.389747410281366,57.51998628907463,92.75169327326499,152.48429663409178,252.2097282533848,289.37159921739783,202.032370459576,100.06246521699403,100.06246521699403,226.17867544413554,32.65403169076452,56.40504796511956,139.88451801114388,92.17628179345404,32.61077761346039,39.56213258504042,54.04077185739099,14.872313630963623,16.07138917499238,16.565202764901176,21.51009975602311,23.224066857801194,23.677772600122157,8.234527501123052,8.91871149891563,9.452632943310768,2968.420944634986,709.1630572416972,2250.097989489629,22919.822597190392,18838.39946381633,4464.209781044433,3160.246337124626,4081.4231333740545,88.09387884726053,74.60432479170787
2019-10-01,1019389.7022500007,1805385.2277499991,575155.7659999998,914358.6575,567876.9149999999,1956585.6577500026,439928.4285000003,3902635.577499998,328427.1997499999,3183628.0555,1386989.5604999994,20.432022350750124,691.8064569429828,89.19965284598555,136.45740446093336,85.9893300776027,30.488564349020372,58.58139543430999,95.36758204883253,156.50072566414016,255.68843249725063,297.8666882831659,205.06062176585706,102.0116647615958,102.0116647615958,230.22286064407825,33.214519776521605,57.612885819909465,142.8799557407631,94.12291536575236,33.149767700862796,40.348274261992366,55.04318246625595,14.904086513768467,16.09938507777268,16.591394021580975,21.540714509001035,23.250381748935,23.69946522251406,8.267458512253759,8.948388411424565,9.483322835051254,2968.201210710571,709.0689889690774,2273.568638777358,23750.769713063033,19617.161399010423,4414.056473065598,3173.8308737425727,4133.608314052604,88.09387884726053,74.29560400821896
2020-10-01,1034158.3055000007,1821926.5517499992,583200.7627499999,926289.7067499999,575061.9652499999,1972036.606000003,444778.87525000033,3913373.4354999973,332638.09649999987,3190605.506,1398625.8577499995,20.08127713987392,689.0362360856874,87.06778023425385,133.5643120422039,83.69329930131224,29.69192188355958,57.04618653806453,93.24195396518829,153.2146743778057,252.85725781965147,291.934588160996,201.40722453344864,98.97755096502098,98.97755096502098,227.98744699962566,32.656175330118415,56.17361431343924,139.31056247912957,92.15891609243259,33.185151713474376,40.56742759865502,55.429387064914486,14.94556733667763,16.135142612039832,16.622491967503016,21.577838482880946,23.275426951938165,23.717974126233035,8.313296182490406,8.994858273901858,9.527009821037893,2958.5047393603063,704.8422835618472,2284.0640078090014,23958.163052095577,19806.976313113886,4435.093779560061,3234.477815369422,4151.186738981685,104.39555463011834,74.22275648109287
2021-10-01,1021019.9235000007,1797949.100999999,576235.6357499998,914773.1364999998,567837.4094999998,1942165.580250003,439656.69650000037,3878775.487499998,328727.1299999999,3163636.107,1379202.3384999996,19.91650933364411,685.5187156235108,85.76295214184697,130.28236617974412,82.07536573907963,28.68919997449545,55.811086522303434,91.20724021871979,150.0903175241377,250.0289298730539,287.6651560018726,200.08631700455834,96.63272832785574,96.63272832785574,226.054259859285,32.296793264544526,55.07091223947815,136.57586134846179,90.66988241431166,32.87673248742131,40.12048896525682,54.88295845787138,14.978976925122698,16.1676569961838,16.656110462199827,21.61674122503329,23.31151667808575,23.755366592138,8.341212621038327,9.023797314980637,9.556854341359927,2929.60996761182,700.5972753835439,2258.7018808736757,23611.723071372366,19483.120592351228,4463.149149313685,3243.5381743115995,4128.602479021133,109.75726950325375,74.41380276967288
2022-10-01,1048018.6692500009,1836579.9077499993,593939.4362499998,945394.5769999998,582395.7799999998,1988150.9067500029,449675.7477500004,3921599.1369999982,338018.3007499999,3195836.4007499996,1405627.5957499996,19.420440845536756,682.2863539441643,84.1528418438274,128.33100521751652,80.55253563738712,28.314059573256184,54.70494198076877,90.26788406020525,149.4818668836814,251.6254682824568,287.57031707067136,201.54627047256756,95.2669125665623,95.2669125665623,228.27353450975426,31.774945870975984,54.236067440797704,134.50544622736123,90.54379034782443,32.91313079488647,40.54487023680397,55.49152301616782,15.037646787775993,16.225776517079904,16.710876901235974,21.680238486201496,23.37550366334461,23.81266796081872,8.395055086531594,9.07604937000575,9.609085848394107,2897.943823631161,698.3563837460313,2246.8151068897555,24138.54238403745,19991.226048235454,4463.219033399926,3260.62614468722,4147.316335801992,109.75726950325375,74.26994928593538
2023-10-01,1027438.3277500009,1793359.8857499994,583410.1772499997,930607.7374999998,569549.9919999999,1933263.5267500028,439097.6797500004,3827295.963499998,329429.2472499999,3121393.2062499993,1372299.3582499996,18.88815260202166,672.6563134609794,82.21701193786194,124.87296912212403,77.66807324831403,27.697288399709798,52.848549870332434,87.87829597076326,145.85512441309942,246.27755496016442,281.5038907287273,197.1483462206724,92.4646891142066,92.4646891142066,223.8564792571527,31.10221571586162,52.67537086938071,130.63491865888952,88.59324562500646,32.569199625798696,40.01739187034193,54.823297458174025,15.069213386881055,16.261724603980365,16.748775125779325,21.710696819035846,23.41341828071239,23.853401567647087,8.427729949896374,9.110030927717046,9.644148689723796,2855.3186468610593,694.2711869667419,2223.119913690957,23665.032991874752,19582.874682484475,4499.428882999831,3238.5324690027574,4082.1583093902736,119.96890436786396,74.52779218483141
2024-10-01,1023907.7680000009,1788109.6852499992,581552.9014999998,928908.4942499998,567427.2714999998,1929978.6837500029,437754.9352500004,3821387.784499998,328585.5817499999,3116446.271499999,1369201.0557499996,19.3288840965331,671.5082425281539,84.92558461141995,125.88480881827661,78.99961157557685,29.73958566742358,54.06970671854424,88.81969050891189,147.29953820177732,245.58498919164816,283.72556477844444,196.81715780713083,93.96093155925257,93.96093155925257,222.53954165914632,31.780916395724887,53.681255974983266,133.12951380274984,89.40649548002202,32.45387071905392,39.87943305789072,54.60398574702059,15.047942154597928,16.250236246528686,16.738630605003824,21.68392764156309,23.40036759357894,23.845374169991626,8.411956662173917,9.100104900682751,9.631887045557527,2824.442621565435,693.139220609726,2200.7329997318443,23577.899608322412,19528.774419628488,4520.853204678108,3214.8502856127843,4049.125188693921,122.9178652518304,74.62884183292769
2025-10-01,1019819.4560000009,1779368.995499999,578170.6797499998,921202.2407499996,565853.4217499999,1913600.8935000026,436352.49150000035,3770500.0929999985,326981.02599999995,3077322.783999999,1360198.9349999996,19.176013549069875,665.1337679438897,84.57049963707875,126.78230474282127,78.78486780774706,29.965351423449288,54.15949369324213,88.79356170484874,146.88785808656093,246.63849537840778,283.06023408286103,197.98943308840987,93.51461240257971,93.51461240257971,223.8632656700842,31.55233223275845,53.72066619183505,133.2272510784596,89.35502575588171,32.30829750271975,39.75174623432074,54.51337958920816,15.0412702366981,16.254365013519372,16.74814122165578,21.67299065518851,23.406781976853175,23.857824167606132,8.409549813533825,9.101948050539582,9.638458279003203,2815.704036250378,693.976632967483,2189.624730702036,23224.615282680716,19191.146725127088,4523.3334462504745,3171.717934966602,4033.4685575536314,120.8183416938305,74.77350087842473
