,0
0,0.923481077654286
1,0.923481077654286
2,0.9290871143092392
3,0.9290871143092392
4,0.9338955937473205
5,0.9312087350225832
6,0.9315835125913676
7,0.9315835125913676
8,0.931131685921868
9,0.9278620733337106
10,0.9278620733337106
11,0.9278620733337106
12,0.9278620733337106
13,0.9278620733337106
14,0.9278620733337106
15,0.9180936263278546
16,0.9194617758849708
17,0.9181535380058344
18,0.9164229395219404
19,0.9164229395219404
20,0.9134307365338084
21,0.9134307365338084
22,0.9129565832149884
23,0.9086183235709826
24,0.9086183235709826
25,0.9078826308736062
26,0.9212451252665548
27,0.9182850140024342
28,0.9182850140024342
29,0.9210871394903509
30,0.9209293827288308
31,0.9209293827288308
32,0.9208739309770644
33,0.9160001539801672
34,0.9191613515890288
35,0.923250986325458
36,0.9104500891141584
37,0.9065239941533314
38,0.9068811681833304
39,0.9068811681833304
40,0.9068811681833304
41,0.9075707559821437
42,0.9059480265389296
43,0.9039676960581297
44,0.9028972231200082
45,0.9028463289507112
46,0.9054768007237292
47,0.9070425352998344
48,0.91772082402212
49,0.91772082402212
50,0.9196549290523808
51,0.9195185263245432
52,0.9195185263245432
53,0.9195185263245432
54,0.9159537217892048
55,0.9186405805139418
56,0.9173583473919592
57,0.9173583473919592
58,0.91167765879524
59,0.9125975066009984
60,0.9104955868824158
61,0.9104955868824158
62,0.9104955868824158
63,0.9096416472258916
64,0.9096416472258916
65,0.9160280892088728
66,0.9160280892088728
67,0.9151305775549976
68,0.9168611760388912
69,0.9105242121988834
70,0.9109355074294284
71,0.9083087001557364
72,0.9109925090897344
73,0.911978055995708
74,0.911978055995708
75,0.915812879557198
76,0.9168340431672894
77,0.9091255211965564
78,0.9091255211965564
79,0.9098301786699838
80,0.9113060601535508
81,0.9113060601535508
82,0.9105576637805118
83,0.9150447502349576
84,0.9150447502349576
85,0.9181427439858428
86,0.924722144495386
87,0.9286482394562132
88,0.9264094345595554
89,0.9423090927343084
90,0.9423090927343084
91,0.9486838715899047
92,0.9486838715899047
93,0.9506166707775482
94,0.9506166707775482
95,0.9506166707775482
96,0.9506166707775482
97,0.9506166707775482
98,0.9468335909845854
99,0.9303437791355847
100,0.9303437791355847
101,0.9303437791355847
102,0.9303437791355847
103,0.9303437791355847
104,0.9303437791355847
105,0.9303437791355847
106,0.9303437791355847
107,0.9303437791355847
108,0.9303437791355847
109,0.9268189589609076
110,0.9268189589609076
111,0.9255529152138786
112,0.9255529152138786
113,0.9219687189432204
114,0.9235084132459448
115,0.9373440420334488
116,0.9373440420334488
117,0.935773676587066
118,0.938196342801734
119,0.9338363334637002
120,0.9338363334637002
121,0.9338363334637002
122,0.92097198689843
123,0.9222350179965444
124,0.9296737053933171
125,0.9306165326488918
126,0.9306165326488918
127,0.92471500166953
128,0.9217194623001329
129,0.9217194623001329
130,0.9217194623001329
131,0.918749160179096
132,0.9199276564469492
133,0.9172386304387145
134,0.9097657548521272
135,0.9097657548521272
136,0.90627102316695
137,0.9080626898623972
138,0.906744331886522
139,0.902898525149779
140,0.9003925154310507
141,0.9003925154310507
142,0.8897903678808236
143,0.8895161235857847
144,0.8876739476039736
145,0.8792962811329359
146,0.8783493920049353
147,0.8772129575898036
148,0.8762574184118895
149,0.8840438436547773
150,0.8767430573372934
151,0.8767430573372934
152,0.8739756097954363
153,0.8704605803502441
154,0.8662321405221318
155,0.8619960343191653
156,0.8584571251939757
157,0.8584571251939757
158,0.8560391940904641
159,0.855409695917795
160,0.855409695917795
161,0.8534496739491009
162,0.8476527674470689
163,0.8491466395487035
164,0.844388854364484
165,0.8422200096615904
166,0.8364202286095811
167,0.8321902968352272
168,0.8293484961791538
169,0.8337085055171879
170,0.8327417998603406
171,0.8327417998603406
172,0.8413129291704291
173,0.8458654314522418
174,0.8487091773490566
175,0.8443814291063652
176,0.8340590878042419
177,0.8366339309572476
178,0.9455655599050521
179,0.9455655599050521
180,0.9459710883448618
181,0.9459710883448618
182,0.94618139576479
183,0.94618139576479
184,0.94618139576479
185,0.94618139576479
186,0.9454861435452604
187,0.9454861435452604
188,0.9454861435452604
189,0.9454861435452604
190,0.9454861435452604
191,0.9473969471552944
192,0.9473969471552944
193,0.9473969471552944
194,0.9473969471552944
195,0.9562779061855472
196,0.9750599370331988
197,0.9750599370331988
198,0.9750599370331988
199,0.9750599370331988
200,0.9750599370331988
201,0.9750599370331988
202,0.9750599370331988
203,0.9764595501597906
204,0.9764595501597906
205,0.9658440194863004
206,0.9656226877058952
207,0.9656226877058952
208,0.9636068059686976
209,0.9636068059686976
210,0.9614640817363991
211,0.9554953222593908
212,0.9554953222593908
213,0.9554953222593908
214,0.9504363346242876
215,0.9504363346242876
216,0.9504363346242876
217,0.9504363346242876
218,0.950303310753716
219,0.9486039203255072
220,0.9480189634747288
221,0.944622115382434
222,0.944622115382434
223,0.9537746192519684
224,0.9452980338733526
225,0.9331604313083672
226,0.9331604313083672
227,0.9360746092440538
228,0.935126182299676
229,0.935126182299676
230,0.935126182299676
231,0.935126182299676
232,0.9335587288226926
233,0.9329681487820244
234,0.9253968541462304
235,0.9201543334743604
236,0.9155830470947512
237,0.9111341195157512
238,0.9089197015729276
239,0.9069180698372352
240,0.9069180698372352
241,0.9039924513927536
242,0.8907586856782624
243,0.8802741803847575
244,0.8780961112753103
245,0.884514979559947
246,0.8853450652055416
247,0.8853450652055416
248,0.8827245947936744
249,0.8827245947936744
250,0.8827245947936744
251,0.8792487158346802
252,0.8689988323912017
253,0.8679908481886581
254,0.8679908481886581
255,0.8820811424257156
256,0.8806424667196291
257,0.8793298941595455
258,0.8767955369125743
259,0.8767955369125743
260,0.8771268456441054
261,0.8830956051211135
262,0.8830956051211135
263,0.8808631910502605
264,0.8859221786853638
265,0.8859221786853638
266,0.8859221786853638
267,0.942910098279172
268,0.942910098279172
269,0.942910098279172
270,0.942910098279172
271,0.9423879351592336
272,0.9423879351592336
273,0.9382857239286084
274,0.9312692497311572
275,0.9312692497311572
276,0.9312692497311572
277,0.9312692497311572
278,0.9312692497311572
279,0.9312692497311572
280,0.934479258299774
281,0.9322162472233002
282,0.9322162472233002
283,0.9299198015479578
284,0.9451199964653668
285,0.9638799313827348
286,0.9638799313827348
287,0.9638799313827348
288,0.9638799313827348
289,0.9638799313827348
290,0.9577913129126908
291,0.9558390499126738
292,0.9519729819185077
293,0.9499471858994716
294,0.9536630081296498
295,0.9536630081296498
296,0.9544951499791648
297,0.951109539382048
298,0.951109539382048
299,0.951109539382048
300,0.951109539382048
301,0.951109539382048
302,0.951109539382048
303,0.9426672750500006
304,0.9366905888300788
305,0.9366905888300788
306,0.9366905888300788
307,0.9260560582691733
308,0.9260560582691733
309,0.9260560582691733
310,0.9234101262451868
311,0.9234101262451868
312,0.9217130988782171
313,0.9282081738308828
314,0.9259531583690892
315,0.925417835128568
316,0.9245598867737299
317,0.9134116359496136
318,0.9058501890325412
319,0.9027925400271272
320,0.9001071171746645
321,0.8985315116483809
322,0.8985315116483809
323,0.8942465843632041
324,0.8956795782953926
325,0.891470863566302
326,0.891470863566302
327,0.8891964824278799
328,0.8806817640751935
329,0.8650383931395305
330,0.8578250324502587
331,0.8525247752268658
332,0.8525247752268658
333,0.8445043906889482
334,0.8405382074285523
335,0.8414670144806122
336,0.8356650992846127
337,0.8306204276352807
338,0.8251584742180101
339,0.8161733504900992
340,0.8218324148889689
341,0.8220669406302109
342,0.8257765679810143
343,0.8212082687231246
344,0.8212082687231246
345,0.8156089473157785
346,0.8076944124779364
347,0.8059052534396901
348,0.7977130951408766
349,0.7804176212463855
350,0.7804176212463855
351,0.7804176212463855
352,0.7756460902604416
353,0.7800761522155624
354,0.7770899634060072
355,0.7688382725550462
356,0.9645238656332901
357,0.9504415889594804
358,0.9383110309666622
359,0.9374062085459176
360,0.9374062085459176
361,0.9374062085459176
362,0.9361361487347496
363,0.933740876212632
364,0.933740876212632
365,0.933740876212632
366,0.933740876212632
367,0.9201597238217372
368,0.919815533750555
369,0.919815533750555
370,0.919815533750555
371,0.919815533750555
372,0.923614954842633
373,0.923614954842633
374,0.923614954842633
375,0.9112677719292339
376,0.901206622311142
377,0.901206622311142
378,0.8942866941390726
379,0.8925013487610357
380,0.8925013487610357
381,0.8925013487610357
382,0.8925013487610357
383,0.8925013487610357
384,0.8903910836998538
385,0.8924358835613606
386,0.8905482346666099
387,0.8898228579731854
388,0.8865163011231162
389,0.8757678678481308
390,0.876232404822231
391,0.871141118927123
392,0.8672270160814898
393,0.8670831583747534
394,0.8577758210640798
395,0.8534186638047474
396,0.8414841547239081
397,0.8414841547239081
398,0.8446271811561992
399,0.8438769715117523
400,0.8438769715117523
401,0.8352822493693879
402,0.8374195492040366
403,0.8374195492040366
404,0.8421656856521915
405,0.8405872574920308
406,0.8280179353860679
407,0.8421002120598777
408,0.8561889588406298
409,0.8529196784288491
410,0.8497986674115136
411,0.8497986674115136
412,0.8340559948297286
413,0.8365338306419599
414,0.8347270548257179
415,0.8266659254804541
416,0.8241102760831077
417,0.8376914284740026
418,0.8278922837045389
419,0.8192801125923138
420,0.8192801125923138
421,0.8072956455556257
422,0.8072956455556257
423,0.8072956455556257
424,0.8012214377644871
425,0.8104173465067893
426,0.8181570315764557
427,0.8181570315764557
428,0.8265801676156181
429,0.8236133667421294
430,0.8130194193467533
431,0.8097820641218182
432,0.8097820641218182
433,0.8097820641218182
434,0.8100403327339449
435,0.8100403327339449
436,0.8037500068527195
437,0.8044753835461439
438,0.8077819403962131
439,0.8117527441926031
440,0.8060650952215105
441,0.809949783041622
442,0.7997428774562971
443,0.7967719384930124
444,0.8000196051915252
445,0.9868830544848144
446,0.9868830544848144
447,0.9887240810489724
448,0.9887240810489724
449,0.9887240810489724
450,0.9887240810489724
451,0.9887240810489724
452,0.9821911775599618
453,0.9738971864838564
454,0.9735637117825848
455,0.9735637117825848
456,0.9673023082562341
457,0.9540098492768936
458,0.9540098492768936
459,0.9504769887252748
460,0.9504769887252748
461,0.9537244250027768
462,0.9537244250027768
463,0.9537244250027768
464,0.9537244250027768
465,0.9537244250027768
466,0.9473974877440322
467,0.9473974877440322
468,0.9473974877440322
469,0.9302244449725644
470,0.9302244449725644
471,0.9302244449725644
472,0.9185545472140229
473,0.9185545472140229
474,0.9194593411895592
475,0.9196581578312932
476,0.9215007283519012
477,0.9203670034666976
478,0.914587226746548
479,0.9070978245892912
480,0.9070978245892912
481,0.9002677371576815
482,0.9002677371576815
483,0.9034963284683072
484,0.9031565437393072
485,0.9031565437393072
486,0.9009105742858382
487,0.8971841533715079
488,0.8971841533715079
489,0.8922570201200852
490,0.8930135375108095
491,0.8930135375108095
492,0.8853118697982555
493,0.8821839161539412
494,0.8817090778092792
495,0.8785986712306736
496,0.8728029158580284
497,0.8658133801846583
498,0.8658133801846583
499,0.8513701104415466
500,0.8513701104415466
501,0.8513701104415466
502,0.8564391989749841
503,0.8601977385219357
504,0.8605312132232069
505,0.8553705082832884
506,0.8611820288986894
507,0.8722753344480114
508,0.8722753344480114
509,0.8758081949996301
510,0.8753991507971012
511,0.8716053517878976
512,0.8695520836094124
513,0.8669458916780031
514,0.8618738832337813
515,0.8571347441531276
516,0.8634616814118721
517,0.8632098253717057
518,0.862853284054302
519,0.8800263268257699
520,0.8800263268257699
521,0.8708485062634398
522,0.8761834031432172
523,0.8761834031432172
524,0.8705377030020034
525,0.8705377030020034
526,0.8560771485240288
527,0.8516544638386637
528,0.8459023634193139
529,0.8482727804753273
530,0.8369375221963458
531,0.8437676096279554
532,0.8437676096279554
533,0.8398789296350095
534,0.9847299340168724
535,0.978419242969874
536,0.9727766208497688
537,0.973277695743888
538,0.9718755973841262
539,0.9620605145669474
540,0.9611046816256704
541,0.9495599052423526
542,0.9495599052423526
543,0.9495599052423526
544,0.9468989474094288
545,0.9468989474094288
546,0.9437605305239346
547,0.9437605305239346
548,0.9418229553221428
549,0.9354633408769434
550,0.9348573068620624
551,0.9348573068620624
552,0.9337217615825214
553,0.9254264295410471
554,0.9254264295410471
555,0.9254264295410471
556,0.9270629893540168
557,0.9156847304680032
558,0.9156847304680032
559,0.9150174504142936
560,0.9150174504142936
561,0.9057147369672488
562,0.9057147369672488
563,0.9033807348036412
564,0.9033807348036412
565,0.8912761253311721
566,0.8912761253311721
567,0.8912761253311721
568,0.8846732850532915
569,0.8801430181172042
570,0.876373839232859
571,0.876373839232859
572,0.8779155831654846
573,0.8736970276234359
574,0.8629498151614301
575,0.8606447181112793
576,0.8606729362778975
577,0.8606729362778975
578,0.8606729362778975
579,0.8550181717980639
580,0.8550181717980639
581,0.8458705102218517
582,0.8428497130516551
583,0.8408886409057357
584,0.8373520649913082
585,0.8376431835998079
586,0.8470589190134848
587,0.8470589190134848
588,0.8484610173732468
589,0.8520439453356764
590,0.8529997782769534
591,0.8603470534508091
592,0.8561990213059879
593,0.8561990213059879
594,0.8584463003607662
595,0.8468010819392429
596,0.8468612834135678
597,0.8448325816755745
598,0.8458146227163502
599,0.8503288071643024
600,0.8549447987534162
601,0.8511057078608131
602,0.8522412531403541
603,0.8605365851818284
604,0.8605365851818284
605,0.8579484219573021
606,0.8579484219573021
607,0.8711908139977161
608,0.8658956767657431
609,0.863678943082664
610,0.863678943082664
611,0.8719294846923029
612,0.871504429344503
613,0.8738384315081105
614,0.8601620290172001
615,0.8713123406520981
616,0.8713123406520981
617,0.8639214639776744
618,0.8705243042555552
619,0.8679215493063794
620,0.8676911760858488
621,0.8651458148648448
622,0.862215792443622
623,0.9787742951474772
624,0.9749518063089126
625,0.976899515486638
626,0.9710931093118704
627,0.9710931093118704
628,0.9682639127294792
629,0.9662697955298376
630,0.9664033055700624
631,0.9602745376353432
632,0.9541591446581218
633,0.9546706703805178
634,0.958127635849649
635,0.9549656060821536
636,0.9487340963622456
637,0.9487280755105756
638,0.9487280755105756
639,0.9487280755105756
640,0.9474537199342752
641,0.9474537199342752
642,0.9474537199342752
643,0.9469761455851992
644,0.9348032518645892
645,0.9348032518645892
646,0.9348032518645892
647,0.9348032518645892
648,0.9348032518645892
649,0.926300561386698
650,0.926300561386698
651,0.926300561386698
652,0.9159533337295608
653,0.9138969706810974
654,0.916699244092526
655,0.9167130584944998
656,0.9167130584944998
657,0.9167130584944998
658,0.9128427393442295
659,0.9104754261422576
660,0.9073007210157674
661,0.906985962466352
662,0.8986449593794344
663,0.8986449593794344
664,0.8966822644330905
665,0.8971485353279214
666,0.8954929745222716
667,0.8901565848859099
668,0.8859494299404284
669,0.8824314641310722
670,0.8844784002412456
671,0.8914157090785149
672,0.8880631037563408
673,0.8773856934497091
674,0.8754642054664243
675,0.8740344918280764
676,0.8714011538603499
677,0.8626749448391571
678,0.8609100421244911
679,0.8623023584483878
680,0.8623023584483878
681,0.8684311263831067
682,0.8698000926805378
683,0.8629574923459109
684,0.8554163301910761
685,0.8585783599585715
686,0.8579701914202174
687,0.8542497762856774
688,0.849383619923969
689,0.8418737346162699
690,0.8376737472266523
691,0.834621424291995
692,0.834621424291995
693,0.8350989986410711
694,0.8393640454972469
695,0.8297223601612356
696,0.8239241550166655
697,0.8151173844012651
698,0.8105248159296461
699,0.8075842601117889
700,0.7978939624567986
701,0.792587004850609
702,0.7970776598936467
703,0.7949060495927948
704,0.7829643086804197
705,0.7816744878967298
706,0.778703353115494
707,0.7770937554030573
708,0.7797611999732039
709,0.769085129134729
710,0.7561451583708392
711,0.7528798363082875
712,0.9258645991674276
713,0.9258645991674276
714,0.9287202740129042
715,0.9287202740129042
716,0.9287202740129042
717,0.9264373058307148
718,0.9264373058307148
719,0.9239827973975541
720,0.923512888569395
721,0.923512888569395
722,0.9204696633479176
723,0.9228934238039578
724,0.9255135829671276
725,0.9254672884902164
726,0.9240468068470088
727,0.9240468068470088
728,0.9240468068470088
729,0.9267492477919064
730,0.9310198994020664
731,0.9431919743198232
732,0.9431919743198232
733,0.9431919743198232
734,0.9431919743198232
735,0.9362556559935784
736,0.9362556559935784
737,0.9361413263191324
738,0.9361413263191324
739,0.934661379673248
740,0.934661379673248
741,0.934661379673248
742,0.9359602134906972
743,0.9314346401418491
744,0.9405327827955492
745,0.9405327827955492
746,0.9246677437968792
747,0.9246677437968792
748,0.9246677437968792
749,0.9209924049067696
750,0.9221376326430208
751,0.9221376326430208
752,0.9158114486958148
753,0.9169125658696592
754,0.923606095083255
755,0.9159363098779641
756,0.9159363098779641
757,0.9158435696771996
758,0.9145839155667927
759,0.9145839155667927
760,0.9103918206899172
761,0.9125982922380688
762,0.9125982922380688
763,0.9125982922380688
764,0.9129024117036753
765,0.9076095233474752
766,0.9076095233474752
767,0.9098924915296646
768,0.9098924915296646
769,0.9075595892245328
770,0.903617561988244
771,0.903387029030178
772,0.906844994161512
773,0.9078556919873159
774,0.9078556919873159
775,0.9007547502257394
776,0.8963437686186252
777,0.8963437686186252
778,0.8904134340671607
779,0.887987749197682
780,0.8862293391108724
781,0.8818503736618291
782,0.8770267019685178
783,0.8763966989372343
784,0.8763966989372343
785,0.8833330172634789
786,0.8833330172634789
787,0.8828345823744718
788,0.8807238842117141
789,0.8780924492302404
790,0.8735688533379686
791,0.8735688533379686
792,0.8762611437148285
793,0.8825225354629691
794,0.8751942990242266
795,0.8751942990242266
796,0.8910593380228967
797,0.8863322317402356
798,0.8863322317402356
799,0.8900075706303449
800,0.8909132735953726
801,0.917494442482032
802,0.917494442482032
803,0.9216402874623552
804,0.9196233322760896
